ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,Antibiotic resistance,Metabolite (antibiotic)
140485,,"LMG 29287, HAMBI 3646, YIC 5082",1,1,Agrobacterium salinitolerans,Agrobacterium,salinitolerans,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,streptomycin
7252,D-1/1a,"DSM 12453, JCM 12398, ATCC 700859, CCM 4975, CGMCC 1.7258, CIP 106287, IAM 15145, NCIMB 13599",1,1,Agrococcus citreus,Agrococcus,citreus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7250,2002-39/1,"DSM 9580, ATCC 700087, IFO 16126, NBRC 100415, NBRC 16126, CCUG 35514, CIP 106528, JCM 9950, CGMCC 1.7260, IAM 15121, IMSNU 22118, NCIMB 13857, VKM Ac-1839",1,1,Agrococcus jenensis,Agrococcus,jenensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7271,,"DSM 15934, UCM 623, VKM Ac-1800, JCM 13565, CIP 108259, IAM 15234, IAM 15338, NBRC 103057, UCM Ac-623",1,1,Agromyces albus,Agromyces,albus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
132611,AR33,"DSM 101731, LMG 29235, JCM 32431",1,1,Agromyces aureus,Agromyces,aureus,1,nalidixic acid
7270,XIL01,"DSM 15747, CIP 108592, LMG 21954, NBRC 109083, JCM 13315, IAM 15233",1,1,Agromyces ulmi,Agromyces,ulmi,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13649,B9,"DSM 5890, ATCC 25656, IAM 12618, JCM 20689, CIP 106964, IFO 15762, LMG 133, NBRC 15762, NCIMB 2205",1,1,Ahrensia kielensis,Ahrensia,kielensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7221,DM9,"DSM 22800, CIP 106788, VKM B-2189",1,1,Albibacter helveticus,Albibacter,helveticus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
327,"16 (R. Hugh 135), 135, 16","DSM 30030, ATCC 8750, CCM 1052, CIP 60.80, IFO 13111, NBRC 13111, NCDO 868, NCIB 8156, CCUG 1814, NCTC 11953, LMG 1229, JCM 20522, BCRC 10828, CCUG 1325, CECT 928, CGMCC 1.1786, HAMBI 1907, IAM 12369, IAM 12586, JCM 1474, JCM 20663, KCTC 2678, LMG 2100, LMG 3366, LMG 3369, LMG 3371, NCAIM B.01104, NCAIM B.02076, NCIMB 8156, VKM B-1518, VTT E-97056, IMET 10443, NBIMCC 153, CIP 55.84",1,1,Alcaligenes faecalis,Alcaligenes,faecalis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
337,G,"DSM 13975, CCUG 48316, CIP 106866, CCM 7340",1,1,Alcaligenes faecalis subsp. parafaecalis,Alcaligenes,faecalis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
5480,M-3Alg 15-1,"DSM 15365, KCTC 12103, KMM 3902, JCM 21761, IAM 15311, LMG 23347, LMG 22573, NBRC 100591",1,1,Algibacter lectus,Algibacter,lectus,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
140706,KEM-10,"KCTC 52839, NBRC 112780",1,1,Algoriphagus aquaemixtae,Algoriphagus,aquaemixtae,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
164479,F21,"JCM 33187, KCTC 72106, KEMB 2250-007",1,1,Algoriphagus aquimaris,Algoriphagus,aquimaris,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,penicillin g
,,,,,,,,1,spectinomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
140941,HJM-2,"KCTC 42704, NBRC 111222",1,1,Algoriphagus confluentis,Algoriphagus,confluentis,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
140525,am2,"KCTC 52549, MCCC 1H00178",1,1,Algoriphagus marinus,Algoriphagus,marinus,1,cefotaxime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,lincomycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,tobramycin
141011,KEM-106,"KCTC 52979, NBRC 112904",1,1,Algoriphagus marisflavi,Algoriphagus,marisflavi,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
140228,W29,"DSM 100160, KCTC 42940, MCC 2876",1,1,Algoriphagus roseus,Algoriphagus,roseus,1,ampicillin
170901,F199,"CECT 9230, LMG 30050",1,1,Arcobacter vitoriensis,Arcobacter,vitoriensis,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,cefoperazone
,,,,,,,,1,clavulanic acid
,,,,,,,,1,tetracycline
2906,K601,"DSM 14773, CIP 107495, CCUG 64014",1,1,Alicycliphilus denitrificans,Alicycliphilus,denitrificans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
166424,F3105,"MCCC 1H00223, KCTC 52891",1,1,Aliidiomarina celeris,Aliidiomarina,celeris,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,streptomycin
,,,,,,,,1,sulfamethoxydiazine
,,,,,,,,1,tetracycline
,,,,,,,,1,tobramycin
,,,,,,,,1,vancomycin
140532,GBSy1,"CECT 8340, IBRC-M 10764",1,1,Aliidiomarina sedimenti,Aliidiomarina,sedimenti,1,ampicillin
,,,,,,,,1,kanamycin
,,,,,,,,1,penicillin g
133375,Y4G10-17,"CGMCC 1.15759, KCTC 52381",1,1,Aliidiomarina soli,Aliidiomarina,soli,1,novobiocin
140832,2W32,"KCTC 42497, CICC 23869",1,1,Fodinibius halophilus,Fodinibius,halophilus,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,tobramycin
140954,KHM44,"KACC 19060, NBRC 112531",1,1,Fodinibius salicampi,Fodinibius,salicampi,1,amikacin
,,,,,,,,1,apramycin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,hygromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,nystatin
,,,,,,,,1,polymyxin b
167731,ECH52,"KACC 19126, NBRC 112664",1,1,Fodinibius saliphilus,Fodinibius,saliphilus,1,amikacin
,,,,,,,,1,amphotericin b
,,,,,,,,1,ampicillin
,,,,,,,,1,apramycin
,,,,,,,,1,bacitracin
,,,,,,,,1,capreomycin
,,,,,,,,1,cycloheximide
,,,,,,,,1,gentamicin
,,,,,,,,1,hygromycin
,,,,,,,,1,kanamycin
167643,A6024,"KCTC 72114, MCCC 1K03595",1,1,Aliiroseovarius marinus,Aliiroseovarius,marinus,1,clindamycin
,,,,,,,,1,co-trimoxazole
,,,,,,,,1,furaxone
,,,,,,,,1,gentamicin
166218,MYP11,KCTC 62899 NBRC 113544,1,1,Aliishimia ponticola,Aliishimia,ponticola,1,lincomycin
440,,"DSM 16032, ATCC BAA-284, CCUG 30811, CIP 106648",1,1,Alishewanella fetalis,Alishewanella,fetalis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140264,BZ-SZ-XJ29,"DSM 29191, CGMCC 1.12936, JCM 30193",1,1,Alkalicoccus halolimnae,Alkalicoccus,halolimnae,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,streptomycin
132547,BZ-SZ-XJ18,"DSM 29145, JCM 30195",1,1,Alkalicoccus urumqiensis,Alkalicoccus,urumqiensis,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin
,,,,,,,,1,streptomycin
140294,X-07-02,"DSM 26418, VKM B-2746",1,1,Alkaliphilus namsaraevii,Alkaliphilus,namsaraevii,1,cefotaxime
,,,,,,,,1,vancomycin
141088,JC227,"KCTC 15343, NBRC 110105",1,1,Alkalispirochaeta cellulosivorans,Alkalispirochaeta,cellulosivorans,1,kanamycin
,,,,,,,,1,rifampicin
132682,,"DSM 101834, KCTC 42968, SYSU YG23",1,1,Allofrancisella inopinata,Allofrancisella,inopinata,1,cephalosporin
132993,H94,"DSM 24882, CGMCC 1.10800, JCM 17555",1,1,Allohahella marinimesophila,Allohahella,marinimesophila,1,amikacin
,,,,,,,,1,cefuroxime
,,,,,,,,1,novobiocin
,,,,,,,,1,streptomycin
2249,,"DSM 7252, ATCC 51267, NCFB 2890, CCUG 32997, CIP 103508",1,1,Alloiococcus otitis,Alloiococcus,otitis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
138767,,"CIP 105883, LMG 11875, JCM 21822, ATCC 700741, IAM 15378, ORS 992",1,1,Allorhizobium undicola,Allorhizobium,undicola,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
139548,K309,"CIP 105853, NCPPB 3554, ATCC 49767, ICMP 10752, HAMBI 1817, LMG 8750",1,1,Allorhizobium vitis,Allorhizobium,vitis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133062,,"DSM 42178, CGMCC 4.7247, YIM DR4008",1,1,Allostreptomyces psammosilenae,Allostreptomyces,psammosilenae,1,norfloxacin
,,,,,,,,1,optochin
,,,,,,,,1,oxacillin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,vancomycin
133228,100921-2,"CFCC 14287, KCTC 42844",1,1,Tsuneonella aeria,Tsuneonella,aeria,1,clindamycin
,,,,,,,,1,oxacillin
,,,,,,,,1,penicillin g
,,,,,,,,1,streptomycin
,,,,,,,,1,sulfamethoxazole
140729,JSSK-8,"KCTC 52763, NBRC 112764",1,1,Pontixanthobacter aquaemixtae,Pontixanthobacter,aquaemixtae,1,ampicillin
,,,,,,,,1,kanamycin
,,,,,,,,1,lincomycin
,,,,,,,,1,neomycin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
166167,SSKS-13,"KACC 19863, KCTC 62900, NBRC 113545",1,1,Alteraurantiacibacter aquimixticola,Alteraurantiacibacter,aquimixticola,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,kanamycin
,,,,,,,,1,lincomycin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
166460,BPTF-M16,"KCTC 62421, KACC 19609, NBRC 113190",1,1,Altererythrobacter insulae,Altererythrobacter,insulae,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,lincomycin
,,,,,,,,1,neomycin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
158561,C9-11,"MCCC 1K03311, JCM 32056",1,1,Tsuneonella mangrovi,Tsuneonella,mangrovi,1,clindamycin
,,,,,,,,1,colistin
,,,,,,,,1,norfloxacin
,,,,,,,,1,novobiocin
,,,,,,,,1,streptomycin
140815,WW3,"KCTC 42620, JCM 30975",1,1,Tsuneonella rigui,Tsuneonella,rigui,1,erythromycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
133352,MN-1,"KCTC 52135, MCCC 1K02066",1,1,Croceibacterium soli,Croceibacterium,soli,1,erythromycin
140743,S36,"CGMCC 1.12804, NBRC 110413",1,1,Croceibacterium xixiisoli,Croceibacterium,xixiisoli,1,amoxicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,cefoxitin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
140995,JDTF-113,"KCTC 52655, NBRC 112708",1,1,Alteromonas aestuariivivens,Alteromonas,aestuariivivens,1,ampicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,lincomycin
,,,,,,,,1,penicillin g
450,,"DSM 23844, CCUG 55340, LMG 24078",1,1,Alteromonas genovensis,Alteromonas,genovensis,1,ampicillin
,,,,,,,,1,cefoxitin
444,107,"DSM 6062, ATCC 27126, CCUG 16128, CIP 103198, JCM 20772, LMG 2843, NBRC 102226, IAM 12920, NCIMB 1963",1,1,Alteromonas macleodii,Alteromonas,macleodii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
158616,S35,"KCTC 52449, CGMCC 1.16029",1,1,Alteromonas oceani,Alteromonas,oceani,1,amikacin
,,,,,,,,1,erythromycin
,,,,,,,,1,furazolidone
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,midecamycin
,,,,,,,,1,piperacillin
,,,,,,,,1,polymyxin b
140746,5.12,"LMG 29661, MCC 3250",1,1,Alteromonas pelagimontana,Alteromonas,pelagimontana,1,nitrofurantoin
166518,U0105,"KCTC 62080, MCCC 1H00299",1,1,Alteromonas sediminis,Alteromonas,sediminis,1,lincomycin
,,,,,,,,1,tetracycline
134995,,"CIP 107260, ACM 5098, Ben 102",1,1,Amaricoccus veronensis,Amaricoccus,veronensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11857,"TK3001, TK 3001","DSM 7048, ATCC 23314, JCM 7852, NCIB 9039, CCUG 2081, NCTC 2871, LMG 2122, CIP 106737, NCTC 10684, BCRC 15819, CCM 4329, CFBP 6720, IAM 15264, NCCB 26039, NCIMB 9039, VKM B-2058",1,1,Aminobacter aminovorans,Aminobacter,aminovorans,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13540,Z-1171,"DSM 1086, ATCC 51424, CIP 105722",1,1,Aminobacter carboxidus,Aminobacter,carboxidus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11861,IMB-1,"DSM 17455, ATCC 202197, CCUG 50580, CIP 108660, JCM 21751, DSM 15910, IAM 15301",1,1,Aminobacter ciceronei,Aminobacter,ciceronei,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11862,,"DSM 17454, CCUG 50579, CIP 108661, NCIMB 13798, CC 495",1,1,Aminobacter carboxidus,Aminobacter,carboxidus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
1407,Y1,"DSM 24783, CGMCC 1.5123, JCM 16149",1,1,Amphibacillus jilinensis,Amphibacillus,jilinensis,1,amikacin
,,,,,,,,1,bacitracin
,,,,,,,,1,gentamicin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,nystatin
,,,,,,,,1,polymyxin b
159864,AU-G6,"CGMCC 4.7351, NBRC 112404",1,1,Amycolatopsis antarctica,Amycolatopsis,antarctica,1,bacitracin
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,kanamycin
,,,,,,,,1,lincomycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
13215,"M 43-05865, Pittinger M43-05865, CCTMLa 2924","DSM 40040, ATCC 19795, CBS 547.68, CCM 2778, IAM 14281, IFO 12360, IFO 12806, IMET 7510, IMET 7653, IMSNU 20058, ISP 5040, JCM 4235, JCM 4600, KCC S-0235, KCC S-0600, NBRC 12360, NBRC 12806, NIHJ 483, NRRL 2450, RIA 1074, BCRC 11615, CGMCC 4.1214, CIP 107113, HUT 6592, IFM 0528, KCCM 40595, KCTC 9412, NBIMCC 2297, NCIMB 12945, VKM Ac-866",1,1,Amycolatopsis orientalis,Amycolatopsis,orientalis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13243,13.4,"DSM 44637, AS 4.1541, CIP 107102, JCM 10871, NRRL B-24150, ATCC BAA-726, CGMCC 4.1541, KCTC 19909, NBRC 100041",1,1,Amycolatopsis rubida,Amycolatopsis,rubida,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
166118,MJB2,"KCTC 15800, MCCC 1K03631",1,1,Anaerophilus nitritogenes,Anaerophilus,nitritogenes,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin
,,,,,,,,1,polymyxin b
,,,,,,,,1,rifampicin
,,,,,,,,1,tetracycline
17679,277,"DSM 17241, CCUG 45055, CIP 107754, WAL 14565, JCM 15631, VTT E-062942",1,1,Anaerotruncus colihominis,Anaerotruncus,colihominis,1,colistin
158256,E130,"DSM 102029, LMG 29367",1,1,Ancylobacter pratisalsi,Ancylobacter,pratisalsi,1,erythromycin
,,,,,,,,1,penicillin g
17402,YCM 11671,"DSM 17131, AS 1.1761, JCM 11671, BCRC 17434, CGMCC 1.1761, CIP 108316, NCIMB 14355",1,1,Ancylobacter rudongensis,Ancylobacter,rudongensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
157183,Osot,"CCUG 70237, JCM 32039, DSM 106440, VKM B-3145",1,1,Ancylobacter sonchi,Ancylobacter,sonchi,1,chloramphenicol
,,,,,,,,1,lincomycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,oxacillin
,,,,,,,,1,penicillin
166210,SHSM-M15,"KACC 19862, NBRC 113749",1,1,Ancylomarina salipaludis,Ancylomarina,salipaludis,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
140874,wkB301,"NRRL B-65307, NCIMB 14986",1,1,Apibacter adventoris,Apibacter,adventoris,1,gentamicin
,,,,,,,,1,kanamycin
158413,Hlig3,"DSM 104126, NRRL B-65473, JCM 33323",1,1,Apilactobacillus micheneri,Apilactobacillus,micheneri,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,kanamycin
,,,,,,,,1,vancomycin
158411,HV_6,"DSM 104127, NRRL B-65474, JCM 33324",1,1,Apilactobacillus quenuiae,Apilactobacillus,quenuiae,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,kanamycin
,,,,,,,,1,vancomycin
158412,HV_12,"DSM 104128, NRRL B-65472, JCM 33325",1,1,Apilactobacillus timberlakei,Apilactobacillus,timberlakei,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,kanamycin
,,,,,,,,1,vancomycin
17925,B4,"CCUG 53899, ATCC BAA-207, CIP 106985, DSM 11900, CCM 4956",1,1,Aquabacterium citratiphilum,Aquabacterium,citratiphilum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17926,B8,"DSM 11901, CCM 4957, CCUG 48318, CIP 106984, ATCC BAA-209",1,1,Aquabacterium commune,Aquabacterium,commune,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
17924,B6,"DSM 11968, CCM 4958, CCUG 48317, CIP 106983, ATCC BAA-208",1,1,Aquabacterium parvum,Aquabacterium,parvum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11864,NKK,"DSM 11603, CIP 105610",1,1,Aquamicrobium defluvii,Aquamicrobium,defluvii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
11865,S1,"DSM 11099, CIP 106844",1,1,Aquamicrobium lusatiense,Aquamicrobium,lusatiense,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
10437,Res-10,"DSM 6444, ATCC 49402, JCM 21435, IAM 14963, CIP 107313, NCIMB 13152",1,1,Aquaspirillum arcticum,Aquaspirillum,arcticum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
10438,,"DSM 9160, ATCC 11332, IAM 14441, IFO 13961, NBRC 13961, NCIB 9072, NRRL B-2066, CCUG 49450, JCM 21224, NCIMB 9072, NCMB 51, CIP 63.15, LMG 4392, NRRL: B-2066",1,1,Aquaspirillum polymorphum,Aquaspirillum,polymorphum,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
10435,,"DSM 68, ATCC 12638, CCUG 2092, NCTC 10593, LMG 3734, NRRL B-2045, CIP 63.19, JCM 20995, IAM 13944, IFO 14924, NBRC 14924, NCIMB 8658, NRRL: B-2045",1,1,Aquaspirillum serpens,Aquaspirillum,serpens,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140816,Ar-125,"CGMCC 1.15295, JCM 30876, NRIC 0975",1,1,Aquaticitalea lipolytica,Aquaticitalea,lipolytica,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,minocycline
,,,,,,,,1,neomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
,,,,,,,,1,tobramycin
140504,RZW4-3-2,"JCM 30824, MCCC 1K00698",1,1,Aquimarina aggregata,Aquimarina,aggregata,1,amikacin
,,,,,,,,1,ceftazidime
,,,,,,,,1,doxycycline
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,ofloxacin
,,,,,,,,1,oxacillin
,,,,,,,,1,polymyxin b
,,,,,,,,1,sulfamethoxazole
158636,9Alg 151,"KCTC 23622, KMM 6462",1,1,Aquimarina algiphila,Aquimarina,algiphila,1,ampicillin
,,,,,,,,1,cefazolin
,,,,,,,,1,cloxacillin
,,,,,,,,1,doxycycline
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,polymyxin b
158803,NS08,"KCTC 52897, MCCC 1H00191",1,1,Aquimarina celericrescens,Aquimarina,celericrescens,1,cefotaxime sodium
,,,,,,,,1,clarithromycin
,,,,,,,,1,clindamycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,streptomycin
,,,,,,,,1,sulfamethoxydiazine
,,,,,,,,1,tobramycin
140593,SS2-9,"KCTC 52274, MCCC 1H00142",1,1,Aquimarina rubra,Aquimarina,rubra,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,tobramycin
166171,KYPY4,"BCRC 81010, KCTC 52441",1,1,Rubrivivax rivuli,Rubrivivax,rivuli,1,sulfamethoxazole
,,,,,,,,1,trimethoprim
140856,D11M-2,"CGMCC 1.12921, KCTC 42673",1,1,Aquisalinus flavus,Aquisalinus,flavus,1,clindamycin
,,,,,,,,1,gentamicin
,,,,,,,,1,tetracycline
166153,DS48-3,"KCTC 52068, CCTCC AB 2018061",1,1,Aquisediminimonas profunda,Aquisediminimonas,profunda,1,erythromycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,salinomycin
166152,CH68-4,"KCTC 62205, CCTCC AB 2018062",1,1,Aquisediminimonas sediminicola,Aquisediminimonas,sediminicola,1,nalidixic acid
,,,,,,,,1,salinomycin
140914,P1297,"CCM 7557, LMG 28989, CCUG 67440",1,1,Aquitalea pelogenes,Aquitalea,pelogenes,1,vibriostat
159598,W63,"DSM 111014, CECT 8442, LMG 27923, CIP 110984",1,1,Arcobacter aquimarinus,Arcobacter,aquimarinus,1,cefazolin
2094,D2686,"DSM 8739, ATCC 49616, CDC D2686, LMG 10828, WDCM 00065, CCUG 30485, NCTC 12481, RM 4018, JCM 31724, CECT 8221, CIP 103493",1,1,Arcobacter butzleri,Arcobacter,butzleri,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
2091,"A169/B, 02766","DSM 7289, ATCC 43158, CCUG 17801, LMG 7536, NCTC 11885, WDCM 00066, MCCM 00660, CIP 104014, LMG 9904, CCM 3933",1,1,Arcobacter cryaerophilus,Arcobacter,cryaerophilus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
159599,F128-2,"DSM 111042, CECT 8441, LMG 27922",1,1,Halarcobacter ebronensis,Halarcobacter,ebronensis,1,cefazolin
2095,"WCDM 00067, 449/80","DSM 7302, ATCC 51132, CCUG 10374, LMG 6621, WRI 449/80, JCM 33358, CIP 103538, CIP 103588, NCTC 12713, WDCM 00067, CECT 8223, CIP 1035838T",1,1,Arcobacter skirrowii,Arcobacter,skirrowii,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140651,MN12-7,"KCTC 32015, CIP 110422",1,1,Arcticibacter svalbardensis,Arcticibacter,svalbardensis,1,amikacin
,,,,,,,,1,cefazolin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,streptomycin
,,,,,,,,1,tobramycin
133367,SM1504,"KCTC 42716, CCTCC AB 2015348",1,1,Arcticibacterium luteifluviistationis,Arcticibacterium,luteifluviistationis,1,colistin
,,,,,,,,1,kanamycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
140943,SM1212,"MCCC 1K00234, KCTC 32514",1,1,Psychroserpens luteus,Psychroserpens,luteus,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
166366,JC631,"KCTC 72002, NBRC 114071",1,1,Arenibacter lacus,Arenibacter,lacus,1,amikacin
,,,,,,,,1,nystatin
,,,,,,,,1,streptomycin
6239,,"DSM 15745, CCUG 47306, JCM 13385, IAM 15342, NBRC 105202, CIP 108315",1,1,Arsenicicoccus bolidensis,Arsenicicoccus,bolidensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
7591,"R 5812, R5812","DSM 15046, CIP 108364, LMG 21285, CCUG 56033, JCM 13316",1,1,Arthrobacter gandavensis,Arthrobacter,gandavensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
133065,SYP-A7299,"DSM 100491, KCTC 39592, JCM 30742",1,1,Arthrobacter ginkgonis,Arthrobacter,ginkgonis,1,sodium bromate
7590,,"DSM 14508, JCM 11881, MTCC 3712, CMS 90or, CIP 107726, NCIMB 14039, VTT E-072994, CMS 90r",1,1,Arthrobacter roseus,Arthrobacter,roseus,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
