ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Colony size"
158623,P308H10,"GDMCC 1.1230, KCTC 52983",1,1,"Arenibacter catalasegens",Arenibacter,catalasegens,1
132622,Ac_12_G8,"DSM 26556, LMG 29166",1,1,"Arenimicrobium luteum",Arenimicrobium,luteum,1
140971,Y3L17,"CGMCC 1.15905, KCTC 52420",1,1,"Arenimonas soli",Arenimonas,soli,1
141004,HIs16-32,"NBRC 112289, TBRC 7038",1,1,"Arenivirga flava",Arenivirga,flava,1.0-2.0
24776,"A22/HD/4H, A22_HD_4H","DSM 26555, LMG 27985",1,1,"Aridibacter famidurans",Aridibacter,famidurans,0.15
24777,Ac_23_E3,"DSM 26558, LMG 27597",1,1,"Aridibacter kavangonensis",Aridibacter,kavangonensis,0.25
158565,A24_SHP_-5_238,"DSM 102177, CECT 9235",1,1,"Aridibacter nitratireducens",Aridibacter,nitratireducens,0.1-2
164638,SLN-3,"JCM 33723, ACCC 61595",1,1,"Arthrobacter crusticola",Arthrobacter,crusticola,1-2
132484,AM23,"DSM 29493, KACC 18260",1,1,"Arthrobacter echini",Arthrobacter,echini,0.1-0.15
158722,MDB1-42,"CGMCC 1.9772, NBRC 113088",1,1,"Arthrobacter ruber",Arthrobacter,ruber,1
166341,,"KACC 19599, CGMCC 1.13474, MIC A30",1,1,"Arthrobacter sedimenti",Arthrobacter,sedimenti,1-2
133190,C-1-16,"KEMB 900-374, KACC 18717, JCM 31293",1,1,"Arvibacter flaviflagrans",Arvibacter,flaviflagrans,1.0-2.0
168791,"3.1105, 31105","CCTCC AB 2018268, KCTC 62978",1,1,"Asticcacaulis tiandongensis",Asticcacaulis,tiandongensis,1.0-4.0
164259,GH3-15,"JCM 32445, KCTC 62380",1,1,"Aurantiacibacter suaedae",Aurantiacibacter,suaedae,0.5
141147,R14M6,"GDMCC 1.1202, KCTC 52919",1,1,"Aurantimonas aggregata",Aurantimonas,aggregata,1
532,S21B,"DSM 21988, CECT 7138, CIP 109525, KCTC 22106, LMG 23375",1,1,"Aureimonas altamirensis",Aureimonas,altamirensis,1.0
166343,,"KCTC 62995, NBRC 113692, CAU 1482",1,1,"Aureimonas fodinaquatilis",Aureimonas,fodinaquatilis,0.8-1.0
534,CW5,"DSM 21987, JCM 14755, KCTC 12893",1,1,"Aureimonas frigidaquae",Aureimonas,frigidaquae,3.0
166114,,"KCTC 72462, CGMCC 1.17389, YIM 132180",1,1,"Aureimonas leprariae",Aureimonas,leprariae,0.5-1.5
158604,4M3-2,"CFCC 11187, KCTC 42087",1,1,"Aureimonas populi",Aureimonas,populi,0.6-0.8
140460,S31,"CCUG 69858, KCTC 33611, MCC 3027, CIP 111652",1,1,"Abyssicoccus albus",Abyssicoccus,albus,0.5
170905,UR159,"CIP 111616, DSM 105483",1,1,"Avrilella dinanensis",Avrilella,dinanensis,1-3
164174,CC-YHH838,"JCM 32001, BCRC 81059",1,1,"Pseudothauera nasutitermitis",Pseudothauera,nasutitermitis,1-2
166474,SY39,"KCTC 62157, MCCC 1K03430",1,1,"Pseudazoarcus pumilus",Pseudazoarcus,pumilus,1.0-2.0
164175,CC-YHH848,"JCM 32002, BCRC 81060",1,1,"Pseudothauera rhizosphaerae",Pseudothauera,rhizosphaerae,1-2
140877,CC-HIH038,"BCRC 80909, JCM 30827, CECT 9207",1,1,"Azospirillum agricola",Azospirillum,agricola,1-2
166293,"L-25-5 w-1","CGMCC 1.13672, KCTC 62777",1,1,"Azospirillum griseum",Azospirillum,griseum,1-2
140653,SgZ-5,"CCTCC AB 2012021, KACC 16605",1,1,"Azospirillum humicireducens",Azospirillum,humicireducens,1-1.5
166212,B2,"VKM B-3233, KCTC 62613",1,1,"Azospirillum palustre",Azospirillum,palustre,1.0-2.0
140963,N35-10-2,"MCCC 1A02146, KCTC 33710, LMG 28875, NBRC 113917, CIP 111456",1,1,"Bacillus albus",Bacillus,albus,2-3
158725,AK73,"JCM 32184, MTCC 12637, KCTC 33880",1,1,"Alkalihalobacillus alkalilacus",Alkalihalobacillus,alkalilacus,1-2
1263,41KF2b,"DSM 21631, JCM 13350, MTCC 7306, BCRC 17879",1,1,"Bacillus altitudinis",Bacillus,altitudinis,2-3
1290,B8W22,"DSM 21047, JCM 13839, MTCC 7755",1,1,"Priestia aryabhattai",Priestia,aryabhattai,"5 - 8"
1077,,"DSM 7264, ATCC 49337, NRRL NRS-213, CCUG 28524, JCM 9070, CIP 107159, IFO 15539, KCTC 3701, LMG 16797, NBRC 15539, NCIMB 12899",1,1,"Bacillus atrophaeus",Bacillus,atrophaeus,1-2
140878,NH7l_1,"MCCC 1A05787, LMG 27697, KCTC 33532",1,1,"Bacillus australimaris",Bacillus,australimaris,2-3
166294,"CM-CNRG TB54, TE3","CCStamb A1",1,1,"Bacillus cabrialesii",Bacillus,cabrialesii,4
158610,7578-1,"CGMCC 1.15374, KCTC 33845",1,1,"Heyndrickxia camelliae",Heyndrickxia,camelliae,1
1323,391-98,"DSM 22905, CIP 110041, NVH 391-98, WDCM 00220",1,1,"Bacillus cytotoxicus",Bacillus,cytotoxicus,1.0
158648,Bf-1,"JCM 31807, NCIMB 15079",1,1,"Mesobacillus fermenti",Mesobacillus,fermenti,0.5-2
167978,17-SMS-01,"KCTC 33949, MCCC 1K03483, MCCC 1K03483T",1,1,"Bacillus fungorum",Bacillus,fungorum,3.0-3.5
132364,FJAT-4402,"DSM 29500, CGMCC 1.12902",1,1,"Bacillus gobiensis",Bacillus,gobiensis,2-3
140691,,"NRRL B-41327, CCUG 70178",1,1,"Bacillus haynesii",Bacillus,haynesii,3-4
166102,YSP-3,"ACCC 60365, KCTC 33934",1,1,"Alteribacter lacisalsi",Alteribacter,lacisalsi,1.2-1.8
158731,AK74,"MTCC 12638, KCTC 33946, JCM 32185",1,1,"Metabacillus lacus",Metabacillus,lacus,1.2
140965,TD41,"MCCC 1A00359, KCTC 33716, LMG 28872, NBRC 113919, CIP 111458",1,1,"Bacillus luti",Bacillus,luti,2-3
140556,AK61,"JCM 31087, MTCC 12015, KCTC 33872",1,1,"Metabacillus mangrovi",Metabacillus,mangrovi,1.5
140964,0711P9-1,"MCCC 1A05942, KCTC 33717, LMG 28877, NBRC 113918, CIP 111457",1,1,"Bacillus mobilis",Bacillus,mobilis,2-3
1093,RO-H-1,"DSM 9205, ATCC 51516, NRRL B-14698, JCM 12230, BCRC 17124, CIP 104095, IFO 15718, KCTC 3706, LMG 17797, NBRC 15718, NCIMB 13391, VTT E-011771",1,1,"Bacillus mojavensis",Bacillus,mojavensis,1-2
140523,,"CCUG 68786, NRRL B-41091",1,1,"Bacillus nakamurai",Bacillus,nakamurai,3-4
140961,EB422,"MCCC 1A06182, KCTC 33858, CIP 111542, NBRC 113915",1,1,"Bacillus pacificus",Bacillus,pacificus,2-3
140968,NH24A2,"MCCC 1A04098, KCTC 33709, LMG 28876, NBRC 113922, CIP 111461",1,1,"Bacillus paramycoides",Bacillus,paramycoides,2-3
140960,Mn5,"MCCC 1A00395, KCTC 33714, LMG 28873, NBRC 113914, CIP 111454",1,1,"Bacillus paranthracis",Bacillus,paranthracis,2-3
140881,NR1-3-2,"JCM 19598, LMG 28281, PCU 340, TISTR 2295",1,1,"Bacillus piscicola",Bacillus,piscicola,1-2
140966,TD42,"MCCC 1A00365, KCTC 33715, LMG 28870, NBRC 113920, CIP 111459",1,1,"Bacillus proteolyticus",Bacillus,proteolyticus,2-3
166351,SPB7,"NRRL B-65559, CICC 24827, MCC 4185",1,1,"Bacillus rugosus",Bacillus,rugosus,3.0-5.0
1201,"L87-10, TG8-8","DSM 13779, NRRL B-23154, JCM 12232, CIP 107271, KCTC 13918, NBRC 101234",1,1,"Bacillus sonorensis",Bacillus,sonorensis,2-4
140690,,"CCUG 70177, NRRL B-41294",1,1,"Bacillus swezeyi",Bacillus,swezeyi,3-4
140962,N24,"MCCC 1A01406, KCTC 33711, LMG 28874, NBRC 113916, CIP 111455, MCCC 1A1406",1,1,"Bacillus tropicus",Bacillus,tropicus,2-3
1150,"DV1-F-3, DV-1-F3","DSM 11031, NRRL B-14890, JCM 12234, ATCC 700092, BCRC 17183, CIP 104792, KCTC 3707, LMG 18725, NBRC 101236",1,1,"Bacillus vallismortis",Bacillus,vallismortis,2.0
140354,FJAT-27215,"DSM 100757, CCTCC AB 2015266",1,1,"Bacillus wudalianchiensis",Bacillus,wudalianchiensis,2-3
164466,FJAT-46582,"JCM 33155, CCTCC AB 2017047",1,1,"Bacillus xiapuensis",Bacillus,xiapuensis,1.35-1.65
164475,XXST-01,"JCM 33181, MCCC 1A14143",1,1,"Robertmurraya yapensis",Robertmurraya,yapensis,2.0-4.0
140879,DW5-4,"MCCC 1A08372, LMG 27144, KCTC 33531",1,1,"Bacillus zhangzhouensis",Bacillus,zhangzhouensis,2-3
133276,sw100,"JCM 30597, MCCC 1K00501, KCTC 42424",1,1,"Bacterioplanoides pacificum",Bacterioplanoides,pacificum,0.3
140882,"LIPI12-4-Ck732, JSAT12-4-Ck732, C13EG70","InaCC B449, NBRC 110958",1,1,"Bacteroides caecicola",Bacteroides,caecicola,1-2
1623,CRE21,"DSM 14838, CCUG 44979, JCM 15632",1,1,"Bacteroides cellulosilyticus",Bacteroides,cellulosilyticus,2-5
158883,KGMB02408,"DSM 107828, KCTC 15687, JCM 34008",1,1,"Bacteroides faecalis",Bacteroides,faecalis,0.5-2
140883,"LIPI12-4-Ck844, JSAT12-4-Ck884, C13EG186","InaCC B451, NBRC 110963",1,1,"Bacteroides gallinaceus",Bacteroides,gallinaceus,1-2
158670,YS-aM39,"KCTC 15520, JCM 31393",1,1,"Bacteroides koreensis",Bacteroides,koreensis,1.00
158671,R2F3-3-3,"KCTC 15460, JCM 31391",1,1,"Bacteroides kribbi",Bacteroides,kribbi,1
133009,KHALHBd91,"DSM 28579, JCM 19909",1,1,"Balneicella halophila",Balneicella,halophila,0.5-1.0
1634,,"DSM 21432, CCUG 45774, CIP 105477, IBS 382",1,1,"Bartonella alsatica",Bartonella,alsatica,>1.0
140945,PEB0122,"NCIMB 14961, DSM 29779",1,1,"Bartonella apis",Bartonella,apis,0.2-0.4
1637,91-4,"DSM 21464, CCUG 43828, CIP 106692",1,1,"Bartonella bovis",Bartonella,bovis,0.3-1.1
1639,A828,"DSM 21431, CCUG 47497, CIP 107869",1,1,"Bartonella chomelii",Bartonella,chomelii,2-3
1640,AUST/NH20,"DSM 23499, CCUG 52174, CIP 109064, CSUR B619",1,1,"Bartonella coopersplainsensis",Bartonella,coopersplainsensis,0.5
1643,,"DSM 23650, CIP 109861, JCM 15567, Fuji 18-1",1,1,"Bartonella japonica",Bartonella,japonica,1-2
1641,AUST/NH12,"DSM 23498, CCUG 52167, CIP 109057, CSUR B617",1,1,"Bartonella queenslandensis",Bartonella,queenslandensis,0.5
1642,AUST/NH4,"DSM 23500, CCUG 52161, CIP 109051, CSUR B609",1,1,"Bartonella rattaustraliani",Bartonella,rattaustraliani,0.5
1644,,"DSM 23649, CIP 109862, JCM 15566, Fuji 23-1",1,1,"Bartonella silvatica",Bartonella,silvatica,1-2
140946,5C,"VKM B-2724, KCTC 32194",1,1,"Belliella buryatensis",Belliella,buryatensis,1.5-2.5
140310,RP115,"DSM 100238, CCM 8605, LMG 28779",1,1,"Bifidobacterium apri",Bifidobacterium,apri,1.4-2.8
140884,"R 54638","LMG 28769, CCUG 67145",1,1,"Bifidobacterium aquikefiri",Bifidobacterium,aquikefiri,1
164528,2028B,"JCM 33352, CCUG 72814, LMG 30938",1,1,"Bifidobacterium callimiconis",Bifidobacterium,callimiconis,1-2.5
158380,,"DSM 103152, JCM 31790, TRI 5",1,1,"Bifidobacterium callitrichidarum",Bifidobacterium,callitrichidarum,1-2
164527,2020B,"JCM 33351, CCUG 72816, LMG 30937",1,1,"Bifidobacterium castoris",Bifidobacterium,castoris,1-2.5
158387,,"DSM 103154, MRM 8.19, JCM 31794",1,1,"Bifidobacterium catulorum",Bifidobacterium,catulorum,1-2
164531,2036B,"JCM 33355, CCUG 72818, LMG 30941",1,1,"Bifidobacterium dolichotidis",Bifidobacterium,dolichotidis,1-2.5
132454,LMM_E3,"DSM 100216, JCM 30801",1,1,"Bifidobacterium eulemuris",Bifidobacterium,eulemuris,1-2.5
164529,2034B,"JCM 33353, CCUG 72815, LMG 30939",1,1,"Bifidobacterium goeldii",Bifidobacterium,goeldii,1-2.5
132346,MRM_8.14,"DSM 100202, JCM 30799, MRM 8.14",1,1,"Bifidobacterium hapali",Bifidobacterium,hapali,1.5-2.5
159320,,"DSM 103362, JCM 31788, MRM 9.3",1,1,"Bifidobacterium jacchi",Bifidobacterium,jacchi,1.0-2.0
132345,MRM_5.9,"DSM 100196, JCM 30796, MRM 5.9, KCTC 15589",1,1,"Bifidobacterium myosotis",Bifidobacterium,myosotis,1-2
160296,,"DSM 106029, SMA 15, BCRC 81224, NBRC 114051",1,1,"Bifidobacterium platyrrhinorum",Bifidobacterium,platyrrhinorum,1-2
160002,,"DSM 106020, SMA 1, BCRC 81223, NBRC 114049",1,1,"Bifidobacterium saimiriisciurei",Bifidobacterium,saimiriisciurei,1-2
164530,2033B,"JCM 33354, CCUG 72817, LMG 30940",1,1,"Bifidobacterium samirii",Bifidobacterium,samirii,1-2
132348,MRM_5.18,"DSM 100201, JCM 30798, MRM 5.18, KCTC 15590",1,1,"Bifidobacterium tissieri",Bifidobacterium,tissieri,1-2.5
141014,Tam10B,"LMG 30126, CCUG 70655, CCUG 70655 A",1,1,"Bifidobacterium vansinderenii",Bifidobacterium,vansinderenii,1.0-2.5
158654,RA3-3-1,"KCTC 62140, NBRC 113024",1,1,"Bizionia berychis",Bizionia,berychis,1-2
140551,P131,"MCCC 1H00124, KCTC 42587",1,1,"Bizionia sediminis",Bizionia,sediminis,2-4
23454,"A2-16, A2_16","DSM 25172, LMG 26944",1,1,"Blastocatella fastidiosa",Blastocatella,fastidiosa,1
158642,KB1,"KCTC 15618, JCM 32276",1,1,"Blautia hominis",Blautia,hominis,1.2-2
1770,2017-12,"DSM 11294, CCUG 39178, HKI 88, JCM 11479, ATCC 700413, CIP 105404, NBRC 106158, HKI 0088",1,1,"Bogoriella caseilytica",Bogoriella,caseilytica,1-3
377,,"DSM 11332, ATCC 35086, CCUG 13726, LMG 1852, Hinz 591-77, CIP 103348, NCTC 12033",1,1,"Bordetella avium",Bordetella,avium,1
378,"Blackall TC 58","DSM 11333, ATCC 51783, CIP 104527, LMG 13501, CCUG 33847, CCM 4584, TC 58, JCM 15550",1,1,"Bordetella hinzii",Bordetella,hinzii,2
,,,,,,,,5
133298,8-296-03,"DSM 106160, NCTC 13808, NRRL B-59942, CIP 111487",1,1,"Bordetella pseudohinzii",Bordetella,pseudohinzii,1.0-1.5
166197,,"LMG 31125, RCAM 04680",1,1,"Bosea caraganae",Bosea,caraganae,1-2
1791,R-46060,"DSM 26656, CCUG 61247, LMG 26379",1,1,"Bosea lathyri",Bosea,lathyri,1.0-1.5
,,,,,,,,1.5-2.0
166471,1131,"NRRL B-65405, LMG 30034",1,1,"Bosea psychrotolerans",Bosea,psychrotolerans,0.5-1
1786,BI-42,"DSM 9653, CCUG 55771, ATCC 700366",1,1,"Bosea thiooxidans",Bosea,thiooxidans,1.0-1.5
140290,VUL4_1,"DSM 104050, CGMCC 4.7370",1,1,"Boudabousia liubingyangii",Boudabousia,liubingyangii,<1
174,M1749/98/1,"DSM 15383, CCUG 41710, CIP 106509",1,1,"Boudabousia marimammalium",Boudabousia,marimammalium,0.5
158436,VUL4_3,"DSM 103436, CGMCC 4.7369",1,1,"Boudabousia tangfeifanii",Boudabousia,tangfeifanii,0.6-1
132661,KWS-1,"DSM 28796, JCM 30059, MTCC 11836",1,1,"Brachybacterium aquaticum",Brachybacterium,aquaticum,0.4-3.0
140947,THG-S15-4,"KCTC 39563, CCTCC AB 2015116, JCM 31742",1,1,"Brachybacterium horti",Brachybacterium,horti,2-4
343,"LGM 19451","DSM 13743, LMG 19451, NCIMB 13739, CCUG 47103, RKI 99-01984, CIP 107426",1,1,"Brackiella oedipodis",Brackiella,oedipodis,0.5
,,,,,,,,1
,,,,,,,,1-2
166188,39S1MB,"LMG 29934, HAMBI 3680",1,1,"Bradyrhizobium amphicarpaeae",Bradyrhizobium,amphicarpaeae,1
1812,BTA-1,"DSM 16623, ATCC BAA-1002, CFNE 1008, LMG 22265",1,1,"Bradyrhizobium canariense",Bradyrhizobium,canariense,1-1.5
1817,CTAW11,"DSM 23720, CECT 7749, LMG 25866",1,1,"Bradyrhizobium cytisi",Bradyrhizobium,cytisi,<1
166287,"U686, CL 20","USDA 10052, CNPSo 3426",1,1,"Bradyrhizobium frederickii",Bradyrhizobium,frederickii,0.57-1.25
1814,2281,"DSM 24092, CECT 4845, USDA 3622",1,1,"Bradyrhizobium liaoningense",Bradyrhizobium,liaoningense,0.2-1
140478,U675,"LMG 30031, BR 6010, CNPSo 1165, SEMIA 6399",1,1,"Bradyrhizobium mercantei",Bradyrhizobium,mercantei,1
141148,5-10,"LMG 28789, DSM 100300, NTCCM 0017",1,1,"Bradyrhizobium namibiense",Bradyrhizobium,namibiense,0.2
166262,"U687, CL 40","CNPSo 3448, USDA 10051",1,1,"Bradyrhizobium niftali",Bradyrhizobium,niftali,0.95
159767,,"LMG 30283, DSM 105795, NTCCM 0019, WR 4",1,1,"Bradyrhizobium ripae",Bradyrhizobium,ripae,2-3
140809,H-8,"CNPSo 2823, HAMBI 3668, BR 446",1,1,"Bradyrhizobium stylosanthis",Bradyrhizobium,stylosanthis,1-1.34
168996,85S1MB,"LMG 29937, HAMBI 3684",1,1,"Bradyrhizobium symbiodeficiens",Bradyrhizobium,symbiodeficiens,1
166133,UFLA03-164,"LMG 31509",1,1,"Bradyrhizobium uaiense",Bradyrhizobium,uaiense,>1
132365,7-2,"DSM 100297, LMG 28791, NTCCM 0018, DSMZ 100297",1,1,"Bradyrhizobium vignae",Bradyrhizobium,vignae,0.2-1
166420,gBX10-1-2,"CFCC 11842, KCTC 42840",1,1,"Brenneria corticis",Brenneria,corticis,0.5-1
140740,D8-10-2-5,"CFCC 11935, KCTC 42841",1,1,"Brenneria populi subsp. brevivirga",Brenneria,populi,1-1.2
140739,D9-5,"CFCC 11963, KCTC 42088",1,1,"Brenneria populi",Brenneria,populi,1-1.2
132387,PDF4,"DSM 100115, NCCB 100559",1,1,"Brevibacillus gelatini",Brevibacillus,gelatini,0.5-1
133398,,"ACCC 06527, JCM 30849, LAM 0312, KCTC 43189",1,1,"Brevibacillus halotolerans",Brevibacillus,halotolerans,0.5-3.5
132383,,"DSM 29928, CPCC 100738, YIM 78300, JCM 30638",1,1,"Brevibacillus sediminis",Brevibacillus,sediminis,1-4
1869,20,"DSM 21258, CCUG 56047, JCM 19110",1,1,"Brevibacterium ravenspurgense",Brevibacterium,ravenspurgense,0.2-2.0
133018,FXJ8.269,"DSM 102229, CGMCC 1.15472, JCM 32488",1,1,"Brevibacterium sediminis",Brevibacterium,sediminis,1.5-5.0
132620,Ac_11_E3,"DSM 27934, LMG 28618",1,1,"Brevitalea aridisoli",Brevitalea,aridisoli,1
132621,Ac_16_C4,"DSM 29892, LMG 28995, LMG 29713",1,1,"Brevitalea deliciosa",Brevitalea,deliciosa,1
140885,NHI-13,"KEME 9005-016, KACC 18249, JCM 30385",1,1,"Brevundimonas albigilva",Brevundimonas,albigilva,1-3
133379,FDRGB2b,"DSM 29841, NCAIM B.02621",1,1,"Brevundimonas balnearis",Brevundimonas,balnearis,1-2
133414,GTAE24,"LMG 29500, CECT 9126",1,1,"Brevundimonas canariensis",Brevundimonas,canariensis,1-3
158618,CA-15,"KEMB 9005-528, KACC 19106, NBRC 112677",1,1,"Brevundimonas humi",Brevundimonas,humi,1
166488,NS26,"CGMCC 1.13680, NBRC 113554",1,1,"Brevundimonas lutea",Brevundimonas,lutea,1
1897,CA-34,"DSM 22292, CCUG 57879",1,1,"Brucella ciceri",Brucella,ciceri,2-3
1886,Iso-196,"DSM 15295, CCUG 48291, CIP 107753, ISO Iso196, ISO 196",1,1,"Brucella gallinifaecis",Brucella,gallinifaecis,2
1882,OgA9a,"DSM 13338, NBRC 102586, CCUG 46362, CIP 107373, LMG 18954",1,1,"Brucella grignonensis",Brucella,grignonensis,1
1893,"Falu B 57617/97","DSM 22355, CCUG 38531, CIP 109452",1,1,"Brucella haematophila",Brucella,haematophila,2
1888,,"DSM 17986, CIP 105838, LMG 3301, NCTC 12171, CCUG 24694, CNS 2-75",1,1,"Brucella intermedia",Brucella,intermedia,1
1899,08RB2639,"DSM 23868, CCM 7822, CCUG 60088",1,1,"Brucella pecoris",Brucella,pecoris,2
1896,,"DSM 22207, CCUG 50899",1,1,"Brucella pituitosa",Brucella,pituitosa,1
1892,,"DSM 22354, CCUG 30717, CIP 109451",1,1,"Brucella pseudogrignonensis",Brucella,pseudogrignonensis,2
1894,PR17,"DSM 19824, CCM 7493, CCUG 55411",1,1,"Brucella rhizosphaerae",Brucella,rhizosphaerae,2
1895,AK220,"DSM 7216, CCM 7492, CCUG 55412",1,1,"Brucella thiophenivorans",Brucella,thiophenivorans,2
132528,F60,"DSM 101715, BCCN 09-2",1,1,"Brucella vulpis",Brucella,vulpis,0.5
140708,N62,"KCTC 42589, MCCC 1H00117",1,1,"Brumimicrobium aurantiacum",Brumimicrobium,aurantiacum,0.6-1
159793,LHR20,"KCTC 62372T, MCCC 1H00247",1,1,"Brumimicrobium salinarum",Brumimicrobium,salinarum,0.5-1
158361,BB10,"DSM 104997, ATCC TSD-102",1,1,"Butyricicoccus porcorum",Butyricicoccus,porcorum,2
158474,H184,"DSM 106867, JCM 33535, LMG 30602",1,1,"Butyricimonas faecalis",Butyricimonas,faecalis,1-2
133154,180-3,"DSM 105721, CCUG 65562, JCM 18676",1,1,"Butyricimonas faecihominis",Butyricimonas,faecihominis,1.0-2.0
132575,B157,"DSM 101100, NBRC 111400",1,1,"Caenibacillus caldisaponilyticus",Caenibacillus,caldisaponilyticus,0.5-0.8
133087,CGII-59m2,"DSM 29806, NCAIM B.02615",1,1,"Caenimicrobium hargitense",Caenimicrobium,hargitense,2-3
18024,6A,"DSM 9545",1,1,"Caldicellulosiruptor acetigenus",Caldicellulosiruptor,acetigenus,1
18027,OL,"DSM 13100, ATCC 700167",1,1,"Caldicellulosiruptor owensensis",Caldicellulosiruptor,owensensis,1-2
140587,R161,"JCM 31558, KACC 18906, KEMB 9005-404",1,1,"Calidifontibacter terrae",Calidifontibacter,terrae,1-2
158813,THG-YT1,"KACC 19471, CGMCC 1.16306",1,1,"Camelliibacillus cellulosilyticus",Camelliibacillus,cellulosilyticus,1-2
166274,CA656,"CCUG 73571, CIP 111675",1,1,"Campylobacter armoricus",Campylobacter,armoricus,1
140238,RC20,"DSM 102159, LMG 29375",1,1,"Campylobacter geochelonis",Campylobacter,geochelonis,0.1-3.0
2138,CH001A,"DSM 21671, CCUG 45161, CIP 107682, LMG 19568, NCTC 13146",1,1,"Campylobacter hominis",Campylobacter,hominis,1.0
2137,80-4577-4,"DSM 19053, ATCC 35217, CCUG 14169, CIP 103750, LMG 7817, NCTC 11608, LMG 6445, CIP 103746",1,1,"Campylobacter hyointestinalis subsp. hyointestinalis",Campylobacter,hyointestinalis,2.0
140488,,"CCUG 69570, LMG 29472, RM 17260, DSM 112337",1,1,"Campylobacter pinnipediorum",Campylobacter,pinnipediorum,0.5-1
2136,"SU A4","DSM 19458, ATCC 51146, CCUG 30254, JCM 12989, CIP 103970, KCTC 15202, LMG 12635",1,1,"Campylobacter showae",Campylobacter,showae,1.0-2.0
133257,Q15,"CICC 23923, KCTC 42707",1,1,"Carboxylicivirga flava",Carboxylicivirga,flava,0.5-1.0
158815,JR1,"MCCC 1K03323, KCTC 52869",1,1,"Carboxylicivirga sediminis",Carboxylicivirga,sediminis,0.5-1.0
158403,CP-1,"DSM 103363, CGMCC 1.15643",1,1,"Carnobacterium antarcticum",Carnobacterium,antarcticum,1-2
349,Ho-11,"DSM 22240, KCTC 12197, LMG 23411",1,1,"Castellaniella caeni",Castellaniella,caeni,1-2
158759,CC-YTH191,"BCRC 81023, JCM 31755",1,1,"Castellaniella fermenti",Castellaniella,fermenti,1-2
350,,"DSM 23970, JCM 15515, KCTC 22398, DCY 36",1,1,"Castellaniella ginsengisoli",Castellaniella,ginsengisoli,1-2
139755,CG19-1,"DSM 106146, CCUG 71490, JCM 33534",1,1,"Catenibacillus scindens",Catenibacillus,scindens,0.5
140748,D2,"KCTC 42869, MCCC 1H00129",1,1,"Catenovulum sediminis",Catenovulum,sediminis,0.5-1
140608,7F14,"CGMCC 1.15915, KCTC 52515",1,1,"Caulobacter rhizosphaerae",Caulobacter,rhizosphaerae,2.0-4.0
132488,,"DSM 101949, CCUG 39713",1,1,"Caviibacter abscessus",Caviibacter,abscessus,0.1-0.4
158348,7.3,"DSM 105478, CCUG 16493",1,1,"Caviibacterium pharyngocola",Caviibacterium,pharyngocola,2
140857,SBU1,"MCCC 1A00672, DSM 100434",1,1,"Celeribacter persicus",Celeribacter,persicus,1
2352,"133, NRS-133","DSM 20113, ATCC 484, NCIB 8980, NCTC 7547, CCUG 24087, JCM 1341, BCRC 14867, CECT 4283, CFBP 4254, CGMCC 1.1900, CIP 102114, HAMBI 93, IAM 12107, IFO 15513, IMET 10687, KCTC 1436, LMG 16345, NBRC 15513, NCAIM B.01386, NCCB 29016, NCIMB 11341, NCIMB 8980, VKM Ac-1411, VTT E-93020",1,1,"Cellulomonas fimi",Cellulomonas,fimi,5
2354,"134, NRS-134","DSM 20109, ATCC 482, CCM 1926, NCIB 8073, CCUG 28996, JCM 18109, BCRC 11376, BUCSAV 180, CCUG 12162, CFBP 4223, CGMCC 1.1914, CIP 82.10, IAM 12109, IFO 3754, IFO 3775, IMET 10357, IMSNU 21278, JCM 1489, JCM 20412, KCCM 21192, KCTC 1038, KCTC 9104, LMG 16263, NBRC 3754, NBRC 3775, NCAIM B.01383, NCIMB 8073, PCM 2333, VKM Ac-1137, CCUG 23578",1,1,"Cellulomonas flavigena",Cellulomonas,flavigena,5
5501,NN015840,"DSM 24729, ATCC 700862, CIP 106307, LMG 18535, NCIMB 13610",1,1,"Cellulophaga baltica",Cellulophaga,baltica,0.5-1
,,,,,,,,7
140697,MVW-40,"BCRC 80977, LMG 29557, KCTC 52237",1,1,"Cellvibrio fontiphilus",Cellvibrio,fontiphilus,0.8-1.2
166151,PRB40,"MCC 3406, GDMCC 1.1197, KCTC 52678, LMG 29985",1,1,"Chakrabartia godavariana",Chakrabartia,godavariana,1.0-2.0
158533,SM1355,"JCM 30336, CCTCC AB 2014246",1,1,"Changchengzhania lutea",Changchengzhania,lutea,2-4
133085,PC-2,"DSM 101465, CGMCC 1.15283",1,1,"Chelatococcus composti",Chelatococcus,composti,0.8-2.0
1654,K106,"DSM 22069, CCUG 54519, KCTC 12979",1,1,"Chelatococcus daeguensis",Chelatococcus,daeguensis,0.7-1.0
132989,,"DSM 100641, CCTCC AB 2015175, KCTC 42661, CHL 1",1,1,"Chenggangzhangella methanolivorans",Chenggangzhangella,methanolivorans,1-2
166177,YPA3-1-1,"MCCC 1A14042, KCTC 43019",1,1,"Chengkuizengella marina",Chengkuizengella,marina,1.0-2.0
140684,J15A17,"KCTC 33759, MCCC 1H00137",1,1,"Chengkuizengella sediminis",Chengkuizengella,sediminis,2-3
133181,STM-7,"BCRC 80923, LMG 29289, KCTC 42982, DSM 107335",1,1,"Chitinibacter fontanus",Chitinibacter,fontanus,0.7-1.2
158568,H2,"KCTC 52574, LMG 29894",1,1,"Chitinimonas lacunae",Chitinimonas,lacunae,2.1-5.3
