"","ID","designation_header","strain_number_header","is_type_strain_header","is_type_strain","species","Temperature_for_growth"
"290",NA,"","",NA,NA,"","30"
"291",8140,"5YN5-8","DSM 18516, CIP 110357, KACC 11602, CCUG 61636, CIP 110501, ANC 4119",1,1,"Acinetobacter brisouii","28"
"292",NA,"","",NA,NA,"","30"
"293",8057,"","DSM 30006, ATCC 23055, CIP 81.08, CIP 81.8, LMD 22.16, CCUG 12804, LMG 1046, IFO 13718, Delft L360, JCM 6842, CECT 441, IAM 12087, KCTC 2357, LMG 10511, NBIMCC 3730, NBRC 13718, NCCB 22016, NCIMB 10694, NCTC 12983, VTT E-981117, LMD 98116",1,1,"Acinetobacter calcoaceticus","10-37"
"294",NA,"","",NA,NA,"","30"
"295",133295,"","ANC 4603, CCM 8700, CCUG 69239, CNCTC 7549, CIP 111639",1,1,"Acinetobacter celticus","1.0-28.0"
"296",NA,"","",NA,NA,"","30"
"297",164592,"WCHAc060005","JCM 33509, CCTCC AB 2019139, GDMCC 1.1622",1,1,"Acinetobacter chengduensis","20-37"
"298",NA,"","",NA,NA,"","30"
"299",140537,"","CCM 8641, CIP 110478, CCUG 67966, CNCTC 7573, DSM 107593, NIPH 2036",1,1,"Acinetobacter colistiniresistens","15-35"
"300",NA,"","",NA,NA,"","30"
"301",NA,"","",NA,NA,"","37"
"302",139534,"","CIP 110480, NIPH 3623, ANC 3623, CCUG 67960, CCM 8635",1,1,"Acinetobacter courvalinii","15-37"
"303",NA,"","",NA,NA,"","30"
"304",140606,"WCHA30","KCTC 52503, GDMCC 1.1101, CCTCC AB 2016203, DSM 107594",1,1,"Acinetobacter defluvii","20-37"
"305",NA,"","",NA,NA,"","30"
"306",133175,"JVAP01","CECT 9134, LMG 29605",1,1,"Acinetobacter lactucae","25-44"
"307",139490,"","CIP 110500, ANC 4105, CCUG 67961, CCM 8636",1,1,"Acinetobacter dispersus","15-37"
"308",NA,"","",NA,NA,"","30"
"309",140912,"114","CCUG 65204, DSM 27228",1,1,"Acinetobacter equi","30-37"
"310",NA,"","",NA,NA,"","37"
"311",130452,"UG 60467","CCUG 68482, DSM 28097, ANC 4275, LMG 27960",1,1,"Acinetobacter gandensis","30"
"312",NA,"","",NA,NA,"","37"
"313",8132,"9AO1, 9A01","DSM 14967, CIP 107464, CCM 7197",1,1,"Acinetobacter gerneri","10-41"
"314",NA,"","",NA,NA,"","30"
"315",8097,"O1","DSM 590, ATCC 11171, CCUG 2491, CIP 63.46, LMG 988, NCIB 8250, NCIMB 8250",1,1,"Acinetobacter guillouiae","25-30"
"316",NA,"","",NA,NA,"","25-35"
"317",NA,"","",NA,NA,"","30"
"318",8142,"1271","DSM 22705, CCM 7267, CCUG 51248, NIPH 2150, RUH 422, CIP 110306",1,1,"Acinetobacter gyllenbergii","25-37"
"319",NA,"","",NA,NA,"","30"
"320",NA,"","",NA,NA,"","37"
"321",8092,"2446/60","DSM 6962, ATCC 17906, CIP 64.3, NCTC 10305, CCUG 888, KCTC 12404, CCM 2358, LMG 996, NCIMB 12458",1,1,"Acinetobacter haemolyticus","28"
"322",NA,"","",NA,NA,"","30"
"323",NA,"","",NA,NA,"","30-37"
"324",163932,"","JCM 31009, KACC 18453, KEMB 9005-333",1,1,"Acinetobacter halotolerans","30"
"325",130451,"CGMCC1.12528","DSM 100418, CGMCC 1.12528, HITLi 7, KCTC 32411, CCUG 69700, CIP 110764",1,1,"Acinetobacter harbinensis","25"
"326",NA,"","",NA,NA,"","30"
"327",8148,"A648","DSM 25388, CCM 7832, CIP 110367, MTCC 10660, CCUG 69702, ANC 4215",1,1,"Acinetobacter indicus","22-42"
"328",NA,"","",NA,NA,"","30"
"329",8088,"3865/60","DSM 6963, ATCC 17909, CIP 64.6, NCTC 10308, CCUG 19095, NCTC 12154, LMG 999, NCIMB 12460",1,1,"Acinetobacter johnsonii","28"
"330",NA,"","",NA,NA,"","28-37"
"331",NA,"","",NA,NA,"","30"
"332",8086,"64.5","DSM 6964, ATCC 17908, NCTC 10307, CCUG 889, KCTC 12406, CIP 64.5, CCM 2376, LMG 998, NCIMB 12459",1,1,"Acinetobacter junii","28"
"333",NA,"","",NA,NA,"","30"
"334",NA,"","",NA,NA,"","30-41"
"335",24224,"11-0202","DSM 29071, JCM 18512, KCTC 32033, CCUG 69703, CIP 110699",1,1,"Acinetobacter kookii","24-40"
"336",NA,"","",NA,NA,"","24-41"
"337",NA,"","",NA,NA,"","30"
"338",NA,"","",NA,NA,"","37"
"339",134915,"KSL5401-037","CIP 110605, JCM 17071, KEMC 5401-037, CCUG 69704",1,1,"Acinetobacter kyonggiensis","30"
"340",140631,"","CCUG 68785, NRRL B-41902",1,1,"Acinetobacter lactucae","15-44"
"341",NA,"","",NA,NA,"","30"
"342",164611,"","JCM 33607, CGMCC 1.13636",1,1,"Acinetobacter lanii","28"
"343",133403,"BRTC-1","ACCC 19936, JCM 31367",1,1,"Acinetobacter larvae","10-45"
"344",NA,"","",NA,NA,"","30"
"345",157184,"","CCUG 70277",1,1,"Acinetobacter libanensis","30"
"346",8058,"","DSM 2403, ATCC 15309, CIP 644.10, JCM 6840, NCTC 5866, ATCC 17986, CCM 5581, CCUG 12805, CCUG 33984, CECT 453, CIP 64.10, LMG 1029, LMG 1240, NBRC 109760, NCIMB 12456, CIP 110687, KCTC 12407, NCIB 12456",1,1,"Acinetobacter lwoffii","30"
"347",8137,"SW-3","DSM 16312, CIP 110634, KCTC 12259, CCUG 56484",1,1,"Acinetobacter marinus","30"
"348",139492,"","CIP 110444, NIPH 236, CCUG 67964, CCM 8639",1,1,"Acinetobacter modestus","15-37"
"349",NA,"","",NA,NA,"","30"
"350",130450,"","CCUG 68431, CIP 110549, DSM 29975, CECT 8127, LMG 26958, SAP 763.2",1,1,"Acinetobacter nectaris","25"
"351",NA,"","",NA,NA,"","30"
"352",132120,"","DSM 102856, CCM 7791, CNCTC 7433, LMG 10619, NIPH 2119, CCUG 61663, RUH 2376, CIP 110470",1,1,"Acinetobacter nosocomialis","30"
"353",135099,"B23","CIP 110628, LMG 25575, CGMCC 1.10689, CCUG 69706",1,1,"Acinetobacter oryzae","30"
"354",8139,"","DSM 16617, CCM 7030, CCUG 48866, LMG 21765, NIPH 384, LUH 4616, CIP 108168",1,1,"Acinetobacter parvus","10-37"
"355",NA,"","",NA,NA,"","28"
"356",NA,"","",NA,NA,"","30"
"357",158638,"LW15","MCCC 1K03337, CICC 24241, KCTC 62134, JCM 32101",1,1,"Acinetobacter piscicola","28"
"358",NA,"","",NA,NA,"","4-32"
"359",8146,"","CCUG 61664, NCDC KC739, DSM 25618, ATCC 19004, CIP 70.29, LMG 1035, NIPH 519, RUH 2206",1,1,"Acinetobacter pittii","25-41"
"360",NA,"","",NA,NA,"","30"
"361",133162,"","ANC 4149, CCM 8637, CCUG 67962, CNCTC 7530, CIP 111641",1,1,"Acinetobacter pragensis","15-33"
"362",NA,"","",NA,NA,"","30"
"363",139427,"","CIP 110482, NIPH 809, CCUG 14818, CCUG 67965, CCM 8640",1,1,"Acinetobacter proteolyticus","15-37"
"364",NA,"","",NA,NA,"","30"
"365",156978,"","CCUG 67963, CIP 111642, CCM 8638, ANC 5044",1,1,"Acinetobacter pseudolwoffii","30"
"366",164465,"S23","JCM 33150, KACC 19921",1,1,"Acinetobacter pullicarnis","25"
"367",NA,"","",NA,NA,"","5-32"
"368",164696,"","JCM 33942, KACC 21653",1,1,"Acinetobacter pullorum","30"
"369",132918,"BQ4-1","DSM 105039, CFCC 10780, JCM 18011, CCUG 69709, CIP 110585",1,1,"Acinetobacter puyangensis","10-41"
"370",NA,"","",NA,NA,"","30"
"371",132921,"2BJ1","DSM 104971, CFCC 10890, KCTC 32225, CIP 110715",1,1,"Acinetobacter qingfengensis","30"
"372",157139,"","CCUG 69710",1,1,"Acinetobacter qingfengensis","30"
"373",8096,"FO-1","DSM 6976, ATCC 43998, IAM 13186, CCUG 56440, CIP 103788, LMG 10613, JCM 9326, NBRC 102413, NCIMB 12753",1,1,"Acinetobacter radioresistens","28"
"374",NA,"","",NA,NA,"","30"
"375",NA,"","",NA,NA,"","30-37"
"376",NA,"","",NA,NA,"","30-41"
"377",8147,"G30","DSM 24031, CCUG 57889, CECT 7818, LMG 26107, CIP 110305",1,1,"Acinetobacter rudis","30"
"378",8134,"","DSM 16038, CNCTC 6736, LMG 19576, NIPH 1034, CCUG 45560, KCTC 12409, CIP 107287, LUH 5832",1,1,"Acinetobacter schindleri","10-41"
"379",NA,"","",NA,NA,"","28"
"380",NA,"","",NA,NA,"","30"
"381",NA,"","",NA,NA,"","30-42"
"382",132199,"Gerner-Smidt 10090","DSM 102854, CCM 8535, CCUG 34785, CIP 110471, NIPH 973, NIPH 973 (<Gerner-Smidt 10090)",1,1,"Acinetobacter seifertii","30"
"383",NA,"","",NA,NA,"","37"
"384",8138,"SW-100","CCUG 56483, KCTC 12260, DSM 16313, KTCC 12260, CIP 110591",1,1,"Acinetobacter seohaensis","30"
"385",NA,"","",NA,NA,"","30-37"
"386",164612,"","JCM 33608, CGMCC 1.13940",1,1,"Acinetobacter shaoyimingii","28"
"387",159774,"WCHAc060041","CCTCC AB 2018118, GDMCC 1.1383, KCTC 62575",1,1,"Acinetobacter sichuanensis","25-32"
"388",NA,"","",NA,NA,"","30"
"389",8143,"B1, CR11, IBFC2009","DSM 22956, JCM 15062, KCTC 22184, CCUG 59023, KCTC 22814, CIP 110264, CCTCC AB 209162",1,1,"Acinetobacter soli","28"
"390",NA,"","",NA,NA,"","30"
"391",167144,"KPC-SM-21","DSM 102168, LMG 29413, CIP 111016",1,1,"Acinetobacter stercoris","30"
"392",8133,"4N13","DSM 14970, CIP 107469, CCM 7199",1,1,"Acinetobacter tandoii","10-41"
"393",NA,"","",NA,NA,"","30"
"394",8130,"7N16","DSM 14971, CIP 107465, CCUG 50768, CCM 7200",1,1,"Acinetobacter tjernbergiae","10-30"
"395",NA,"","",NA,NA,"","30"
"396",8123,"AB1110","DSM 14962, CIP 107472, CCUG 50769, CCM 7201",1,1,"Acinetobacter towneri","25-41"
"397",NA,"","",NA,NA,"","30"
"398",8135,"","CCUG 45559, ATCC BAA-617, KCTC 12410, CCM 7024, CIP 107286, DSM 16037, CNCTC 6735, LMG 19575, NIPH 137, LUH 3792",1,1,"Acinetobacter ursingii","10-37"
"399",NA,"","",NA,NA,"","28"
"400",NA,"","",NA,NA,"","30"
"401",132198,"strain Tjernberg & Ursing 151a","DSM 102977, CCM 8555, CCUG 26390, CIP 110486, NIPH 2171",1,1,"Acinetobacter variabilis","30"
"402",8144,"RAG-1, Vaneechoutte ACI 403","KCTC 2702, BCRC 14357, DSM 23050, ATCC 31012, CCUG 45561, LMG 19082, LUH 3904, NIPH 1925, CIP 110063",1,1,"Acinetobacter venetianus","28"
"403",NA,"","",NA,NA,"","30"
"404",NA,"","",NA,NA,"","30-37"
"405",139493,"","CIP 110483, NIPH 2168, RUH 65, CCUG 67967, CCM 8642",1,1,"Acinetobacter vivianii","15-37"
"406",NA,"","",NA,NA,"","30"
"407",164607,"","JCM 33592, CGMCC 1.16589",1,1,"Acinetobacter wanghuae","28"
"408",159758,"WCHA60","CCTCC AB 2016204, GDMCC 1.1100, KCTC 52505",1,1,"Acinetobacter wuhouensis","20-35"
"409",NA,"","",NA,NA,"","30"
"410",16504,"E 90","DSM 43316, ATCC 29331, IFO 13972, NBRC 13972, NCIB 11120, JCM 3181, BCRC 12360, BCRC 16357, IMSNU 20325, KCTC 9431, NCIMB 11120",1,1,"Acrocarpospora corrugata","28"
"411",16505,"R-55","DSM 44705, IFO 16266, JCM 10982, NBRC 16266, BCRC 16396",1,1,"Acrocarpospora macrocephala","28"
"412",23319,"PS33-18","DSM 45867, BCC 46906, NBRC 108782",1,1,"Acrocarpospora phusangensis","25-30"
"413",NA,"","",NA,NA,"","28"
"414",16506,"R-31","DSM 44706, IFO 16267, JCM 10983, NBRC 16267, BCRC 16801",1,1,"Acrocarpospora pleiomorpha","28"
"415",162316,"","JCM 18868, KACC 17209",1,1,"Actibacter haliotis","25"
"416",134305,"JC2129","KCTC 12704, JCM 14002",1,1,"Actibacter sediminis","05-45"
"417",NA,"","",NA,NA,"","30"
"418",NA,"","",NA,NA,"","37"
"419",24522,"R46","DSM 28448, CECT 7668, KCTC 23349",1,1,"Actibacterium mucosum","15-37"
"420",NA,"","",NA,NA,"","30"
"421",132960,"NS6","DSM 105040, JCM 30828, KCTC 18418",1,1,"Actibacterium naphthalenivorans","30"
"422",141146,"JN33","CGMCC 1.16012, KCTC 52653, DSM 109121",1,1,"Actibacterium pelagium","10-35"
"423",NA,"","",NA,NA,"","30"
"424",141055,"LS-811","BCRC 80823, JCM 30681",1,1,"Actibacterium ureilyticum","15-40"
"425",NA,"","",NA,NA,"","30"
"426",161857,"","JCM 16673, KCTC 23040",1,1,"Actimicrobium antarcticum","15"
"427",23351,"12202","DSM 44982, CGMCC 4.1906",1,1,"Actinacidiphilus wushanense","28"
"428",17014,"","DSM 45503, BCC 28622, NBRC 104354, NRRL B-24610, GMKU 931, JCM 17235, TBRC 563",1,1,"Actinoallomurus acaciae","28"
"429",23336,"2614A723","DSM 45727, CCTCC AA 2012001, JCM 31201",1,1,"Actinoallomurus acanthiterrae","18-37"
"430",NA,"","",NA,NA,"","28"
"431",17007,"TT00-28","DSM 45447, KCTC 19537, NBRC 103682",1,1,"Actinoallomurus amamiensis","20-37"
"432",NA,"","",NA,NA,"","28"
"433",132268,"NEAU-TX1-15","DSM 102200, CGMCC 4.7200, JCM 30340",1,1,"Actinoallomurus bryophytorum","28"
"434",132110,"A3015","DSM 45445, KCTC 19535, NBCR 103678, NBRC 103678",1,1,"Actinoallomurus caesius","20-37"
"435",NA,"","",NA,NA,"","28"
"436",17008,"TT04-09","DSM 45450, KCTC 19542, NBRC 103688",1,1,"Actinoallomurus coprocola","20-37"
"437",NA,"","",NA,NA,"","28"
"438",17009,"TT99-66","DSM 45446, KCTC 19536, NBRC 103680",1,1,"Actinoallomurus fulvus","28"
"439",17010,"TT02-47","DSM 45448, KCTC 19539, NBRC 103685",1,1,"Actinoallomurus iriomotensis","20-37"
"440",NA,"","",NA,NA,"","28"
"441",23334,"K10-0485","DSM 45857, BCC 49424, JCM 17938, NBRC 108762",1,1,"Actinoallomurus liliacearum","28"
"442",17011,"TT02-15","DSM 45452, KCTC 19538, NBRC 103683",1,1,"Actinoallomurus luridus","20-45"
"443",NA,"","",NA,NA,"","28"
"444",17015,"","DSM 45651, BCC 31373, NBRC 105246, GMKU 370, JCM 17933, TBRC 390",1,1,"Actinoallomurus oryzae","21-45"
"445",NA,"","",NA,NA,"","28"
"446",17012,"TTN02-30","DSM 45449, KCTC 19541, NBRC 103687",1,1,"Actinoallomurus purpureus","15-30"
"447",NA,"","",NA,NA,"","28"
"448",17016,"K08-0182","DSM 45523, JCM 17294, NBRC 107678",1,1,"Actinoallomurus radicium","12-36"
"449",NA,"","",NA,NA,"","28"
"450",17006,"FYU A 116, A-116","DSM 43459, ATCC 27298, BCRC 13386, CBS 261.72, CIP 105479, IFO 14099, IMET 9752, JCM 3146, KCC A-0146, KCTC 9252, NBRC 14099, NCIB 11118, NRRL B-16128, IMSNU 20015, MTCC 2556, NCIMB 11118, CCRC 13386, BRCC 13386",1,1,"Actinoallomurus spadix","15-41"
"451",NA,"","",NA,NA,"","37"
"452",23335,"K10-0528","DSM 45858, BCC 49425, JCM 17939, NBRC 108763",1,1,"Actinoallomurus vinaceus","28"
"453",17013,"TTN02-22","DSM 45451, KCTC 19540, NBRC 103686",1,1,"Actinoallomurus yoronensis","15-37"
"454",NA,"","",NA,NA,"","28"
"455",13192,"Y388=As 4.1159, Y-388","DSM 43889, IFO 14455, IMET 43868, JCM 6095, NBRC 14455, NRRL B-16252, CGMCC 4.1159, CIP 106755, KCCM 12121, VKM Ac-1271, AS 4.1159",1,1,"Actinoalloteichus caeruleus","25-41"
"456",NA,"","",NA,NA,"","28"
"457",NA,"","",NA,NA,"","30"
"458",130583,"AH97","DSM 45943, CECT 8639",1,1,"Actinoalloteichus hoggarensis","28"
"459",13194,"","DSM 45092, CGMCC 4.2500, CIP 109428, JCM 13436, HPA 177, BCRC 16835, NCIMB 14383, NRRL B-24537",1,1,"Actinoalloteichus hymeniacidonis","28"
"460",NA,"","",NA,NA,"","30"
"461",13195,"","DSM 45655, CGMCC 4.5714, NBRC 106685, NEAU 119, JCM 18314",1,1,"Actinoalloteichus nanshanensis","28"
"462",13193,"RMV-1378","DSM 44848, JCM 12472, MTCC 6194, BCRC 16823, CBS 11706, CIP 109023, NBRC 102582, NCIMB 14384",1,1,"Actinoalloteichus spitiensis","20-37"
"463",NA,"","",NA,NA,"","28"
"464",NA,"","",NA,NA,"","30"
"465",11691,"F66","DSM 26423, CCM 7846, CCUG 60324",1,1,"Actinobacillus anseriformium","22-37"
"466",NA,"","",NA,NA,"","37"
"467",11688,"P. 907","DSM 22258, ATCC 13376, CCUG 24862, CIP 107664, MCCM 00398, CCM 5500, Wetmore 1706, HIM 1034-2",1,1,"Actinobacillus arthritidis","25-41"
"468",NA,"","",NA,NA,"","37"
"469",11676,"11-61, P243","DSM 19761, ATCC 51571, CCUG 12396, CIP 103283, NCTC 11408",1,1,"Actinobacillus capsulatus","30-41"
"470",NA,"","",NA,NA,"","37"
"471",11671,"M906/93","CCUG 41362, CIP 106129, NCIMB 13567, DSM 11374, NCTC 12870",1,1,"Actinobacillus delphinicola","30-41"
"472",NA,"","",NA,NA,"","37"
"473",11689,"PM 30/53","ATCC 19392, MCCM 00142, DSM 19655, CCUG 2041, CIP 103284, JCM 2432, NCTC 8529, LMG 3736",1,1,"Actinobacillus equuli","37"
"474",11690,"F 154, 8-11272","DSM 22436, CCUG 19799, NCTC 13195, CIP 107709",1,1,"Actinobacillus equuli subsp. haemolyticus","25-41"
"475",NA,"","",NA,NA,"","37"
"476",11677,"12, P 578, P578","DSM 22262, ATCC 49457, CCUG 19800, CIP 102631, NCTC 11529",1,1,"Actinobacillus hominis","25-37"
"477",NA,"","",NA,NA,"","37"
"478",11685,"46KC2","DSM 22264, CCUG 39029, CIP 105316",1,1,"Actinobacillus indolicus","25-41"
"479",NA,"","",NA,NA,"","37"
"480",11679,"","CIP 107665, DSM 22256, ATCC 49236, CCUG 41384, CIP 53.130, NCTC 4189",1,1,"Actinobacillus lignieresii","37"
"481",138198,"NM305, NM 305","CIP 105314, CCUG 38923, DSM 113419",1,1,"Actinobacillus minor","25-41"
"482",NA,"","",NA,NA,"","37"
"483",11672,"4074","DSM 13472, ATCC 27088, CCM 5869, Shope 4074, CIP 100916, CCUG 41656",1,1,"Actinobacillus pleuropneumoniae","37"
"484",11684,"NM319, NM 319","DSM 22435, CCUG 38924, CIP 105315",1,1,"Actinobacillus porcinus","25-41"
"485",NA,"","",NA,NA,"","37"
"486",11675,"","DSM 17479, Ross 192",1,1,"Actinobacillus rossii","37"
"487",173546,"192","CIP 102634, ATCC 27072, CCM 5946, NCTC 10801",1,1,"Actinobacillus rossii","25-41"
"488",11686,"M2000/95/1","DSM 22205, CCUG 46379, CIP 105697, NCTC 12922",1,1,"Actinobacillus scotiae","37"
"489",11683,"5, A51 and A65, K3844/C","DSM 22263, ATCC 15768, CCUG 27187, CIP 102633, NCTC 10851, Simmons K3844-C",1,1,"Actinobacillus seminis","25-41"
"490",NA,"","",NA,NA,"","37"
"491",11687,"130Z","DSM 22257, ATCC 55618, CCUG 43843, CIP 106512",1,1,"Actinobacillus succinogenes","25-37"
"492",NA,"","",NA,NA,"","30"
"493",NA,"","",NA,NA,"","30-37"
"494",NA,"","",NA,NA,"","37"
"495",11682,"1276/61","DSM 22433, ATCC 33415, CCM 5586, CCUG 11624, CIP 103354, NCTC 12996",1,1,"Actinobacillus suis","37"
"496",11670,"3520/59","DSM 5568, ATCC 25976, NCTC 10219, CCUG 2139, CIP 62.8, CCM 5774",1,1,"Actinobacillus ureae","25-37"
"497",NA,"","",NA,NA,"","37"
"498",137579,"","CIP 108856, CRIB 21",1,1,"Actinobaculum lemanensis","37"
"499",132079,"FC1, FC3","DSM 100580, CSUR P1982",1,1,"Actinobaculum massiliense","37"
"500",144,"","DSM 20639, ATCC 33144, CCUG 19206, CIP 105361, LMG 18291, Soltys 50052",1,1,"Actinobaculum suis","30-41"
"501",NA,"","",NA,NA,"","30-43"
"502",NA,"","",NA,NA,"","37"
"503",135256,"101342","CIP 107936",1,1,"Actinobaculum timonae","25-41"
"504",NA,"","",NA,NA,"","37"
"505",7797,"CS5-AC17","DSM 45178, JCM 16894, NBRC 107355, NRRL B-24660",1,1,"Actinocatenispora rupis","25-42"
"506",NA,"","",NA,NA,"","28"
"507",7796,"KV-744","DSM 45336, NBRC 101916, NRRL B-24477, JCM 15920",1,1,"Actinocatenispora sera","13-37"
"508",NA,"","",NA,NA,"","28"
"509",7795,"TT2-10","DSM 44816, JCM 12343, PCU 235, BCRC 16831, CGMCC 4.5560, CIP 109347, NBRC 105041, NCIMB 14320",1,1,"Actinocatenispora thailandica","25-40"
"510",NA,"","",NA,NA,"","28"
"511",NA,"","",NA,NA,"","30"
"512",16906,"","DSM 43924, IMET 9577, INA 1933, JCM 8201, IFO 15554, IFO 16147, IMSNU 22193, KCTC 9554, NBRC 15554, NBRC 16147",1,1,"Actinocorallia aurantiaca","28"
"513",16915,"","DSM 44434, IAM 1540H3, IFO 14752, JCM 16895, NBRC 14752, CIP 109708",1,1,"Actinocorallia aurea","28"
"514",16914,"N3-7","DSM 45040, JCM 13278, NRRL B-24429, BCRC 16845, CIP 109251, NBRC 106142, NCIMB 14302",1,1,"Actinocorallia cavernae","25-30"
"515",NA,"","",NA,NA,"","28"
"516",16912,"I-226","DSM 44360, IFO 15960, JCM 9376, NBRC 15960, IMSNU 22179",1,1,"Actinocorallia glomerata","28"
"517",16911,"","DSM 44254, ATCC 51528, IFO 15485, JCM 9647, NBRC 15485, NCIMB 13337, VKM Ac-1994, IMSNU 21271",1,1,"Actinocorallia herbida","28"
"518",132532,"3H-GS17","DSM 100595, CGMCC 4.7282, JCM 31763",1,1,"Actinocorallia lasiicapitis","28"
"519",NA,"","",NA,NA,"","4-37"
"520",16908,"828-21","DSM 43554, ATCC 35576, CCM 3425, IFO 14095, IMET 9616, JCM 10696, JCM 3284, KCC A-0284, NBRC 14095, NCIB 11686, NRRL B-16097, BCRC 13400, IMSNU 20007, KCTC 9340, MTCC 2557, NCIMB 11686, PCM 2200, VKM Ac-939",1,1,"Actinocorallia libanotica","28"
"521",16913,"I-497","DSM 44361, CIP 105488, IFO 15961, JCM 9377, NBRC 15961, IMSNU 22180, NCIMB 14385",1,1,"Actinocorallia longicatena","22-41"
"522",NA,"","",NA,NA,"","28"
"523",NA,"","",NA,NA,"","30"
"524",159707,"A251","CGMCC 4.7421, JCM 32178",1,1,"Actinocorallia populi","10-45"
"525",NA,"","",NA,NA,"","28"
"526",132014,"OB1","DSM 45618, ATCC BAA-2771",1,1,"Actinocrinis puniceicyclus","13-30"
"527",NA,"","",NA,NA,"","20"
"528",132668,"MI503-A4","DSM 45934, NBRC 109632",1,1,"Actinocrispum wychmicini","20.0-34.0"
"529",NA,"","",NA,NA,"","28"
"530",140670,"R434","KEMB 9005-403, KACC 18904, JCM 31557",1,1,"Actinokineospora acnipugnans","20-45"
"531",NA,"","",NA,NA,"","28"
"532",13511,"03-9939","DSM 45114, CCM 7461, KCTC 19294, JCM 17965, NBRC 106985",1,1,"Actinokineospora alba","20-37"
"533",NA,"","",NA,NA,"","28"
"534",13206,"YU 961-1","DSM 44650, IFO 16518, NBRC 16518, JCM 11646, CIP 107896",1,1,"Actinokineospora auranticolor","10-37"
"535",NA,"","",NA,NA,"","28"
"536",NA,"","",NA,NA,"","30"
"537",13207,"ID 03-0561","DSM 45656, BTCC B554, NBRC 104211",1,1,"Actinokineospora baliensis","25-28"
"538",NA,"","",NA,NA,"","28"
"539",24443,"44EHW","DSM 46700, BCC 53155, NBRC 108932",1,1,"Actinokineospora bangkokensis","12-39"
"540",NA,"","",NA,NA,"","28"
"541",13209,"ID 03-0810","DSM 45657, BTCC B-558, NBRC 105526",1,1,"Actinokineospora cianjurensis","25-28"
"542",NA,"","",NA,NA,"","28"
"543",13208,"ID 03-0784","DSM 45658, BTCC B555, NBRC 104212",1,1,"Actinokineospora cibodasensis","25-28"
"544",NA,"","",NA,NA,"","28"
"545",13199,"","DSM 44255, IFO 15665, JCM 9921, KCTC 9569, MTCC 2687, NBRC 15665, IMSNU 22098, NCIMB 13657, NRRL B-24047, VKM Ac-1984",1,1,"Actinokineospora diospyrosa","28"
"546",13205,"YU 924-101","DSM 44649, IFO 16517, NBRC 16517, JCM 11647, CIP 107895",1,1,"Actinokineospora enzanensis","25-30"
"547",NA,"","",NA,NA,"","28"
"548",NA,"","",NA,NA,"","30"
"549",13196,"","DSM 43855, ATCC 31181, IFO 14105, JCM 3276, NBRC 14105, NRRL B-16697, VKM Ac-1419, BCRC 13397, CGMCC 4.1172, IFM 0209, IMSNU 20054, KCTC 9155, KCTC 9297",1,1,"Actinokineospora fastidiosa","28"
"550",13200,"","DSM 44256, IFO 15664, JCM 9922, KCTC 9570, MTCC 2686, NBRC 15664, NCIMB 13658, NRRL B-24048, VKM Ac-1981",1,1,"Actinokineospora globicatena","28"
"551",131545,"GK-6","DSM 46779, CGMCC 4.7154, JCM 31764",1,1,"Actinokineospora guangxiensis","28"
"552",13202,"","DSM 44258, IFO 15663, JCM 9923, KCTC 9571, MTCC 2685, NBRC 15663, NCIMB 13659, NRRL B-24050, VKM Ac-1982",1,1,"Actinokineospora inagensis","28"
"553",130584,"","DSM 45961, CECT 8578, PAL 84",1,1,"Actinokineospora spheciospongiae","28"
"554",13203,"","DSM 44259, ATCC 49499, CCRC 13450, IFO 14541, JCM 7471, MTCC 2712, NBRC 14541, NCIMB 13255, NRRL B-16432, BCRC 13450, IMSNU 21272, KACC 20059, KCCM 40232, KCTC 9291, VKM Ac-1980",1,1,"Actinokineospora riparia","28"
"555",13210,"","DSM 45613, JCM 17695, YIM 75948, NBRC 111522",1,1,"Actinokineospora soli","25-55"
"556",NA,"","",NA,NA,"","28"
"557",NA,"","",NA,NA,"","37"
"558",130585,"EG49","DSM 45935, CCM 8480, LMG 27700, JCM 31756",1,1,"Actinokineospora spheciospongiae","28"
"559",13204,"","DSM 44260, IFO 15668, JCM 9924, KCTC 9572, MTCC 2688, NBRC 15668, IMSNU 22094, NCIMB 13660, NRRL B-24049, VKM Ac-1983",1,1,"Actinokineospora terrae","28"
"560",132565,"ACD12","DSM 46745, CECT 8842, JCM 31696",1,1,"Actinomadura adrarensis","28"
"561",16995,"","DSM 45045, CCTCC AA 206005, CIP 109812, JCM 14906, NBRC 103884, YIM 45681",1,1,"Actinomadura alba","28"
"562",NA,"","",NA,NA,"","30"
"563",131551,"ACD1","DSM 46744, CECT 8841",1,1,"Actinomadura algeriensis","28"
"564",132692,"D310AT","DSM 101185, KCTC 39657",1,1,"Actinomadura alkaliterrae","28"
"565",23333,"IM17-1","DSM 45861, JCM 16576, TISTR 1980",1,1,"Actinomadura apis","28"
"566",16924,"SF2197","DSM 43919, IFO 14695, JCM 6250, NBRC 14695, CGMCC 4.2100, CIP 107393, HUT 6547, IMSNU 22157, IMSNU 22161, KCTC 9620, MTCC 2560, NCIMB 12618",1,1,"Actinomadura atramentaria","22-41"
"567",NA,"","",NA,NA,"","28"
"568",NA,"","",NA,NA,"","30"
"569",16996,"3-46-b(3)","DSM 45347, JCM 13933, MTCC 8057",1,1,"Actinomadura bangladeshensis","20-45"
"570",NA,"","",NA,NA,"","28"
