ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Motility
16932,"FD 25934, A-0287","DSM 43862, ATCC 31286, IFO 14102, IMET 9754, JCM 3287, KCC A-0287, NBRC 14102, BCC 49509, BCRC 13378, CGMCC 4.1513, CIP 105532, IMSNU 22164, KCTC 9342, MTCC 2559, NCIMB 14303, NRRL B-16124, TBRC 2223",1,1,Actinomadura macra,0
16933,,"DSM 43067, ATCC 19425, CCM 136, IAM 14277, IFO 14623, IMRU 1190, JCM 7436, NBRC 14623, NCTC 5654, CCUG 32944, CCTCC AB 2010169, CECT 3043, CGMCC 4.1224, CIP 105487, HAMBI 1926, IFM 0585, IMET 9585, KCTC 9192, MTCC 1120, NCIMB 13469, NRRL B-3843, VKM Ac-809, IFO 13909, NBRC 13909",1,1,Actinomadura madurae,0
17002,"DLS-45, 5DSM 45252","DSM 45252, KCTC 19558, JCM 17440",1,1,Actinomadura meridiana,0
16985,A290,"DSM 44485, NRRL B-24203, JCM 13236, CIP 108420",1,1,Actinomadura mexicana,0
16989,A288,"DSM 44715, NRRL B-24247, JCM 13237, CIP 108410",1,1,Actinomadura meyerae,0
133428,BC44T-5,"FIRDI 002, BCRC 16873, LMG 24335, JCM 16702, NCIMB 14658",1,1,Actinomadura miaoliensis,0
16986,"FH-A 1198, ID 90-506, FH A 1198","DSM 44197, CIP 108365, NRRL B-24153, HAG 010767, JCM 13238, CPCC 201670",1,1,Actinomadura namibiensis,0
16950,A19,"DSM 43383, ATCC 33385, JCM 3388, NCTC 4162, CCUG 38891, CIP 105483, HUT 6549, IAM 12634, IMET 9693, IMSNU 22169, KCTC 9110, NBRC 103052, NRRL B-3997",1,1,Actinomadura pelletieri,0
158374,SDA37,"DSM 108648, KCTC 39965, NBRC 112909, TISTR 2523",1,1,Actinomadura rhizosphaerae,0
166237,,"LMG 30035, CECT 9808, ATCC 53664",1,1,Actinomadura roseirufa,0
16975,,"DSM 44130, IFO 14382, JCM 3366, NBRC 14382, NRRL B-16566, ATCC 51643, BCRC 13608, CIP 105482, IMSNU 22195, KCTC 9494, MTCC 1140, NCIMB 14345, CCRC 13608",1,1,Actinomadura rugatobispora,0
17001,"R-Ac121, 5DSM 45225","DSM 45225, KCTC 19488",1,1,Actinomadura scrupuli,0
133727,,"CCTCC AA 2010009, DSM 45500, YIM M 10931, JCM 31202",1,1,Actinomadura sediminis,0
16963,"A-184, A4, A-0147","DSM 43358, ATCC 27299, DSM 43550, KCC A-0147, JCM 3147, BCRC 13408, CBS 258.72, CCM 3492, CGMCC 4.1512, CGMCC 4.2116, CIP 105480, IFO 14100, IMET 9588, IMSNU 20017, MTCC 1397, NBRC 14100, NCIMB 11119, NRRL B-16129, RIA 1503, VKM Ac-668, CCRC 13408",1,1,Actinomadura verrucosospora,0
16967,A-0325,"DSM 43765, ATCC 33581, IFO 14688, IMET 9574, IMET 9673, INA 1682, JCM 3325, KCC A-0325, NBRC 14688, CIP 105481, IMSNU 20018, KCTC 9344",1,1,Actinomadura vinacea,0
16945,"Mt-1, A-0325","DSM 43175, ATCC 27103, CBS 833.70, IMET 9546, JCM 3112, KCC A-0112, BCRC 13398, CIP 105478, IFO 15238, IMSNU 20019, KCTC 9290, NBRC 15238, VKM Ac-1315, CCRC 13398",1,1,Actinomadura viridis,0
24654,BK147,"DSM 46742, KACC 20919, NCIMB 14771, NRRL B-24852, JCM 32746, NBRC 109779",1,1,Actinomadura xylanilytica,0
134407,"LL-C23024, LL-C23024.","CIP 105436, ATCC 43060, IFO 14689, JCM 3369, NRRL 12515, DSM 108649, KCTC 9495, NBRC 14689, DSM 43931, IMSNU 22167, NBIMCC 1535",1,1,Actinomadura yumaensis,0
148,"P2S, PS1","DSM 43014, ATCC 13683, CIP 103258, CCUG 18308, NCTC 11535",1,1,Actinomyces bovis,0
177,"M1327/95/1, M1327/96/1","DSM 15435, CCUG 37421, CIP 106647",1,1,Actinomyces bowdenii,0
175,M1192/98/1,"DSM 15415, CCUG 41709, CIP 106507",1,1,Actinomyces catuli,0
189,R18165,"DSM 19115, CCUG 48064, CIP 108337, KCTC 15232",1,1,Actinomyces dentalis,0
149,Sh8/4303,"DSM 20671, ATCC 43322, NCTC 11490, CCUG 32758, CIP 103126",1,1,Actinomyces denticolens,0
140372,pika_113,"DSM 104049, CGMCC 4.7372",1,1,Actinomyces gaoshouyii,0
159,2-606-032,"DSM 6844, ATCC 23860, CDC W838, CIP 105418, JCM 12963, VPI 12594, CCUG 32936, CCUG 34703",1,1,Actinomyces gerencseriae,0
186,,"DSM 15540, CCUG 27294, CIP 105737, CCM 4739",1,1,Actinomyces graevenitzii,0
151,Jr 277 (CDC W855),"DSM 43320, ATCC 12102, JCM 12964, CCUG 18307, IMET 10792, CCUG 2271, NIH 277, WVU 46, CIP 103259, KCTC 15377, NCTC 12972",1,1,Actinomyces israelii,0
166249,2129,"CGMCC 4.7483, DSM 106426",1,1,Actinomyces lilanjuaniae,0
192,4401292,"DSM 23047, CCUG 53522, KCTC 15158, CSUR P18, JCM 16130, CIP 109360",1,1,Actinomyces massiliensis,0
154,,"DSM 43013, ATCC 12104, CCUG 2238, NCTC 10301, CDC W826, JCM 8349, NIH 279, WVU 45, CCUG 18310, CIP 103128",1,1,Actinomyces naeslundii,0
187,R5292,"KCTC 15234, DSM 17234, CCUG 46090, CIP 107639, Hall R5292, JCM 17565",1,1,Actinomyces oricola,0
159350,410,"DSM 106201, CGMCC 1.16361",1,1,Actinomyces qiguomingii,0
176,AO 96-06841,"DSM 15433, CCUG 36733, CIP 106352",1,1,Actinomyces radicidentis,0
138775,Sh-134563,"CCUG 32792, CIP 103130, NCTC 11923",1,1,Actinomyces slackii,0
193,7400942,"KCTC 15137, DSM 23838, CCUG 55928, CSUR P35",1,1,Actinomyces timonensis,0
178,,"DSM 15434, CCUG 38702, CIP 106421",1,1,Actinomyces urogenitalis,0
157,,"DSM 43327, ATCC 15987, CCUG 14476, NCTC 10951, WVU 745, NIH T-6, JCM 8353, CCUG 35450, CECT 488, CIP 103147, KCTC 15382, NBIMCC 71",1,1,Actinomyces viscosus,0
140287,VUL7,"DSM 103437, CGMCC 4.7366",1,1,Actinomyces vulturis,0
196,"2298, 2298/06","DSM 24894, CCM 7951, CCUG 61299, CIP 110333, LMG 26472",1,1,Actinomyces weissii,0
13499,,"DSM 45062, JCM 15998, NBRC 104400, YIM 0006, CCTCC AA 205017, TBRC 8064",1,1,Actinomycetospora chiangmaiensis,0
132566,MB20,"DSM 46746, CECT 8960",1,1,Actinophytocola algeriensis,0
24458,MN08-A0203,"DSM 46707, NBRC 105883, VTCC D9-23",1,1,Actinophytocola burenkhanensis,0
159716,,"KCTC 49002, CGMCC 4.7433, BMP B8152, JCM 33402",1,1,Actinophytocola glycyrrhizae,0
13512,,"DSM 45499, BCC 31372, NBRC 105245, JCM 17236, TBRC 158",1,1,Actinophytocola oryzae,0
133108,11-183,"KCTC 39690, MCCC 1K02062, DSM 109075",1,1,Actinophytocola xanthii,0
130440,A-T 6646,"DSM 46706, BCC 46194, NBRC 109076",1,1,Actinoplanes siamensis,1
7842,03-723,"DSM 45183, CCM 7526, KCTC 19460, JCM 16605",1,1,Actinoplanes sichuanensis,1
164277,,"JCM 32512, CGMCC 4.7580, LAM 7112",1,1,Actinoplanes solisilvae,1
7843,Mar-72,"DSM 45184, CCM 7527, KCTC 19461, JCM 16606, NBRC 106528",1,1,Actinoplanes xinjiangensis,1
11159,,"DSM 18448, CCTCC AA 206004, JCM 16537, YIM 45725",1,1,Actinopolymorpha rutila,0
11158,IM 7744,"DSM 22024, CIP 107343, JCM 10761, KCTC 19907, NBRC 100040, NRRL B-24113, NCIMB 14324",1,1,Actinopolymorpha singaporensis,0
24729,,"DSM 46731, CCTCC AA 2012020, KCTC 19657, TRM 40139, JCM 31477",1,1,Actinopolyspora lacussalsi,0
24730,H55,"DSM 45460, CCUG 62965",1,1,Actinopolyspora mzabensis,0
132380,,"DSM 45410, CCTCC AA 209065, YIM 75728",1,1,Actinorectispora indica,0
158702,KC 198,"CCTCC AA 2015043, KCTC 39718, JCM 33573",1,1,Actinorectispora metalli,0
140636,K12-0408,"NBRC 111897, TBRC 5327, DSM 108652",1,1,Actinorhabdospora filicis,0
17634,GE134766,"DSM 44926, NRRL B-24431, JCM 14896, BCRC 16838, NBRC 102107",1,1,Actinospica acidiphila,0
17635,GE134769,"DSM 44927, JCM 14908, NRRL B-24432, BCRC 16839, NBRC 102112",1,1,Actinospica robiniae,0
13211,101,"DSM 43827, ATCC 29888, IAM 14280, IFO 14064, IMET 9740, IMRU 3971, JCM 3225, KCC A-0225, NBRC 14064, BCRC 13449, IMSNU 20048, KCTC 9125, KCTC 9184, NCIMB 13271, NRRL B-12336, VKM Ac-843",1,1,Actinosynnema mirum,0
133106,EBR-4-2,"KCTC 33604, JCM 30447",1,1,Actinotalea caeni,0
133962,CF5-4,"KCTC 29134, CCTCC AB 2012198, DSM 112671, JCM 31479",1,1,Actinotalea ferrariae,0
158625,THG-T121,"KACC 19191, CGMCC 4.7389, JCM 32747",1,1,Actinotalea solisilvae,0
145,B 5329,"DSM 15541, CCUG 27420, CIP 105739, LMG 18293, CCM 4738",1,1,Actinotignum schaalii,0
146,R9242,"KCTC 15231, DSM 15805, CCUG 46093, CIP 107424",1,1,Actinotignum urinale,0
159835,J103,"DSM 104434, MCCC 1K03288",1,1,Acuticoccus kandeliae,0
133587,6515J-31,"KACC 14117, NBRC 106133",1,1,Adhaeribacter aerolatus,0
133589,6424S-25,"KACC 14118, NBRC 106134",1,1,Adhaeribacter aerophilus,0
3764,MBRG1.5,"DSM 16391, NCIMB 14008",1,1,Adhaeribacter aquaticus,0
158784,17mud1-7,"KCTC 52873, NBRC 112824",1,1,Adhaeribacter swui,0
133455,DNG6,"CGMCC 1.6961, NBRC 104235",1,1,Adhaeribacter terreus,0
22982,NR06,"DSM 22242, CCUG 57646, KCTC 15365",1,1,Adlercreutzia caecicola,0
3077,B7,"DSM 21839, CCUG 56815",1,1,Adlercreutzia caecimuris,0
3073,FJC-B9,"DSM 19450, CCUG 54925, JCM 14793, KCTC 15235",1,1,Adlercreutzia equolifaciens,0
140913,,"ACCC 06485, JCM 30465, LAM 0050",1,1,Advenella alkanexedens,0
132905,M-07,"DSM 104993, JCM 17746, KCTC 23732",1,1,Advenella faeciporci,0
385,,"DSM 23814, CCUG 45225, LMG 22250, CIP 108657",1,1,Advenella incenata,0
383,WT001,"DSM 17095, LMG 22965, MTCC 7002",1,1,Advenella kashmirensis,0
384,DPN7,"DSM 17166, LMG 22922",1,1,Advenella mimigardefordensis,1
166411,,"KACC 15529, NBRC 108213, IMCC 3088",1,1,Aequoribacter fuscus,0
133599,JC2436,"IMSNU 14137, KACC 13727, KCTC 22361, JCM 15496",1,1,Aequorivita aestuarii,0
139658,,"CIP 107457, DSM 14231, LMG 21431, ACAM 640",1,1,Aequorivita antarctica,0
140229,D-24,"DSM 101732, KCTC 42708",1,1,Aequorivita aquimaris,0
5479,A71,"DSM 23843, JCM 15070, KCTC 22183",1,1,Aequorivita capsosiphonis,0
5476,Y10-2,"DSM 14236, ACAM 641, CIP 107455, LMG 21430",1,1,Aequorivita lipolytica,0
5477,3-Sep,"DSM 14238, ACAM 643, CIP 107454, LMG 21432",1,1,Aequorivita sublithincola,0
24014,8-1b,"DSM 26349, CGMCC 1.11023, JCM 18497",1,1,Aequorivita viscosa,0
139663,,"CIP 108845, KMM 3516, IFO 16718, NBRC 16718, JCM 11732",1,1,Aequorivita vladivostokensis,0
158560,N.8,"KCTC 33824, JCM 31580",1,1,Aeribacillus composti,0
1766,T6,"DSM 22365, LMG 21773, NCIMB 13939, JCM 15959",1,1,Aeriscardovia aeriphila,0
226,"UW06, UW 06","DSM 15819, CCM 4911, CCUG 28831, CIP 106115, JCM 18985, ATCC 48849, LMG 19525",1,1,Aerococcus christensenii,0
224,SS-1647,"DSM 15633, CCUG 43001, CDC 348-00, CIP 106533, JCM 11549, ATCC BAA-465",1,1,Aerococcus sanguinicola,0
227,1821/02,"DSM 21500, CCUG 52530, CECT 7139, JCM 18035, CIP 109714",1,1,Aerococcus suis,0
222,PUE,"CCUG 28094, CIP 103442, NCIMB 701636, DSM 20341, ATCC 29723, JCM 12519, NCDO 1636, LMG 11420, LMG 13989",1,1,Aerococcus urinaeequi,0
225,,"CCUG 42038 B, CCM 7338, DSM 15634, ATCC BAA-464, CIP 106675, JCM 18987, CCUG 42038",1,1,Aerococcus urinaehominis,0
221,M1,"DSM 20340, ATCC 11563, CCM 1914, IAM 13649, JCM 20461, NCDO 1225, NCTC 8251, WDCM 00061, CCUG 4311, CIP 54.145, IAM 12302, IFO 12219, LMG 17931, NBRC 12219, NISL 7400, IMET 11154, NCIMB 11775, CECT 978",1,1,Aerococcus viridans,0
11058,KSL-107,"DSM 16824, CIP 108938, JCM 13518, KCTC 19073, BCRC 16830",1,1,Aeromicrobium alkaliterrae,0
133328,9H-4,"ZIM B1021, LMG 29165, CCM 8650, JCM 32379",1,1,Aeromicrobium choanae,0
11064,"TYLN1, TYLNI","DSM 19355, CCTCC AB 206046, JCM 16538, NBRC 107625, CIP 110459",1,1,Aeromicrobium flavum,0
11062,,"DSM 22238, JCM 14732, KCTC 19207, GBS 39, Gsoil 098",1,1,Aeromicrobium ginsengisoli,0
11066,,"DSM 24822, JCM 15749, KCCM 90079, KME 001",1,1,Aeromicrobium halocynthiae,0
159668,,"DSM 105424, NBRC 112936, CPCC 204604",1,1,Aeromicrobium lacus,0
11057,T2,"DSM 15272, LMG 21768, JCM 13314, CIP 108216",1,1,Aeromicrobium marinum,0
11061,,"DSM 17939, CCUG 52476, KCTC 19131, Gsoil 161, JCM 16926, JCM 15303",1,1,Aeromicrobium panaciterrae,0
11065,HSW-1,"DSM 19178, KACC 20565, JCM 16375",1,1,Aeromicrobium ponti,0
11063,SSW1-57,"DSM 19087, JCM 13811, NRRL B-24466, CIP 109549",1,1,Aeromicrobium tamlense,0
257,289,"DSM 11576, ATCC 51208, CECT 4199, CCUG 47180 A, CIP 104616",1,1,Aeromonas allosaccharophila,1
23547,266,"DSM 27583, CECT 8023, LMG 26707, CIP 110626, LMG 2670",1,1,Aeromonas australiensis,1
260,218,"CCUG 41859, CIP 74.30, DSM 13956, ATCC 51108, CIP 7430, LMG 13444",1,1,Aeromonas bestiarum,1
280,868E,"DSM 19111, CECT 7113, LMG 23376, CIP 109539",1,1,Aeromonas bivalvium,1
253,B-968,"DSM 7323, ATCC 15468, NRRL B-968, WDCM 00062, NCTC 12244, JCM 1060, BCRC 16001, CCM 4491, CCUG 25939, CECT 838, CGMCC 1.1960, CIP 76.16, GTC 00465, LMG 12160, LMG 3775, NCAIM B.01931, NCIMB 13016, CIP 110812",1,1,Aeromonas caviae,1
269,P21,"DSM 17689, CCM 7146, CCUG 45377, CIP 107500, LMG 19562",1,1,Aeromonas dhakensis,1
284,,"DSM 25288, ATCC 43946, CCM 7325, CECT 4254, CIP 110816, LMG 17321, CDC 2478-85",1,1,Aeromonas diversa,1
258,"S181, S-181","DSM 11577, CECT 4342, LMG 16330, CIP 104608, ATCC 51929",1,1,Aeromonas encheleia,1
248,J11,"DSM 6394, ATCC 49803, JCM 8355, CECT 4487, CIP 104434, LMG 12646, NCIMB 13209",1,1,Aeromonas enteropelogenes,1
265,546,"DSM 17534, ATCC 23309, CCEB 704, CCTM 885, CDC RH63, CIP 76.17, LMG 3774, NCIMB 74, JCM 8238, BCRC 13017, BCRC 14134, CCM 4354, CCUG 25942, CCUG 30340, CECT 4224, CNCTC 5356",1,1,Aeromonas eucrenophila,1
283,717,"DSM 23621, CECT 7401, LMG 24681, CIP 110205",1,1,Aeromonas fluvialis,1
241,"NCIMB(QC) 50013, 543","DSM 30187, ATCC 7966, LMG 2844, NCDC 359-60, NCMB 86, NCTC 8049, WDCM 00063, CCUG 14551, CIP 76.14, JCM 1027, BCRC 13018, CCM 7232, CDC 359-60, CECT 839, HAMBI 1847, IAM 12337, IAM 12460, KCTC 2358, LMG 12156, LMG 13439, NCAIM B.01923, NCIMB 9240",1,1,Aeromonas hydrophila,1
270,Au-1D12,"DSM 17695, CCM 7147, CCUG 46211, CIP 107985, LMG 19707",1,1,Aeromonas hydrophila subsp. ranae,1
246,115/II,"DSM 6393, ATCC 49904, JCM 8354, NCIMB 13205, CECT 4486, CIP 104613, LMG 12645",1,1,Aeromonas ichthiosmia,1
254,0787-80,"DSM 7311, ATCC 49568, CDC 0787-80, JCM 8316, BCRC 15862, CCM 4355, CCUG 29543, CCUG 30349, CCUG 30353, CECT 4228, CIP 104171, CNCTC 5357, LMG 12221, LMG 13704",1,1,Aeromonas jandaei,1
242,RM,"CCUG 14453, CCM 3653, JCM 2385, LMG 9073, DSM 4881, ATCC 33907, BCRC 12211, BCRC 14129, CECT 4232, CIP 103208, LMG 7907, NCIMB 2237",1,1,Aeromonas media,0
,,,,,,1
262,"848T, 848","DSM 17090, CECT 5864, LMG 22214, CCUG 50741, CIP 108676",1,1,Aeromonas molluscorum,1
279,O-a-10-3,"CCUG 39350, ATCC BAA-243, NCIMB 13618, DSM 19604, CCM 4708, CECT 5176, CIP 105493, LMG 17541, DSM 1904",1,1,Aeromonas popoffii,1
288,WB4.1-19,"DSM 22539, CECT 7518, MDC 2511, CIP 110301",1,1,Aeromonas rivuli,1
278,,"DSM 21281, ATCC 33659, CECT 895, CIP 104001, HAMBI 1990, JCM 7875, LMG 14900, NCIMB 1110, CCUG 42781, BCRC 80543, LMG 3781",1,1,Aeromonas salmonicida subsp. achromogenes,0
274,"T. Kimura 1-a-1, I-a-1","DSM 21760, ATCC 27013, CCM 4124, CECT 896, CIP 103210, IFO 13784, JCM 8191, LMG 3782, NCIMB 2020, JCM 7873, JCM 8234, NBRC 13784",1,1,Aeromonas salmonicida subsp. masoucida,0
,,,,,,1
259,"34mel, 34 mel","DSM 12609, CAIM 16, CECT 5752, CCUG 44929, CIP 107036",1,1,Aeromonas salmonicida subsp. pectinolytica,0
,,,,,,1
275,20,"DSM 19634, ATCC 33658, CAIM 346, CECT 894, CIP 103209, JCM 7874, LMG 3780, NCIMB 1102, NCTC 12959, GTC 02802, IMET 11051, KCTC 12266, DSM 3241",1,1,Aeromonas salmonicida,0
,,,,,,1
273,"138, AS20/1/1","DSM 21293, ATCC 49393, CCM 4103, CECT 5179, CIP 104757, NCIMB 13210",1,1,Aeromonas salmonicida subsp. smithia,0
,,,,,,1
286,A2-67,"DSM 24094, CECT 7402, LMG 24682, CIP 110203",1,1,Aeromonas sanarellii,1
261,,"DSM 16559, CCUG 47378, CIP 107798, IBS S6874",1,1,Aeromonas simiae,1
276,,"DSM 19176, ATCC 43979, CCM 2807, CCUG 14830, CECT 4245, CIP 74.33, JCM 2139, LMG 3783, NCIMB 12065, NCTC 12979, CIP 74-33, BCRC 13066, CECT 837, HAMBI 1974, LMG 12159, VTT E-032002",1,1,Aeromonas sobria,1
285,A2-50,"DSM 24096, CECT 7403, LMG 24683, CIP 110204",1,1,Aeromonas taiwanensis,1
263,F518,"DSM 17300, CECT 7082, MDC 91, CIP 110807",1,1,Aeromonas tecta,1
4196,SY1,"DSM 16960, ATCC BAA-758, JCM 12091",1,1,Aeropyrum camini,1
4195,K1,"DSM 11879, JCM 9820, ATCC 700893, NBRC 100138",1,1,Aeropyrum pernix,1
159185,Dysh456,"DSM 105662, NBRC 112897",1,1,Aerosticca soli,1
437,JC2043,"DSM 15266, KCTC 12043, IMSNU 14007, CIP 108412",1,1,Aestuariibacter halophilus,1
438,JC2042,"DSM 15300, KCTC 12042, IMSNU 14006, CIP 108413",1,1,Aestuariibacter salexigens,1
133791,,"KACC 16186, JCM 17789, SC 17",1,1,Aestuariibaculum suncheonense,0
158658,DBTF-13,"KACC 19432, NBRC 113038",1,1,Aestuariibius insulae,0
158589,NAP41,"KACC 18431, JCM 30739",1,1,Aestuariicoccus marinus,0
12671,R27,"DSM 21549, JCM 14204, KCTC 19182, CIP 109737",1,1,Aestuariimicrobium kwangyangense,0
158355,OITF-44,"DSM 105891, KACC 19569, KCTC 62197, NBRC 113118",1,1,Aestuariimonas insulae,0
160775,,"DSM 105254, KCTC 52945, NBRC 112960, SYSU M10001",1,1,Aestuariivirga litoralis,0
131429,SBSr002,"DSM 24601, NCCB 100377",1,1,Aetherobacter fasciculatus,1
130794,SBSr003,"DSM 24628, NCCB 100378",1,1,Aetherobacter rufus,1
167386,JA968,"KCTC 15634, NBRC 113338",1,1,Afifella aestuarii,1
13874,BN 126,"DSM 2698, ATCC 35675, CIP 104405, NBRC 100434, NCIMB 2201",1,1,Afifella marina,1
13876,AR2102,"DSM 17143, ATCC BAA-1145",1,1,Afifella pfennigii,1
1782,34632,"DSM 17499, CCUG 43108, CIP 106344",1,1,Afipia birgiae,0
1780,B91-007286,"DSM 7327, ATCC 49717, CCUG 30458, CIP 103517",1,1,Afipia broomeae,1
1777,"Cleveland clinic foundation strain, 411m, B91-007353, F6703, G1849","CCUG 30457, DSM 7315, ATCC 49720, CIP 103516",1,1,Afipia clevelandensis,1
1778,"B-91-007352, CSD1, CSD 1","DSM 7326, ATCC 53690, CCUG 30456, CIP 103515",1,1,Afipia felis,1
1781,34633,"DSM 17498, CCUG 45153, CIP 107022",1,1,Afipia massiliensis,1
138571,SP 17,CIP 108311,1,1,Afipia quartiernordensis,1
134690,SP 3302452,CIP 108312,1,1,Afipia saintantoinensis,1
159752,2p52,"KCTC 52473, MCCC 1H00151",1,1,Agaribacter flavus,0
141009,feces2,"MCCC 1A11450, KCTC 52708",1,1,Agaribacterium haliotis,1
133571,"CC-SBABM117, SBABM117","BCRC 17964, CCM 7684, DSM 22517",1,1,Agaricicola taiwanensis,1
141010,"17, 017","KCTC 42584, MCCC 1H00123",1,1,Agarilytica rhodophyticola,1
132992,hydD622,"DSM 105029, CGMCC 1.12692, KCTC 32543",1,1,Agarivorans aestuarii,1
133657,,"IAM 14998, LMG 21761, MKT 106, JCM 21469, NBRC 102603, CIP 108457",1,1,Agarivorans albus,0
,,,,,,1
22908,WH0801,"DSM 26780, CGMCC 1.10131, NRRL B-59247",1,1,Agarivorans gilvus,1
132395,JK 623,"DSM 29029, LMG 28559",1,1,Agathobacter ruminis,1
132618,SR79,"DSM 100391, KCTC 15532, JCM 30795",1,1,Agathobaculum butyriciproducens,0
133155,,"ATCC 43058, CCUG 27818, JCM 6566",1,1,Agathobaculum desmolans,1
11752,,"DSM 8324, ATCC 33384, CCUG 13227, CIP 52.106, NCTC 9710",1,1,Aggregatibacter actinomycetemcomitans,0
135780,,"CIP 70.73, ATCC 33389, CCUG 3715, NCTC 5906",1,1,Aggregatibacter aphrophilus,0
11755,HK316,"DSM 21418, ATCC 33393, CCUG 10787, CCUG 12838, CIP 103292, KCTC 5968, NCTC 10977, CCM 6052",1,1,Aggregatibacter segnis,0
137372,,CIP 109371,1,1,Aggregatibacter simiae,0
164183,MO-CFX2,"JCM 32065, KCTC 15625",1,1,Aggregatilinea lenta,0
7249,DL-4,"DSM 14575, UCM Ac-620, VKM Ac-1804, JCM 12206, IAM 15124, IAM 15138, NBRC 103053, CIP 108057",1,1,Agreia bicolorata,0
,,,,,,1
7248,P229/10,"DSM 14246, LMG 21000, JCM 12145, CIP 108226, IAM 15151, IAM 15171, LMG 19918, NBRC 103054, VKM Ac-2510",1,1,Agreia pratensis,0
6668,,"DSM 18527, JCM 14202, NRIC 0689, CIP 109571",1,1,Agrilactobacillus composti,0
164664,54-2,"JCM 33824, CCM 8896, KCTC 21120, LMG 31058, NCIMB 15154",1,1,Agrilactobacillus yilanensis,0
134643,AF3.10,"CIP 107320, ATCC 51759, CFBP 5473, KCTC 12935, NCPPB 4096",1,1,Agrobacterium larrymoorei,1
13580,,"DSM 30147, ATCC 19358, IFO 13532, NBRC 13532, NCIB 9042, CCUG 3354, IAM 12048, EX 3.24.2 (L 624), JCM 20371, BCRC 10372, CECT 4112, CIP 104325, HAMBI 1814, ICMP 5785, KACC 10798, KCTC 22091, LMG 140, NCCB 27005, NCIMB 9042, NCPPB 3001, EX 3.24.2",1,1,Agrobacterium radiobacter,1
13573,"TR3, TR 3","DSM 6772, ATCC 13335, NCPPB 1854, JCM 20918, CFBP 1317, CIP 104332, HAMBI 1812, IAM 13569, ICMP 6428, ICPB TR3, IFO 13261, LMG 13935, LMG 156, NBRC 13261",1,1,Agrobacterium rubi,0
7253,V-108,"DSM 14215, CCM 4953, JCM 12132, CGMCC 1.7256, CIP 107635, IAM 15147, NBRC 103055",1,1,Agrococcus baldri,0
7256,"R-17892t 2, R-17892t2","DSM 18061, CIP 109629, LMG 22410, JCM 14916",1,1,Agrococcus casei,0
7252,D-1/1a,"DSM 12453, JCM 12398, ATCC 700859, CCM 4975, CGMCC 1.7258, CIP 106287, IAM 15145, NCIMB 13599",1,1,Agrococcus citreus,0
7258,SSW1-48,"DSM 22002, JCM 14256, KCTC 19198",1,1,Agrococcus jejuensis,0
7250,2002-39/1,"DSM 9580, ATCC 700087, IFO 16126, NBRC 100415, NBRC 16126, CCUG 35514, CIP 106528, JCM 9950, CGMCC 1.7260, IAM 15121, IMSNU 22118, NCIMB 13857, VKM Ac-1839",1,1,Agrococcus jenensis,0
7255,K22-21,"DSM 17612, MTCC 7154, JCM 14301, CGMCC 1.7259, CGMCC 1.8869, NCIMB 14388, CIP 109379",1,1,Agrococcus lahaulensis,0
24181,DNG5,"DSM 28114, CGMCC 1.6960, JCM 17488, NBRC 104260",1,1,Agrococcus terreus,0
7257,K 114/01,"DSM 19812, LMG 24386, CCUG 58092, JCM 16026",1,1,Agrococcus versicolor,0
7271,,"DSM 15934, UCM 623, VKM Ac-1800, JCM 13565, CIP 108259, IAM 15234, IAM 15338, NBRC 103057, UCM Ac-623",1,1,Agromyces albus,0
7279,UMS-62,"DSM 21551, JCM 13584, KCTC 19181, CIP 109546",1,1,Agromyces allii,0
7281,P27,"DSM 23870, JCM 15913, KCTC 19593",1,1,Agromyces atrinae,0
7269,,"DSM 14598, AS 4.1717, CCTCC 001012, YIM 21741, JCM 12113, BCRC 16310, CCTCC AA 001012, CGMCC 4.1717, CIP 107976, IAM 15154, KCTC 9967, CCRC 16310",1,1,Agromyces aurantiacus,0
132611,AR33,"DSM 101731, LMG 29235, JCM 32431",1,1,Agromyces aureus,0
,,,,,,1
7282,BZ41,"DSM 22275, CGMCC 1.8984, JCM 17735, CIP 110128",1,1,Agromyces bauzanensis,0
7267,65,"DSM 14596, IFO 16238, NBRC 16238, VKM Ac-2088, JCM 11433, CIP 108985, IAM 15146, KCTC 13909, NCIMB 13881",1,1,Agromyces bracchium,0
7263,,"DSM 8598, ATCC 51765, IMET 11533, VKM Ac-1352, JCM 9086, CIP 103635, IAM 15143, IFO 15782, LMG 16158, NBRC 15782, JCM 9087",1,1,Agromyces fucosus subsp. hippuratus,0
7275,"CD 5, CD5","DSM 16389, NBRC 109085, NCIMB 14012, HKI 0327, JCM 14319, CIP 108741, IAM 15274",1,1,Agromyces humatus,0
141074,,"KCTC 39117, CCTCC AB 2014301, CFH S0483, JCM 31741, BCRC 16983",1,1,Agromyces insulae,0
7276,CD1,"DSM 16388, NCIMB 14011, HKI 0325, JCM 14320, IAM 15273, CIP 108740",1,1,Agromyces italicus,0
7274,CD55,"DSM 16390, NCIMB 14013, HKI 0324, JCM 14321, IAM 15275, CIP 108739",1,1,Agromyces lapidis,0
7266,8,"DSM 14595, IFO 16235, NBRC 16235, VKM Ac-2085, JCM 11431, CIP 107131, IAM 15144, KCTC 13907, NCIMB 13882",1,1,Agromyces luteolus,0
