ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,Antibiotic sensitivity,Metabolite (antibiotic)
,,,,,,,,1,neomycin
140532,GBSy1,"CECT 8340, IBRC-M 10764",1,1,Aliidiomarina sedimenti,Aliidiomarina,sedimenti,1,amikacin
,,,,,,,,1,amoxicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,nitrofurantoin
,,,,,,,,1,polymyxin b
,,,,,,,,1,rifampicin
133375,Y4G10-17,"CGMCC 1.15759, KCTC 52381",1,1,Aliidiomarina soli,Aliidiomarina,soli,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,bacitracin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cephradine
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,lincomycin
140832,2W32,"KCTC 42497, CICC 23869",1,1,Fodinibius halophilus,Fodinibius,halophilus,1,acetylspiramycin
,,,,,,,,1,ampicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clindamycin
,,,,,,,,1,erythromycin
,,,,,,,,1,lincomycin
,,,,,,,,1,ofloxacin
,,,,,,,,1,penicillin g
140954,KHM44,"KACC 19060, NBRC 112531",1,1,Fodinibius salicampi,Fodinibius,salicampi,1,amoxicillin
,,,,,,,,1,bacitracin
,,,,,,,,1,capreomycin
,,,,,,,,1,cycloheximide
,,,,,,,,1,erythromycin
,,,,,,,,1,gramicidin s
,,,,,,,,1,lincomycin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin
,,,,,,,,1,rifampicin
167731,ECH52,"KACC 19126, NBRC 112664",1,1,Fodinibius saliphilus,Fodinibius,saliphilus,1,amoxicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gramicidin s
,,,,,,,,1,lincomycin
,,,,,,,,1,nystatin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin
,,,,,,,,1,rifampicin
,,,,,,,,1,roxithromycin
167643,A6024,"KCTC 72114, MCCC 1K03595",1,1,Aliiroseovarius marinus,Aliiroseovarius,marinus,1,amikacin
,,,,,,,,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefazolin
,,,,,,,,1,cefoperazone
,,,,,,,,1,ceftazidime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,doxycycline
,,,,,,,,1,erythromycin
166218,MYP11,KCTC 62899 NBRC 113544,1,1,Aliishimia ponticola,Aliishimia,ponticola,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
17248,398,"DSM 507, ATCC 7744, JCM 18803, NCMB 1281, CCUG 13450, CAIM 329, LMG 4414, CIP 103206, NCCB 80039, BCRC 12900, CCUG 16305, CECT 524, CIP 75.08, CIP 75.8, KCTC 12272, KCTC 12386, NCIMB 1281, NRRL B-41164, NRRL B-761",1,1,Aliivibrio fischeri,Aliivibrio,fischeri,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
159608,5CBH24,"DSM 108979, JCM 32850",1,1,Alistipes communis,Alistipes,communis,1,amoxicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,erythromycin
,,,,,,,,1,oxytetracycline
,,,,,,,,1,penicillin
140264,BZ-SZ-XJ29,"DSM 29191, CGMCC 1.12936, JCM 30193",1,1,Alkalicoccus halolimnae,Alkalicoccus,halolimnae,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,cefoxitin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clarithromycin
,,,,,,,,1,clindamycin
,,,,,,,,1,erythromycin
,,,,,,,,1,penicillin
132547,BZ-SZ-XJ18,"DSM 29145, JCM 30195",1,1,Alkalicoccus urumqiensis,Alkalicoccus,urumqiensis,1,cefalotin
,,,,,,,,1,cefoxitin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clarithromycin
,,,,,,,,1,clindamycin
,,,,,,,,1,erythromycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,rifampicin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,vancomycin
140294,X-07-02,"DSM 26418, VKM B-2746",1,1,Alkaliphilus namsaraevii,Alkaliphilus,namsaraevii,1,ampicillin
,,,,,,,,1,bacitracin
,,,,,,,,1,kanamycin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
141088,JC227,"KCTC 15343, NBRC 110105",1,1,Alkalispirochaeta cellulosivorans,Alkalispirochaeta,cellulosivorans,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,tetracycline
132682,,"DSM 101834, KCTC 42968, SYSU YG23",1,1,Allofrancisella inopinata,Allofrancisella,inopinata,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,doxycycline
,,,,,,,,1,gentamicin
,,,,,,,,1,levofloxacin
,,,,,,,,1,tetracycline
132993,H94,"DSM 24882, CGMCC 1.10800, JCM 17555",1,1,Allohahella marinimesophila,Allohahella,marinimesophila,1,ampicillin
,,,,,,,,1,cefoperazone
,,,,,,,,1,ceftazidime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,cephalosporin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,co-trimoxazole
,,,,,,,,1,erythromycin
,,,,,,,,1,furazolidone
133062,,"DSM 42178, CGMCC 4.7247, YIM DR4008",1,1,Allostreptomyces psammosilenae,Allostreptomyces,psammosilenae,1,amikacin
,,,,,,,,1,cefuroxime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin
,,,,,,,,1,piperacillin
,,,,,,,,1,polymyxin b
133228,100921-2,"CFCC 14287, KCTC 42844",1,1,Tsuneonella aeria,Tsuneonella,aeria,1,amikacin
,,,,,,,,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,cefazolin
,,,,,,,,1,cefoperazone
,,,,,,,,1,ceftriaxone
,,,,,,,,1,cephradine
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
140729,JSSK-8,"KCTC 52763, NBRC 112764",1,1,Pontixanthobacter aquaemixtae,Pontixanthobacter,aquaemixtae,1,carbenicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,novobiocin
,,,,,,,,1,tetracycline
166167,SSKS-13,"KACC 19863, KCTC 62900, NBRC 113545",1,1,Alteraurantiacibacter aquimixticola,Alteraurantiacibacter,aquimixticola,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,tetracycline
133169,KEM-4,"KCTC 52259, NBRC 112305",1,1,Pontixanthobacter confluentis,Pontixanthobacter,confluentis,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefalotin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,penicillin g
166460,BPTF-M16,"KCTC 62421, KACC 19609, NBRC 113190",1,1,Altererythrobacter insulae,Altererythrobacter,insulae,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,novobiocin
,,,,,,,,1,tetracycline
158561,C9-11,"MCCC 1K03311, JCM 32056",1,1,Tsuneonella mangrovi,Tsuneonella,mangrovi,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefazolin
,,,,,,,,1,cefoperazone
,,,,,,,,1,cephalexin
,,,,,,,,1,cephradine
,,,,,,,,1,chloramphenicol
,,,,,,,,1,doxycycline
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
140815,WW3,"KCTC 42620, JCM 30975",1,1,Tsuneonella rigui,Tsuneonella,rigui,1,amikacin
,,,,,,,,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,penicillin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
133352,MN-1,"KCTC 52135, MCCC 1K02066",1,1,Croceibacterium soli,Croceibacterium,soli,1,ampicillin
,,,,,,,,1,penicillin
140743,S36,"CGMCC 1.12804, NBRC 110413",1,1,Croceibacterium xixiisoli,Croceibacterium,xixiisoli,1,ampicillin
,,,,,,,,1,bacitracin
,,,,,,,,1,erythromycin
,,,,,,,,1,macrolide antibiotic
,,,,,,,,1,nystatin
,,,,,,,,1,penicillin
,,,,,,,,1,polymyxin
140995,JDTF-113,"KCTC 52655, NBRC 112708",1,1,Alteromonas aestuariivivens,Alteromonas,aestuariivivens,1,carbenicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,neomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
450,,"DSM 23844, CCUG 55340, LMG 24078",1,1,Alteromonas genovensis,Alteromonas,genovensis,1,erythromycin
,,,,,,,,1,gentamicin
158616,S35,"KCTC 52449, CGMCC 1.16029",1,1,Alteromonas oceani,Alteromonas,oceani,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,norfloxacin
,,,,,,,,1,ofloxacin
,,,,,,,,1,sulfamethoxazole
140746,5.12,"LMG 29661, MCC 3250",1,1,Alteromonas pelagimontana,Alteromonas,pelagimontana,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
166518,U0105,"KCTC 62080, MCCC 1H00299",1,1,Alteromonas sediminis,Alteromonas,sediminis,1,ampicillin
,,,,,,,,1,cefotaxime sodium
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,ofloxacin
1407,Y1,"DSM 24783, CGMCC 1.5123, JCM 16149",1,1,Amphibacillus jilinensis,Amphibacillus,jilinensis,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,azithromycin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,cefoxitin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,fosfomycin
,,,,,,,,1,kanamycin
159864,AU-G6,"CGMCC 4.7351, NBRC 112404",1,1,Amycolatopsis antarctica,Amycolatopsis,antarctica,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,penicillin g
,,,,,,,,1,teicoplanin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
13241,FH 1894,"DSM 44591, JCM 12668, NRRL B-24207, CIP 108516",1,1,Amycolatopsis balhimycina,Amycolatopsis,balhimycina,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13231,MG 417-CF 17,"DSM 44213, JCM 10140, CIP 106801, KCTC 9817, NRRL B-24138",1,1,Amycolatopsis japonica,Amycolatopsis,japonica,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13245,,"DSM 44652, JCM 12670, LDDC 9447-99, NRRL B-24129, CIP 108186",1,1,Amycolatopsis kentuckyensis,Amycolatopsis,kentuckyensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13242,D2,"DSM 44409, CIP 107963, NRRL B-24117, JCM 12683, BCRC 16375, NCIMB 14256",1,1,Amycolatopsis keratiniphila,Amycolatopsis,keratiniphila,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13246,,"DSM 44653, JCM 12672, LDDC 12275-99, NRRL B-24131, CIP 108185",1,1,Amycolatopsis lexingtonensis,Amycolatopsis,lexingtonensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13220,"Lepetit ME/83, Lepetit ME83/973, Schering 368","DSM 43304, ATCC 13685, CBS 121.63, CBS 716.72, DSM 40501, IFO 13142, IFO 13415, IMET 7651, ISP 5501, JCM 4789, KCC S-0789, LBG A 3136, NBRC 13142, NBRC 13415, NCIB 9613, NRRL B-3240, PSA 71, RIA 1376, VKM Ac-798, CIP 107074, CCUG 43144, ETH 28579, BCRC 12440, CGMCC 4.1213, IMSNU 20056, KCCM 11859, KCTC 1739, MTCC 14, NBIMCC 3395, NCIMB 9613, PCM 2320",1,1,Nocardia mediterranei,Nocardia,mediterranei,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13247,ARC-OV1 0181,"DSM 44654, ARC OV1 0181, JCM 12673, NRRL B-24133, CIP 108184",1,1,Amycolatopsis pretoriensis,Amycolatopsis,pretoriensis,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13235,"A1714, K24, K24T","DSM 44468, JCM 11272, CIP 107029, KCTC 9863, NBRC 100339, NCIMB 13786",1,1,Amycolatopsis sacchari,Amycolatopsis,sacchari,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
13238,"B-2847, FH6113","DSM 44544, ATCC 21177, CIP 108212, IFO 14664, NBRC 14664, NRRL B-24205, JCM 4936, CBS 242.71, CGMCC 4.5590, IFO 12554, IMSNU 20061, NBRC 12554",1,1,Amycolatopsis tolypomycina,Amycolatopsis,tolypomycina,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
166118,MJB2,"KCTC 15800, MCCC 1K03631",1,1,Anaerophilus nitritogenes,Anaerophilus,nitritogenes,1,streptomycin
17679,277,"DSM 17241, CCUG 45055, CIP 107754, WAL 14565, JCM 15631, VTT E-062942",1,1,Anaerotruncus colihominis,Anaerotruncus,colihominis,1,kanamycin
,,,,,,,,1,vancomycin
158256,E130,"DSM 102029, LMG 29367",1,1,Ancylobacter pratisalsi,Ancylobacter,pratisalsi,1,ampicillin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,tetracycline
157183,Osot,"CCUG 70237, JCM 32039, DSM 106440, VKM B-3145",1,1,Ancylobacter sonchi,Ancylobacter,sonchi,1,ampicillin
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,novobiocin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
166210,SHSM-M15,"KACC 19862, NBRC 113749",1,1,Ancylomarina salipaludis,Ancylomarina,salipaludis,1,carbenicillin
,,,,,,,,1,cephalothin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,lincomycin
,,,,,,,,1,novobiocin
,,,,,,,,1,oleandomycin
,,,,,,,,1,tetracycline
6572,YH-15,"CCUG 53901, CIP 107675, DSM 12361, ATCC 700308, JCM 16173, LMG 18925",1,1,Apilactobacillus kunkeei,Apilactobacillus,kunkeei,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
158413,Hlig3,"DSM 104126, NRRL B-65473, JCM 33323",1,1,Apilactobacillus micheneri,Apilactobacillus,micheneri,1,bacitracin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefoxitin
,,,,,,,,1,erythromycin
,,,,,,,,1,penicillin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
158411,HV_6,"DSM 104127, NRRL B-65474, JCM 33324",1,1,Apilactobacillus quenuiae,Apilactobacillus,quenuiae,1,bacitracin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefoxitin
,,,,,,,,1,erythromycin
,,,,,,,,1,penicillin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
158412,HV_12,"DSM 104128, NRRL B-65472, JCM 33325",1,1,Apilactobacillus timberlakei,Apilactobacillus,timberlakei,1,bacitracin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefoxitin
,,,,,,,,1,erythromycin
,,,,,,,,1,penicillin
,,,,,,,,1,polymyxin b
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
140816,Ar-125,"CGMCC 1.15295, JCM 30876, NRIC 0975",1,1,Aquaticitalea lipolytica,Aquaticitalea,lipolytica,1,amoxicillin
,,,,,,,,1,ampicillin
,,,,,,,,1,ceftriaxone
,,,,,,,,1,cephalexin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,nitrofurantoin
,,,,,,,,1,novobiocin
,,,,,,,,1,rifampicin
,,,,,,,,1,tetracycline
166539,Z0201,"KCTC 62450, MCCC 1H00328",1,1,Cognataquiflexum aquatile,Cognataquiflexum,aquatile,1,acetylspiramycin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clarithromycin
,,,,,,,,1,erythromycin
,,,,,,,,1,lincomycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,neomycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,ofloxacin
,,,,,,,,1,rifampicin
140504,RZW4-3-2,"JCM 30824, MCCC 1K00698",1,1,Aquimarina aggregata,Aquimarina,aggregata,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,cefazolin
,,,,,,,,1,cefoperazone
,,,,,,,,1,cephalexin
,,,,,,,,1,cephradine
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,clindamycin
,,,,,,,,1,erythromycin
158636,9Alg 151,"KCTC 23622, KMM 6462",1,1,Aquimarina algiphila,Aquimarina,algiphila,1,carbenicillin
,,,,,,,,1,cephalexin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,lincomycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,ofloxacin
,,,,,,,,1,rifampicin
,,,,,,,,1,vancomycin
158803,NS08,"KCTC 52897, MCCC 1H00191",1,1,Aquimarina celericrescens,Aquimarina,celericrescens,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,penicillin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
5591,SIO-1,"DSM 2041, ATCC 23177, IAM 14305, KCTC 22638, JCM 8515, CIP 104806, IFO 15938, KCTC 2912, LMG 1343, NBRC 15938, NCIMB 1399",1,1,Aquimarina latercula,Aquimarina,latercula,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
140593,SS2-9,"KCTC 52274, MCCC 1H00142",1,1,Aquimarina rubra,Aquimarina,rubra,1,acetylspiramycin
,,,,,,,,1,ampicillin
,,,,,,,,1,cefotaxime
,,,,,,,,1,ceftriaxone
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clindamycin
,,,,,,,,1,erythromycin
,,,,,,,,1,lincomycin
,,,,,,,,1,ofloxacin
,,,,,,,,1,penicillin g
166171,KYPY4,"BCRC 81010, KCTC 52441",1,1,Rubrivivax rivuli,Rubrivivax,rivuli,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,nalidixic acid
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
,,,,,,,,1,streptomycin
,,,,,,,,1,tetracycline
140856,D11M-2,"CGMCC 1.12921, KCTC 42673",1,1,Aquisalinus flavus,Aquisalinus,flavus,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,clarithromycin
,,,,,,,,1,erythromycin
,,,,,,,,1,kanamycin
,,,,,,,,1,norfloxacin
,,,,,,,,1,streptomycin
,,,,,,,,1,sulfamethoxazole
,,,,,,,,1,vancomycin
166153,DS48-3,"KCTC 52068, CCTCC AB 2018061",1,1,Aquisediminimonas profunda,Aquisediminimonas,profunda,1,amikacin
,,,,,,,,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,rifampicin
,,,,,,,,1,spectinomycin
,,,,,,,,1,streptomycin
,,,,,,,,1,sulbactam
,,,,,,,,1,teicoplanin
166152,CH68-4,"KCTC 62205, CCTCC AB 2018062",1,1,Aquisediminimonas sediminicola,Aquisediminimonas,sediminicola,1,amikacin
,,,,,,,,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,kanamycin
,,,,,,,,1,rifampicin
,,,,,,,,1,spectinomycin
,,,,,,,,1,streptomycin
,,,,,,,,1,sulbactam
203,"M401624/00/2, 001127, M 601624/00/2","DSM 15539, CCUG 44697, CIP 106850",1,1,Arcanobacterium hippocoleae,Arcanobacterium,hippocoleae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
199,M1590/94/3,"DSM 10002, CCUG 38888, LMG 18722, CIP 105740",1,1,Arcanobacterium phocae,Arcanobacterium,phocae,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
3765,NO-502,"DSM 17092, CIP 107990, LMG 21963",1,1,Arcicella aquatica,Arcicella,aquatica,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
159598,W63,"DSM 111014, CECT 8442, LMG 27923, CIP 110984",1,1,Arcobacter aquimarinus,Arcobacter,aquimarinus,1,erythromycin
,,,,,,,,1,nalidixic acid
2094,D2686,"DSM 8739, ATCC 49616, CDC D2686, LMG 10828, WDCM 00065, CCUG 30485, NCTC 12481, RM 4018, JCM 31724, CECT 8221, CIP 103493",1,1,Arcobacter butzleri,Arcobacter,butzleri,1,erythromycin
,,,,,,,,1,nalidixic acid
158655,F138-33,"CECT 8984, LMG 29148, CIP 111615",1,1,Malaciobacter canalis,Malaciobacter,canalis,1,cefalotin
,,,,,,,,1,cefoperazone
,,,,,,,,1,nalidixic acid
2096,KH-2,"DSM 17680, CCUG 48482, LMG 21996, CIP 108697, CECT 7203",1,1,Arcobacter cibarius,Arcobacter,cibarius,1,cefazolin
,,,,,,,,1,erythromycin
,,,,,,,,1,nalidixic acid
159585,SW28-13,"DSM 111015, CECT 7834, LMG 26153, CIP 110784",1,1,Arcobacter cloacae,Arcobacter,cloacae,1,cefazolin
,,,,,,,,1,erythromycin
,,,,,,,,1,nalidixic acid
2091,"A169/B, 02766","DSM 7289, ATCC 43158, CCUG 17801, LMG 7536, NCTC 11885, WDCM 00066, MCCM 00660, CIP 104014, LMG 9904, CCM 3933",1,1,Arcobacter cryaerophilus,Arcobacter,cryaerophilus,1,cefazolin
,,,,,,,,1,erythromycin
,,,,,,,,1,nalidixic acid
22945,SW28-11,"DSM 25359, CECT 7697, LMG 25694, JCM 33356",1,1,Arcobacter defluvii,Arcobacter,defluvii,1,cefazolin
,,,,,,,,1,erythromycin
,,,,,,,,1,nalidixic acid
159599,F128-2,"DSM 111042, CECT 8441, LMG 27922",1,1,Halarcobacter ebronensis,Halarcobacter,ebronensis,1,erythromycin
,,,,,,,,1,nalidixic acid
160690,F79-6T,"DSM 25472, LMG 26155, CECT 7837",1,1,Pseudarcobacter ellisii,Pseudarcobacter,ellisii,1,cefazolin
,,,,,,,,1,erythromycin
,,,,,,,,1,nalidixic acid
140702,MA5,"LMG 28652, JCM 31147",1,1,Arcobacter lekithochrous,Arcobacter,lekithochrous,1,cefoperazone
2097,LA31B,"CCUG 53805, DSM 18005, ATCC BAA-1022, CIP 108450",1,1,Arcobacter halophilus,Arcobacter,halophilus,1,cefazolin
,,,,,,,,1,erythromycin
,,,,,,,,1,nalidixic acid
132928,,"DSM 100870, CECT 8942, LFT 1.7",1,1,Arcobacter lekithochrous,Arcobacter,lekithochrous,1,cefoperazone
2092,CI,"CCUG 15892, CECT 7204, DSM 7299, ATCC 33309, CCUG 15893, LMG 7604, NCTC 12251, JCM 33357, CIP 103745",1,1,Arcobacter nitrofigilis,Arcobacter,nitrofigilis,1,cefazolin
,,,,,,,,1,erythromycin
,,,,,,,,1,nalidixic acid
155204,,"CCUG 56899, LMG 24487",1,1,Arcobacter porcinus,Arcobacter,porcinus,1,cefazolin
,,,,,,,,1,erythromycin
,,,,,,,,1,nalidixic acid
2095,"WCDM 00067, 449/80","DSM 7302, ATCC 51132, CCUG 10374, LMG 6621, WRI 449/80, JCM 33358, CIP 103538, CIP 103588, NCTC 12713, WDCM 00067, CECT 8223, CIP 1035838T",1,1,Arcobacter skirrowii,Arcobacter,skirrowii,1,cefazolin
,,,,,,,,1,cephalothin
,,,,,,,,1,erythromycin
,,,,,,,,1,nalidixic acid
2099,strain 16389,"DSM 23385, CCUG 56902, LMG 24486",1,1,Arcobacter thereius,Arcobacter,thereius,1,cefazolin
,,,,,,,,1,erythromycin
,,,,,,,,1,nalidixic acid
2101,"64, 64/2-45d5/R-39974","DSM 25469, LMG 25534, CCUG 59229, CIP 110286",1,1,Arcobacter trophiarum,Arcobacter,trophiarum,1,cefazolin
,,,,,,,,1,erythromycin
,,,,,,,,1,nalidixic acid
140651,MN12-7,"KCTC 32015, CIP 110422",1,1,Arcticibacter svalbardensis,Arcticibacter,svalbardensis,1,ampicillin
,,,,,,,,1,cefoperazone
,,,,,,,,1,cefotaxime
,,,,,,,,1,cefuroxime
,,,,,,,,1,chloramphenicol
,,,,,,,,1,ciprofloxacin
,,,,,,,,1,colistin
,,,,,,,,1,erythromycin
,,,,,,,,1,lincomycin
,,,,,,,,1,lomefloxacin
133367,SM1504,"KCTC 42716, CCTCC AB 2015348",1,1,Arcticibacterium luteifluviistationis,Arcticibacterium,luteifluviistationis,1,ampicillin
,,,,,,,,1,carbenicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,gentamicin
,,,,,,,,1,lincomycin
,,,,,,,,1,penicillin g
,,,,,,,,1,rifampicin
140943,SM1212,"MCCC 1K00234, KCTC 32514",1,1,Psychroserpens luteus,Psychroserpens,luteus,1,ampicillin
,,,,,,,,1,chloramphenicol
,,,,,,,,1,erythromycin
,,,,,,,,1,novobiocin
,,,,,,,,1,penicillin g
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
166366,JC631,"KCTC 72002, NBRC 114071",1,1,Arenibacter lacus,Arenibacter,lacus,1,chloramphenicol
,,,,,,,,1,gentamicin
,,,,,,,,1,penicillin
,,,,,,,,1,tetracycline
,,,,,,,,1,vancomycin
5481,,"DSM 15913, CCUG 45454, CIP 106861, JCM 13508, KMM 426, LMG 19693, VKM B-2137D, LMG 19694",1,1,Arenibacter latericius,Arenibacter,latericius,1,"0129 (2,4-Diamino-6,7-di-iso-propylpteridine phosphate)"
