ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Ability of spore formation"
13211,101,"DSM 43827, ATCC 29888, IAM 14280, IFO 14064, IMET 9740, IMRU 3971, JCM 3225, KCC A-0225, NBRC 14064, BCRC 13449, IMSNU 20048, KCTC 9125, KCTC 9184, NCIMB 13271, NRRL B-12336, VKM Ac-843",1,1,"Actinosynnema mirum",Actinosynnema,mirum,1
133106,EBR-4-2,"KCTC 33604, JCM 30447",1,1,"Actinotalea caeni",Actinotalea,caeni,0
,,,,,,,,1
146,R9242,"KCTC 15231, DSM 15805, CCUG 46093, CIP 107424",1,1,"Actinotignum urinale",Actinotignum,urinale,0
159835,J103,"DSM 104434, MCCC 1K03288",1,1,"Acuticoccus kandeliae",Acuticoccus,kandeliae,0
133587,6515J-31,"KACC 14117, NBRC 106133",1,1,"Adhaeribacter aerolatus",Adhaeribacter,aerolatus,0
133589,6424S-25,"KACC 14118, NBRC 106134",1,1,"Adhaeribacter aerophilus",Adhaeribacter,aerophilus,0
22982,NR06,"DSM 22242, CCUG 57646, KCTC 15365",1,1,"Adlercreutzia caecicola",Adlercreutzia,caecicola,0
3077,B7,"DSM 21839, CCUG 56815",1,1,"Adlercreutzia caecimuris",Adlercreutzia,caecimuris,0
3072,do03,"DSM 18785, JCM 14811, AHU 1763, KCTC 15587",1,1,"Adlercreutzia equolifaciens subsp. celata",Adlercreutzia,equolifaciens,0
3073,FJC-B9,"DSM 19450, CCUG 54925, JCM 14793, KCTC 15235",1,1,"Adlercreutzia equolifaciens",Adlercreutzia,equolifaciens,0
3076,Mt1B8,"DSM 19490, CCUG 54980",1,1,"Adlercreutzia mucosicola",Adlercreutzia,mucosicola,0
140913,,"ACCC 06485, JCM 30465, LAM 0050",1,1,"Advenella alkanexedens",Advenella,alkanexedens,0
384,DPN7,"DSM 17166, LMG 22922",1,1,"Advenella mimigardefordensis",Advenella,mimigardefordensis,0
166411,,"KACC 15529, NBRC 108213, IMCC 3088",1,1,"Aequoribacter fuscus",Aequoribacter,fuscus,0
133599,JC2436,"IMSNU 14137, KACC 13727, KCTC 22361, JCM 15496",1,1,"Aequorivita aestuarii",Aequorivita,aestuarii,0
24014,8-1b,"DSM 26349, CGMCC 1.11023, JCM 18497",1,1,"Aequorivita viscosa",Aequorivita,viscosa,0
158560,N.8,"KCTC 33824, JCM 31580",1,1,"Aeribacillus composti",Aeribacillus,composti,1
1766,T6,"DSM 22365, LMG 21773, NCIMB 13939, JCM 15959",1,1,"Aeriscardovia aeriphila",Aeriscardovia,aeriphila,0
226,"UW06, UW 06","DSM 15819, CCM 4911, CCUG 28831, CIP 106115, JCM 18985, ATCC 48849, LMG 19525",1,1,"Aerococcus christensenii",Aerococcus,christensenii,0
224,SS-1647,"DSM 15633, CCUG 43001, CDC 348-00, CIP 106533, JCM 11549, ATCC BAA-465",1,1,"Aerococcus sanguinicola",Aerococcus,sanguinicola,0
222,PUE,"CCUG 28094, CIP 103442, NCIMB 701636, DSM 20341, ATCC 29723, JCM 12519, NCDO 1636, LMG 11420, LMG 13989",1,1,"Aerococcus urinaeequi",Aerococcus,urinaeequi,0
225,,"CCUG 42038 B, CCM 7338, DSM 15634, ATCC BAA-464, CIP 106675, JCM 18987, CCUG 42038",1,1,"Aerococcus urinaehominis",Aerococcus,urinaehominis,0
11058,KSL-107,"DSM 16824, CIP 108938, JCM 13518, KCTC 19073, BCRC 16830",1,1,"Aeromicrobium alkaliterrae",Aeromicrobium,alkaliterrae,0
133328,9H-4,"ZIM B1021, LMG 29165, CCM 8650, JCM 32379",1,1,"Aeromicrobium choanae",Aeromicrobium,choanae,0
11064,"TYLN1, TYLNI","DSM 19355, CCTCC AB 206046, JCM 16538, NBRC 107625, CIP 110459",1,1,"Aeromicrobium flavum",Aeromicrobium,flavum,1
11066,,"DSM 24822, JCM 15749, KCCM 90079, KME 001",1,1,"Aeromicrobium halocynthiae",Aeromicrobium,halocynthiae,0
159668,,"DSM 105424, NBRC 112936, CPCC 204604",1,1,"Aeromicrobium lacus",Aeromicrobium,lacus,0
11061,,"DSM 17939, CCUG 52476, KCTC 19131, Gsoil 161, JCM 16926, JCM 15303",1,1,"Aeromicrobium panaciterrae",Aeromicrobium,panaciterrae,0
11063,SSW1-57,"DSM 19087, JCM 13811, NRRL B-24466, CIP 109549",1,1,"Aeromicrobium tamlense",Aeromicrobium,tamlense,0
23547,266,"DSM 27583, CECT 8023, LMG 26707, CIP 110626, LMG 2670",1,1,"Aeromonas australiensis",Aeromonas,australiensis,0
260,218,"CCUG 41859, CIP 74.30, DSM 13956, ATCC 51108, CIP 7430, LMG 13444",1,1,"Aeromonas bestiarum",Aeromonas,bestiarum,0
283,717,"DSM 23621, CECT 7401, LMG 24681, CIP 110205",1,1,"Aeromonas fluvialis",Aeromonas,fluvialis,0
286,A2-67,"DSM 24094, CECT 7402, LMG 24682, CIP 110203",1,1,"Aeromonas sanarellii",Aeromonas,sanarellii,0
285,A2-50,"DSM 24096, CECT 7403, LMG 24683, CIP 110204",1,1,"Aeromonas taiwanensis",Aeromonas,taiwanensis,0
159185,Dysh456,"DSM 105662, NBRC 112897",1,1,"Aerosticca soli",Aerosticca,soli,0
437,JC2043,"DSM 15266, KCTC 12043, IMSNU 14007, CIP 108412",1,1,"Aestuariibacter halophilus",Aestuariibacter,halophilus,0
438,JC2042,"DSM 15300, KCTC 12042, IMSNU 14006, CIP 108413",1,1,"Aestuariibacter salexigens",Aestuariibacter,salexigens,0
158658,DBTF-13,"KACC 19432, NBRC 113038",1,1,"Aestuariibius insulae",Aestuariibius,insulae,0
158420,D6,"DSM 105824, KCTC 39995",1,1,"Aestuariimicrobium soli",Aestuariimicrobium,soli,0
160775,,"DSM 105254, KCTC 52945, NBRC 112960, SYSU M10001",1,1,"Aestuariivirga litoralis",Aestuariivirga,litoralis,0
133571,"CC-SBABM117, SBABM117","BCRC 17964, CCM 7684, DSM 22517",1,1,"Agaricicola taiwanensis",Agaricicola,taiwanensis,0
141010,"17, 017","KCTC 42584, MCCC 1H00123",1,1,"Agarilytica rhodophyticola",Agarilytica,rhodophyticola,0
132992,hydD622,"DSM 105029, CGMCC 1.12692, KCTC 32543",1,1,"Agarivorans aestuarii",Agarivorans,aestuarii,0
133657,,"IAM 14998, LMG 21761, MKT 106, JCM 21469, NBRC 102603, CIP 108457",1,1,"Agarivorans albus",Agarivorans,albus,0
22908,WH0801,"DSM 26780, CGMCC 1.10131, NRRL B-59247",1,1,"Agarivorans gilvus",Agarivorans,gilvus,0
132395,"JK 623","DSM 29029, LMG 28559",1,1,"Agathobacter ruminis",Agathobacter,ruminis,0
132618,SR79,"DSM 100391, KCTC 15532, JCM 30795",1,1,"Agathobaculum butyriciproducens",Agathobaculum,butyriciproducens,0
164664,54-2,"JCM 33824, CCM 8896, KCTC 21120, LMG 31058, NCIMB 15154",1,1,"Agrilactobacillus yilanensis",Agrilactobacillus,yilanensis,0
140485,,"LMG 29287, HAMBI 3646, YIC 5082",1,1,"Agrobacterium salinitolerans",Agrobacterium,salinitolerans,0
13647,Ch11,"DSM 26438, CFBP 7420, HAMBI 3460, LMG 26191",1,1,"Agrobacterium skierniewicense",Agrobacterium,skierniewicense,0
7258,SSW1-48,"DSM 22002, JCM 14256, KCTC 19198",1,1,"Agrococcus jejuensis",Agrococcus,jejuensis,0
7255,K22-21,"DSM 17612, MTCC 7154, JCM 14301, CGMCC 1.7259, CGMCC 1.8869, NCIMB 14388, CIP 109379",1,1,"Agrococcus lahaulensis",Agrococcus,lahaulensis,1
7257,"K 114/01","DSM 19812, LMG 24386, CCUG 58092, JCM 16026",1,1,"Agrococcus versicolor",Agrococcus,versicolor,0
132534,"OAct-353, OAct353","DSM 28305, CGMCC 4.7180, NRRL B-59115, JCM 32487",1,1,"Agromyces binzhouensis",Agromyces,binzhouensis,0
168515,FW100M-8,"KACC 19308, NBRC 113048",1,1,"Agromyces protaetiae",Agromyces,protaetiae,0
159616,SJ-23,"DSM 105049, CGMCC 4.7419",1,1,"Agromyces tardus",Agromyces,tardus,0
7270,XIL01,"DSM 15747, CIP 108592, LMG 21954, NBRC 109083, JCM 13315, IAM 15233",1,1,"Agromyces ulmi",Agromyces,ulmi,0
132966,LZD062,"DSM 28886, JCM 30117, MCCC 1K00254",1,1,"Ahrensia marina",Ahrensia,marina,0
6086,,"DSM 19219, CCTCC AB 207002, KCTC 12885, YIM 90637",1,1,"Aidingimonas halophila",Aidingimonas,halophila,0
13844,DS2,"DSM 17890, KCTC 12586",1,1,"Albimonas donghaensis",Albimonas,donghaensis,0
133988,P-50-3,"KACC 16527, CGMCC 1.11030",1,1,"Albimonas pacifica",Albimonas,pacifica,0
394,B-5,"DSM 16502, CGMCC 1.3690",1,1,"Alcanivorax dieselolei",Alcanivorax,dieselolei,0
133431,A-11-3,"CGMCC 1.7084, LMG 24624, MCCC 1A01496",1,1,"Alcanivorax hongdengensis",Alcanivorax,hongdengensis,0
159770,SW127,"CGMCC 1.16233, KCTC 62652",1,1,"Alcanivorax indicus",Alcanivorax,indicus,0
11043,,"DSM 45001, KCTC 19149, YIM 45607, JCM 15626",1,1,"Aldersonia kunmingensis",Aldersonia,kunmingensis,0
5480,"M-3Alg 15-1","DSM 15365, KCTC 12103, KMM 3902, JCM 21761, IAM 15311, LMG 23347, LMG 22573, NBRC 100591",1,1,"Algibacter lectus",Algibacter,lectus,0
18152,DG1253,"DSM 24793, ATCC BAA-2243",1,1,"Algiphilus aromaticivorans",Algiphilus,aromaticivorans,0
17711,T4,"DSM 19759, LMG 24398, NCIMB 14399",1,1,"Algoriphagus aquaeductus",Algoriphagus,aquaeductus,0
133458,A8-7,"CGMCC 1.7030, NBRC 104237",1,1,"Algoriphagus aquatilis",Algoriphagus,aquatilis,0
164479,F21,"JCM 33187, KCTC 72106, KEMB 2250-007",1,1,"Algoriphagus aquimaris",Algoriphagus,aquimaris,0
133817,,"KCTC 23759, CCUG 61890, CAU 1002",1,1,"Algoriphagus chungangensis",Algoriphagus,chungangensis,0
17698,JC2051,"DSM 15292, IMSNU 14013, KCTC 12051, CIP 108304",1,1,"Algoriphagus halophilus",Algoriphagus,halophilus,0
17712,7-UAH,"DSM 19315, CCM 7449, CECT 7267",1,1,"Algoriphagus hitonicola",Algoriphagus,hitonicola,0
133329,S61,"DSM 102044, CCTCC AB 2015446",1,1,"Algoriphagus iocasae",Algoriphagus,iocasae,0
167490,XY-J91,"MCCC 1K03612, KCTC 72216",1,1,"Algoriphagus kandeliae",Algoriphagus,kandeliae,0
170941,N3,"KCTC 62622, MCCC 1H00308",1,1,"Algoriphagus lacus",Algoriphagus,lacus,0
133541,S1-3,"KCTC 22630, CCUG 57608",1,1,"Algoriphagus lutimaris",Algoriphagus,lutimaris,0
23439,PR1,"DSM 24695, ATCC BAA-2233",1,1,"Algoriphagus machipongonensis",Algoriphagus,machipongonensis,0
17700,JC2050,"DSM 15301, IMSNU 14012, KCTC 12050, CIP 108302",1,1,"Algoriphagus mannitolivorans",Algoriphagus,mannitolivorans,0
133701,DPG-3,"KCTC 23419, CCUG 60523",1,1,"Algoriphagus namhaensis",Algoriphagus,namhaensis,0
17699,JC2052,"DSM 15282, IMSNU 14014, KCTC 12052, CIP 108303",1,1,"Algoriphagus ornithinivorans",Algoriphagus,ornithinivorans,0
17708,DS-44,"DSM 22685, CIP 108837, KCTC 12545",1,1,"Algoriphagus terrigena",Algoriphagus,terrigena,0
17701,"M-2Alg 14","DSM 15360, CCUG 47094, KMM 3956, LMG 21969, CIP 108557, JCM 13505",1,1,"Algoriphagus winogradskyi",Algoriphagus,winogradskyi,0
24720,12C11,"DSM 25035, CGMCC 1.11027, MCCC 1F01099",1,1,"Algoriphagus zhangzhouensis",Algoriphagus,zhangzhouensis,0
414,TA-67,"DSM 14558, IAM 14935, NRIC 0496, JCM 21417, CIP 107723, NBRC 100859, NRIC 6496",1,1,"Alicyclobacillus acidiphilus",Alicyclobacillus,acidiphilus,1
133505,ZJ-6,"CGMCC 1.7072, NBRC 104953",1,1,"Alicyclobacillus aeris",Alicyclobacillus,aeris,1
429,3-A191,"DSM 17975, IAM 15224, JCM 21678, NBRC 103102",1,1,"Alicyclobacillus contaminans",Alicyclobacillus,contaminans,1
430,S-TAB,"DSM 17978, IAM 15229, JCM 21683, NBRC 103109",1,1,"Alicyclobacillus fastidiosus",Alicyclobacillus,fastidiosus,1
435,TC-34,"DSM 22381, CGMCC 1.6357, JCM 15090",1,1,"Alicyclobacillus ferrooxydans",Alicyclobacillus,ferrooxydans,1
431,5-A83J,"DSM 17979, IAM 15227, JCM 21681, NBRC 103104",1,1,"Alicyclobacillus kakegawensis",Alicyclobacillus,kakegawensis,1
432,5A-239-2O-A,"DSM 17980, IAM 15370, JCM 21814",1,1,"Alicyclobacillus macrosporangiidus",Alicyclobacillus,macrosporangiidus,1
158721,USBA-GBX-503,"CMPUJ UGB U503, CBMAI 1927",1,1,"Alicyclobacillus montanus",Alicyclobacillus,montanus,1
428,RB-718,"DSM 17974, IAM 15230, JCM 21684, NBRC 103105",1,1,"Alicyclobacillus sacchari",Alicyclobacillus,sacchari,1
433,4A-336,"DSM 17981, IAM 15226, JCM 21680, NBRC 103103",1,1,"Alicyclobacillus shizuokensis",Alicyclobacillus,shizuokensis,1
130150,ACK006,"DSM 25924, KCTC 33022",1,1,"Alicyclobacillus tengchongensis",Alicyclobacillus,tengchongensis,1
425,CsHg2,"DSM 16176",1,1,"Alicyclobacillus vulcanalis",Alicyclobacillus,vulcanalis,1
6238,CF12-14,"DSM 22154, CCTCC AB 208166, KACC 13974",1,1,"Aliidiomarina maris",Aliidiomarina,maris,0
133375,Y4G10-17,"CGMCC 1.15759, KCTC 52381",1,1,"Aliidiomarina soli",Aliidiomarina,soli,0
133686,AIT1,"JCM 16052, BCRC 80035, NCCB 100321",1,1,"Aliidiomarina taiwanensis",Aliidiomarina,taiwanensis,0
133344,7M-Z19,"NBRC 112240, KCTC 52134, CGMCC 1.15725, DSM 107831",1,1,"Aliidongia dinghuensis",Aliidongia,dinghuensis,0
24787,,"DSM 21986, ACCC 10715, KCTC 23442, YIM D15",1,1,"Fodinibius roseus",Fodinibius,roseus,0
140954,KHM44,"KACC 19060, NBRC 112531",1,1,"Fodinibius salicampi",Fodinibius,salicampi,0
24788,,"DSM 21194, ACCC 10714, YIM J21",1,1,"Fodinibius sediminis",Fodinibius,sediminis,0
133419,E3,"CGMCC 1.7001, JCM 15139",1,1,"Aliiglaciecola lipolytica",Aliiglaciecola,lipolytica,0
167643,A6024,"KCTC 72114, MCCC 1K03595",1,1,"Aliiroseovarius marinus",Aliiroseovarius,marinus,0
166218,MYP11,"KCTC 62899 NBRC 113544",1,1,"Aliishimia ponticola",Aliishimia,ponticola,0
17252,HI7751,"DSM 21110, ATCC 43839, CIP 103166, LMG 7904, NCIMB 2262",1,1,"Aliivibrio salmonicida",Aliivibrio,salmonicida,0
159608,5CBH24,"DSM 108979, JCM 32850",1,1,"Alistipes communis",Alistipes,communis,0
14030,,"DSM 17242, CCUG 46020, CIP 107999, KCTC 15236, AHN 2437, JCM 16770, VTT E-093113T",1,1,"Alistipes finegoldii",Alistipes,finegoldii,0
14033,,"DSM 22520, JCM 16068, YIT 12060",1,1,"Alistipes indistinctus",Alistipes,indistinctus,0
14031,,"KCTC 15237, DSM 19147, ATCC BAA-1178, CCUG 48946, WAL 8169, JCM 16771",1,1,"Alistipes onderdonkii",Alistipes,onderdonkii,0
14032,,"DSM 19121, ATCC BAA-1179, CCUG 48947, KCTC 15238, WAL 8301, JCM 16773",1,1,"Alistipes shahii",Alistipes,shahii,0
545,4AG,"DSM 15448, ATCC BAA-956, CIP 109217, JCM 13893",1,1,"Alkalibacillus filiformis",Alkalibacillus,filiformis,1
549,ISL-17,"DSM 23520, CCUG 56753, KCTC 13258, ISL -17",1,1,"Alkalibacillus flavidus",Alkalibacillus,flavidus,1
535,"WN 13","DSM 5271, ATCC 700606, JCM 12303, CIP 106702, IAM 14937, LMG 17943, NBRC 103110",1,1,"Alkalibacillus haloalkaliphilus",Alkalibacillus,haloalkaliphilus,0
,,,,,,,,1
548,,"DSM 17369, KCTC 3990, YIM 012",1,1,"Alkalibacillus halophilus",Alkalibacillus,halophilus,1
546,"BH163, 9.101","DSM 16460, JCM 13894, KCTC 3916, CIP 108970",1,1,"Alkalibacillus salilacus",Alkalibacillus,salilacus,1
547,BM2,"DSM 18495, JCM 14193, CIP 109569",1,1,"Alkalibacillus silvisoli",Alkalibacillus,silvisoli,1
22946,3AD-1,"DSM 25751, JCM 18271",1,1,"Alkalibacterium gilvum",Alkalibacterium,gilvum,0
134116,M3,"JCM 12662, NCIMB 14024, BCRC 17791, CIP 108873",1,1,"Alkalibacterium iburiense",Alkalibacterium,iburiense,0
134250,A11,"JCM 14232, NCIMB 14253",1,1,"Alkalibacterium indicireducens",Alkalibacterium,indicireducens,0
2243,T22-1-2,"DSM 19180, NBRC 103247, NRIC 0724",1,1,"Alkalibacterium kapii",Alkalibacterium,kapii,0
2246,T143-1-1,"DSM 19183, NBRC 103242, NRIC 0719",1,1,"Alkalibacterium pelagium",Alkalibacterium,pelagium,0
2245,T129-2-1,"DSM 19182, NBRC 103243, NRIC 0720",1,1,"Alkalibacterium putridalgicola",Alkalibacterium,putridalgicola,0
2244,T117-1-2,"DSM 19181, NBRC 103241, NRIC 0718",1,1,"Alkalibacterium thalassium",Alkalibacterium,thalassium,0
5453,CP11,"CCUG 57164, DSM 22112, ATCC BAA-1772, KCTC 15124",1,1,"Alkalibaculum bacchi",Alkalibaculum,bacchi,0
1278,,"DSM 19154, LMG 21005, NCIMB 14102",1,1,"Alkalicoccobacillus murimartini",Alkalicoccobacillus,murimartini,1
1277,CG-15,"DSM 18086, CCM 7371, CECT 7153, CGMCC 1.6292, CIP 109712",1,1,"Alkalicoccus chagannorensis",Alkalicoccus,chagannorensis,1
22921,,"DSM 26767, CGMCC 1.10369, DLS 13, JCM 17097, NBRC 107572",1,1,"Alkalicoccus daliensis",Alkalicoccus,daliensis,1
140264,BZ-SZ-XJ29,"DSM 29191, CGMCC 1.12936, JCM 30193",1,1,"Alkalicoccus halolimnae",Alkalicoccus,halolimnae,0
1235,6AG,"DSM 15402, ATCC BAA-957",1,1,"Alkalicoccus saliphilus",Alkalicoccus,saliphilus,0
132547,BZ-SZ-XJ18,"DSM 29145, JCM 30195",1,1,"Alkalicoccus urumqiensis",Alkalicoccus,urumqiensis,0
572,1,"DSM 485, ATCC 27647, JCM 5262, NCIB 10436, NCIB 8772, NCTC 4553, CCUG 28516, NRRL B-14309, BCRC 15419, CECT 1, CGMCC 1.3604, CIP 103410, IAM 12461, IFO 15653, KCTC 1824, KCTC 3884, LMG 17938, LMG 7120, NBRC 15653, NCIMB 10436, NCIMB 8772, NRRL NRS-1548, VTT E-87298",1,1,"Alkalihalobacillus alcalophilus",Alkalihalobacillus,alcalophilus,1
1229,JMM-4,"DSM 16346, CIP 108766, JCM 12340",1,1,"Alkalihalobacillus macyae",Alkalihalobacillus,macyae,1
1294,SU1,"DSM 25300, KCTC 13244, NBRC 102646",1,1,"Alkalihalobacillus trypoxylicola",Alkalihalobacillus,trypoxylicola,1
1300,GMBAE72,"DSM 21297, JCM 15719, GMBE 72",1,1,"Alkalihalophilus marmarensis",Alkalihalophilus,marmarensis,1
134258,AC40,"JCM 14267, NCIMB 14266, CIP 109634",1,1,"Alkalimonas collagenimarina",Alkalimonas,collagenimarina,0
140294,X-07-02,"DSM 26418, VKM B-2746",1,1,"Alkaliphilus namsaraevii",Alkaliphilus,namsaraevii,1
160373,LacV,"DSM 100017, JCM 30644",1,1,"Alkaliphilus pronyensis",Alkaliphilus,pronyensis,1
160178,LacT,"DSM 100337, JCM 30643",1,1,"Alkaliphilus serpentinus",Alkaliphilus,serpentinus,1
17816,SC/BZ-SP2,"DSM 24412, ATCC BAA-2172",1,1,"Alkalitalea saponilacus",Alkalitalea,saponilacus,0
130802,MN154.3,"DSM 14804, LMG 22842",1,1,"Alkanibacter difficilis",Alkanibacter,difficilis,0
133636,B3A,"BCRC 17939, LMG 24826",1,1,"Allobacillus halotolerans",Allobacillus,halotolerans,1
141012,,"NBRC 110719, DSM 29531, CPCC 204077",1,1,"Allobranchiibius huperziae",Allobranchiibius,huperziae,0
8051,Sco-B14,"DSM 45362, KCTC 19661",1,1,"Allocatelliglobosispora scoriae",Allocatelliglobosispora,scoriae,1
132684,08HL01032,"DSM 102975, ATCC BAA-2361, CCUG 60119, NCTC 13503",1,1,"Allofrancisella guangzhouensis",Allofrancisella,guangzhouensis,0
132682,,"DSM 101834, KCTC 42968, SYSU YG23",1,1,"Allofrancisella inopinata",Allofrancisella,inopinata,0
132993,H94,"DSM 24882, CGMCC 1.10800, JCM 17555",1,1,"Allohahella marinimesophila",Allohahella,marinimesophila,0
2249,,"DSM 7252, ATCC 51267, NCFB 2890, CCUG 32997, CIP 103508",1,1,"Alloiococcus otitis",Alloiococcus,otitis,0
13509,R761-7,"DSM 44149, ATCC 55061, JCM 9917, KCTC 9837, NBRC 101910, NRRL B-24461, CGMCC 4.1881, NCIMB 13433",1,1,"Allokutzneria albata",Allokutzneria,albata,1
24457,,"DSM 45532, JCM 17342, YIM 120521",1,1,"Allokutzneria multivorans",Allokutzneria,multivorans,1
11192,I10A-01259,"DSM 45601, CPCC 203428, KCTC 19844, JCM 31480, JCM 31481",1,1,"Allonocardiopsis opalescens",Allonocardiopsis,opalescens,1
13641,DN316,"DSM 26385, CICC 10378, HAMBI 3454, LMG 23925",1,1,"Allorhizobium borbori",Allorhizobium,borbori,0
134338,505,"LMG 24253, CGMCC 1.7048",1,1,"Allorhizobium oryzae",Allorhizobium,oryzae,0
1767,,"DSM 21503, CCUG 31649, LMG 23792, CIP 109610",1,1,"Alloscardovia omnicolens",Alloscardovia,omnicolens,0
160006,"GLDI 4/2, GLDI4/2","DSM 106019, JCM 32430",1,1,"Alloscardovia theropitheci",Alloscardovia,theropitheci,0
140346,MOZIV/2,"DSM 100237, CCM 8604, LMG 28781",1,1,"Alloscardovia venturai",Alloscardovia,venturai,0
14296,YC7378,"DSM 21593, KCTC 22446",1,1,"Allosphingosinicella vermicomposti",Allosphingosinicella,vermicomposti,0
133062,,"DSM 42178, CGMCC 4.7247, YIM DR4008",1,1,"Allostreptomyces psammosilenae",Allostreptomyces,psammosilenae,1
159775,SH9,"JCM 32501, CCTCC AB 2017284",1,1,"Alsobacter soli",Alsobacter,soli,0
166461,NS1,"CGMCC 1.13679, NBRC 113553",1,1,"Tsuneonella amylolytica",Tsuneonella,amylolytica,0
140729,JSSK-8,"KCTC 52763, NBRC 112764",1,1,"Pontixanthobacter aquaemixtae",Pontixanthobacter,aquaemixtae,0
166167,SSKS-13,"KACC 19863, KCTC 62900, NBRC 113545",1,1,"Alteraurantiacibacter aquimixticola",Alteraurantiacibacter,aquimixticola,0
133169,KEM-4,"KCTC 52259, NBRC 112305",1,1,"Pontixanthobacter confluentis",Pontixanthobacter,confluentis,0
158660,S-54,"KEMB 9005-542, KACC 19119, NBRC 112676",1,1,"Altererythrobacter fulvus",Altererythrobacter,fulvus,0
133814,KJ7,"KACC 16190, JCM 17802",1,1,"Pontixanthobacter gangjinensis",Pontixanthobacter,gangjinensis,0
166460,BPTF-M16,"KCTC 62421, KACC 19609, NBRC 113190",1,1,"Altererythrobacter insulae",Altererythrobacter,insulae,0
134119,SW-109,"KCTC 12311, JCM 12599, CIP 108783, CGMCC 1.7690",1,1,"Pontixanthobacter luteolus",Pontixanthobacter,luteolus,0
133297,,"CAU 1172, KCTC 42453, NBRC 110917",1,1,"Pontixanthobacter sediminis",Pontixanthobacter,sediminis,0
133205,JC229,"LMG 28999, KCTC 33726",1,1,"Alteribacillus alkaliphilus",Alteribacillus,alkaliphilus,1
1573,P4B,"DSM 25260, CCM 7963, CECT 7998, IBRC-M 10614, KCTC 13821",1,1,"Alteribacillus bidgolensis",Alteribacillus,bidgolensis,1
1317,X5B,"DSM 23995, IBRC 10446",1,1,"Alteribacillus iranensis",Alteribacillus,iranensis,1
1572,HS136,"DSM 21632, CCM 7595, JCM 15720, LMG 25222",1,1,"Alteribacillus persepolensis",Alteribacillus,persepolensis,1
1254,K1-5,"DSM 18675, CCM 7447, NCAIM B002265, CIP 109837",1,1,"Alteribacter aurantiacus",Alteribacter,aurantiacus,1
164197,M30,"JCM 32118, CGMCC 1.16739, MCC 3010",1,1,"Alteribacter natronophilus",Alteribacter,natronophilus,1
158381,FJAT-45347,"DSM 104632, CCTCC AB 2016257",1,1,"Alteribacter populi",Alteribacter,populi,1
449,R10SW13,"DSM 15446, KCTC 12195, KMM 3600, LMG 22532, CIP 108794",1,1,"Alteromonas stellipolaris",Alteromonas,stellipolaris,0
140995,JDTF-113,"KCTC 52655, NBRC 112708",1,1,"Alteromonas aestuariivivens",Alteromonas,aestuariivivens,0
134153,F-32,"CECT 7067, LMG 22958, CIP 109083",1,1,"Alteromonas hispanica",Alteromonas,hispanica,0
134088,TF-22,"KCCM 41775, JCM 12188, CIP 108505, LMG 23846",1,1,"Alteromonas litorea",Alteromonas,litorea,0
140746,5.12,"LMG 29661, MCC 3250",1,1,"Alteromonas pelagimontana",Alteromonas,pelagimontana,0
134230,,"BCRC 17572, JCM 13896, AS 1",1,1,"Alteromonas simiduii",Alteromonas,simiduii,0
447,"ANT69a, R-15466","DSM 15691, LMG 21861, CIP 108513, ANT 69a",1,1,"Alteromonas stellipolaris",Alteromonas,stellipolaris,0
134229,AT1,"BCRC 17571, JCM 13895",1,1,"Alteromonas tagae",Alteromonas,tagae,0
17782,ILE-2,"DSM 16581, JCM 14039",1,1,"Aminiphilus circumscriptus",Aminiphilus,circumscriptus,0
158376,FH042,"DSM 103574, JCM 31555",1,1,"Aminipila butyrica",Aminipila,butyrica,0
24744,4F6E,"DSM 25964, JCM 18417",1,1,"Aminivibrio pyruvatiphilus",Aminivibrio,pyruvatiphilus,0
16790,SR,"DSM 19636, VKM B-2461",1,1,"Ammonifex thiophilus",Ammonifex,thiophilus,1
11378,RAOx-1,"DSM 11538, ATCC 700649, HAMBI 2283, CIP 105538",1,1,"Ammoniphilus oxalaticus",Ammoniphilus,oxalaticus,1
11379,RAOx-FS,"DSM 11537, ATCC 700648, HAMBI 2284, CIP 105539",1,1,"Ammoniphilus oxalivorans",Ammoniphilus,oxalivorans,1
132587,CC-RT-E,"DSM 24738, BCRC 80314",1,1,"Ammoniphilus resinae",Ammoniphilus,resinae,1
158714,1T4Z-3,"KCTC 39983, CGMCC 1.16066",1,1,"Amnibacterium endophyticum",Amnibacterium,endophyticum,0
166423,M8JJ-5,"KCTC 49089, CGMCC 1.16390",1,1,"Amnibacterium flavum",Amnibacterium,flavum,0
134038,PB243,"KCTC 33147, JCM 19015, DSM 107362",1,1,"Amnibacterium soli",Amnibacterium,soli,0
17873,"R5 Sph 026, RS.Sph.026","DSM 19760, LMG 24307",1,1,"Amorphus coralli",Amorphus,coralli,0
24748,YC6899,"DSM 23349, KACC 14912, NBRC 107845",1,1,"Amorphus suaedae",Amorphus,suaedae,0
1408,JW/BP-GSL-QD,"DSM 23721, ATCC BAA-2118, NBRC 11149",1,1,"Amphibacillus cookii",Amphibacillus,cookii,1
133954,N314,"JCM 18529, NCIMB 14823",1,1,"Amphibacillus iburiensis",Amphibacillus,iburiensis,1
23741,C40,"DSM 27992, JCM 17250, NCIMB 14686",1,1,"Amphibacillus indicireducens",Amphibacillus,indicireducens,1
1407,Y1,"DSM 24783, CGMCC 1.5123, JCM 16149",1,1,"Amphibacillus jilinensis",Amphibacillus,jilinensis,1
