ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,Cell width
17711,T4,"DSM 19759, LMG 24398, NCIMB 14399",1,1,Algoriphagus aquaeductus,Algoriphagus,aquaeductus,0.5-2.5
140706,KEM-10,"KCTC 52839, NBRC 112780",1,1,Algoriphagus aquaemixtae,Algoriphagus,aquaemixtae,0.2-0.6
133458,A8-7,"CGMCC 1.7030, NBRC 104237",1,1,Algoriphagus aquatilis,Algoriphagus,aquatilis,0.3
17704,,"DSM 23399, CCUG 47101, KMM 3958, LMG 21971, CIP 108555",1,1,Algoriphagus aquimarinus,Algoriphagus,aquimarinus,0.6
164479,F21,"JCM 33187, KCTC 72106, KEMB 2250-007",1,1,Algoriphagus aquimaris,Algoriphagus,aquimaris,0.7-0.8
17702,T22,"DSM 17298, ATCC BAA-1189, NBRC 101277, JCM 18970",1,1,Algoriphagus boritolerans,Algoriphagus,boritolerans,0.35
17705,,"CIP 108556, DSM 19830, CCUG 47095, KMM 3957, LMG 21970",1,1,Algoriphagus chordae,Algoriphagus,chordae,0.6
133817,,"KCTC 23759, CCUG 61890, CAU 1002",1,1,Algoriphagus chungangensis,Algoriphagus,chungangensis,0.5
140941,HJM-2,"KCTC 42704, NBRC 111222",1,1,Algoriphagus confluentis,Algoriphagus,confluentis,0.2-0.5
17698,JC2051,"DSM 15292, IMSNU 14013, KCTC 12051, CIP 108304",1,1,Algoriphagus halophilus,Algoriphagus,halophilus,0.3-0.5
17712,7-UAH,"DSM 19315, CCM 7449, CECT 7267",1,1,Algoriphagus hitonicola,Algoriphagus,hitonicola,0.3
133329,S61,"DSM 102044, CCTCC AB 2015446",1,1,Algoriphagus iocasae,Algoriphagus,iocasae,0.4-0.6
133687,,"KCTC 22647, JCM 16112, CNU 040",1,1,Algoriphagus jejuensis,Algoriphagus,jejuensis,0.3-0.5
167490,XY-J91,"MCCC 1K03612, KCTC 72216",1,1,Algoriphagus kandeliae,Algoriphagus,kandeliae,0.5-0.8
170941,N3,"KCTC 62622, MCCC 1H00308",1,1,Algoriphagus lacus,Algoriphagus,lacus,0.3-0.5
133258,OITF-19,"KCTC 52456, NBRC 112418",1,1,Algoriphagus litorisediminis,Algoriphagus,litorisediminis,0.2-0.4
17707,MSS-170,"DSM 23445, KCTC 12310, JCM 12597, CIP 108874",1,1,Algoriphagus locisalis,Algoriphagus,locisalis,0.55
133541,S1-3,"KCTC 22630, CCUG 57608",1,1,Algoriphagus lutimaris,Algoriphagus,lutimaris,0.55
23439,PR1,"DSM 24695, ATCC BAA-2233",1,1,Algoriphagus machipongonensis,Algoriphagus,machipongonensis,0.5
17700,JC2050,"DSM 15301, IMSNU 14012, KCTC 12050, CIP 108302",1,1,Algoriphagus mannitolivorans,Algoriphagus,mannitolivorans,0.4-0.5
140525,am2,"KCTC 52549, MCCC 1H00178",1,1,Algoriphagus marinus,Algoriphagus,marinus,0.4-0.5
141011,KEM-106,"KCTC 52979, NBRC 112904",1,1,Algoriphagus marisflavi,Algoriphagus,marisflavi,0.3-0.6
133701,DPG-3,"KCTC 23419, CCUG 60523",1,1,Algoriphagus namhaensis,Algoriphagus,namhaensis,0.2-0.4
133513,"CC-Hsuan-617, Hsuan-617","BCRC 17886, CCUG 57471, DSM 22140",1,1,Algoriphagus olei,Algoriphagus,olei,0.5
17699,JC2052,"DSM 15282, IMSNU 14014, KCTC 12052, CIP 108303",1,1,Algoriphagus ornithinivorans,Algoriphagus,ornithinivorans,0.3-0.4
133121,NH1,"MCCC 1H00140, KCTC 52228",1,1,Algoriphagus resistens,Algoriphagus,resistens,0.5-1.0
140228,W29,"DSM 100160, KCTC 42940, MCC 2876",1,1,Algoriphagus roseus,Algoriphagus,roseus,0.3-0.5
164064,M8-2,"JCM 31446, LMG 29969",1,1,Algoriphagus sanaruensis,Algoriphagus,sanaruensis,0.2-0.5
17708,DS-44,"DSM 22685, CIP 108837, KCTC 12545",1,1,Algoriphagus terrigena,Algoriphagus,terrigena,0.4-0.6
17710,,"DSM 17529, KCTC 12716, KMM 6241",1,1,Algoriphagus vanfongensis,Algoriphagus,vanfongensis,0.45
17701,M-2Alg 14,"DSM 15360, CCUG 47094, KMM 3956, LMG 21969, CIP 108557, JCM 13505",1,1,Algoriphagus winogradskyi,Algoriphagus,winogradskyi,0.6
17706,MSS-160,"DSM 23446, CIP 108748, JCM 12598, KCTC 12309",1,1,Algoriphagus yeomjeoni,Algoriphagus,yeomjeoni,0.55
24720,12C11,"DSM 25035, CGMCC 1.11027, MCCC 1F01099",1,1,Algoriphagus zhangzhouensis,Algoriphagus,zhangzhouensis,0.65
498,AAM1,"DSM 23064, BCRC 17888, JCM 15522, JCM 31907",1,1,Aliagarivorans marinus,Aliagarivorans,marinus,1.1
499,AAT1,"DSM 22990, BCRC 17889, JCM 15537",1,1,Aliagarivorans taiwanensis,Aliagarivorans,taiwanensis,0.85
170901,F199,"CECT 9230, LMG 30050",1,1,Arcobacter vitoriensis,Arcobacter,vitoriensis,0.4-0.5
414,TA-67,"DSM 14558, IAM 14935, NRIC 0496, JCM 21417, CIP 107723, NBRC 100859, NRIC 6496",1,1,Alicyclobacillus acidiphilus,Alicyclobacillus,acidiphilus,0.9-1.1
133505,ZJ-6,"CGMCC 1.7072, NBRC 104953",1,1,Alicyclobacillus aeris,Alicyclobacillus,aeris,0.5
429,3-A191,"DSM 17975, IAM 15224, JCM 21678, NBRC 103102",1,1,Alicyclobacillus contaminans,Alicyclobacillus,contaminans,0.8-0.9
430,S-TAB,"DSM 17978, IAM 15229, JCM 21683, NBRC 103109",1,1,Alicyclobacillus fastidiosus,Alicyclobacillus,fastidiosus,0.9-1
435,TC-34,"DSM 22381, CGMCC 1.6357, JCM 15090",1,1,Alicyclobacillus ferrooxydans,Alicyclobacillus,ferrooxydans,0.4-0.6
431,5-A83J,"DSM 17979, IAM 15227, JCM 21681, NBRC 103104",1,1,Alicyclobacillus kakegawensis,Alicyclobacillus,kakegawensis,0.6-0.7
432,5A-239-2O-A,"DSM 17980, IAM 15370, JCM 21814",1,1,Alicyclobacillus macrosporangiidus,Alicyclobacillus,macrosporangiidus,0.7-0.8
158721,USBA-GBX-503,"CMPUJ UGB U503, CBMAI 1927",1,1,Alicyclobacillus montanus,Alicyclobacillus,montanus,0.5-1.0
428,RB-718,"DSM 17974, IAM 15230, JCM 21684, NBRC 103105",1,1,Alicyclobacillus sacchari,Alicyclobacillus,sacchari,0.6-0.7
433,4A-336,"DSM 17981, IAM 15226, JCM 21680, NBRC 103103",1,1,Alicyclobacillus shizuokensis,Alicyclobacillus,shizuokensis,0.7-0.8
425,CsHg2,DSM 16176,1,1,Alicyclobacillus vulcanalis,Alicyclobacillus,vulcanalis,0.55
166399,CA12,"DSM 100707, LMG 29076",1,1,Alienimonas californiensis,Alienimonas,californiensis,1.3-1.8
167924,"LzC2, LGMXXXX","LMG 31701, CECT 30038",1,1,Alienimonas chondri,Alienimonas,chondri,0.8-1.2
166424,F3105,"MCCC 1H00223, KCTC 52891",1,1,Aliidiomarina celeris,Aliidiomarina,celeris,0.6-0.9
140844,GBPy7,"IBRC-M 10763, CECT 8339",1,1,Aliidiomarina iranensis,Aliidiomarina,iranensis,0.6-0.9
6238,CF12-14,"DSM 22154, CCTCC AB 208166, KACC 13974",1,1,Aliidiomarina maris,Aliidiomarina,maris,0.3-0.6
140532,GBSy1,"CECT 8340, IBRC-M 10764",1,1,Aliidiomarina sedimenti,Aliidiomarina,sedimenti,0.3-0.4
133375,Y4G10-17,"CGMCC 1.15759, KCTC 52381",1,1,Aliidiomarina soli,Aliidiomarina,soli,0.1-0.3
133686,AIT1,"JCM 16052, BCRC 80035, NCCB 100321",1,1,Aliidiomarina taiwanensis,Aliidiomarina,taiwanensis,0.5-0.8
133344,7M-Z19,"NBRC 112240, KCTC 52134, CGMCC 1.15725, DSM 107831",1,1,Aliidongia dinghuensis,Aliidongia,dinghuensis,0.3-0.7
140832,2W32,"KCTC 42497, CICC 23869",1,1,Fodinibius halophilus,Fodinibius,halophilus,0.5-0.7
24787,,"DSM 21986, ACCC 10715, KCTC 23442, YIM D15",1,1,Fodinibius roseus,Fodinibius,roseus,0.3
140954,KHM44,"KACC 19060, NBRC 112531",1,1,Fodinibius salicampi,Fodinibius,salicampi,0.2-0.4
166301,WN023,"KCTC 52855, ACCC 19978",1,1,Aliifodinibius salipaludis,Aliifodinibius,salipaludis,1.0-1.5
167731,ECH52,"KACC 19126, NBRC 112664",1,1,Fodinibius saliphilus,Fodinibius,saliphilus,0.3-0.5
24788,,"DSM 21194, ACCC 10714, YIM J21",1,1,Fodinibius sediminis,Fodinibius,sediminis,0.3
13769,"CV919-312, CVSP","DSM 16950, ATCC BAA-1102",1,1,Aliiroseovarius crassostreae,Aliiroseovarius,crassostreae,0.9
24498,MA1-10,"DSM 27840, CCUG 60745, KCTC 23462",1,1,Aliiroseovarius halocynthiae,Aliiroseovarius,halocynthiae,0.4-0.7
167643,A6024,"KCTC 72114, MCCC 1K03595",1,1,Aliiroseovarius marinus,Aliiroseovarius,marinus,0.5-1.0
130625,M-M10,"DSM 29439, CCUG 62413, KCTC 23959",1,1,Aliiroseovarius sediminilitoris,Aliiroseovarius,sediminilitoris,0.35
166218,MYP11,KCTC 62899 NBRC 113544,1,1,Aliishimia ponticola,Aliishimia,ponticola,0.4-0.8
440,,"DSM 16032, ATCC BAA-284, CCUG 30811, CIP 106648",1,1,Alishewanella fetalis,Alishewanella,fetalis,0.5-1.0
442,MS1,"DSM 24035, JCM 15561, KCTC 22429, CGMCC 1.10666",1,1,Alishewanella jeotgali,Alishewanella,jeotgali,1
22907,RCRI4,"DSM 27060, JCM 17275, KCTC 23723, LMG 26473",1,1,Alishewanella tabrizica,Alishewanella,tabrizica,0.9
159608,5CBH24,"DSM 108979, JCM 32850",1,1,Alistipes communis,Alistipes,communis,0.8
14033,,"DSM 22520, JCM 16068, YIT 12060",1,1,Alistipes indistinctus,Alistipes,indistinctus,0.6
14031,,"KCTC 15237, DSM 19147, ATCC BAA-1178, CCUG 48946, WAL 8169, JCM 16771",1,1,Alistipes onderdonkii,Alistipes,onderdonkii,0.2-0.5
14032,,"DSM 19121, ATCC BAA-1179, CCUG 48947, KCTC 15238, WAL 8301, JCM 16773",1,1,Alistipes shahii,Alistipes,shahii,0.1-0.2
545,4AG,"DSM 15448, ATCC BAA-956, CIP 109217, JCM 13893",1,1,Alkalibacillus filiformis,Alkalibacillus,filiformis,0.275
549,ISL-17,"DSM 23520, CCUG 56753, KCTC 13258, ISL -17",1,1,Alkalibacillus flavidus,Alkalibacillus,flavidus,0.3
547,BM2,"DSM 18495, JCM 14193, CIP 109569",1,1,Alkalibacillus silvisoli,Alkalibacillus,silvisoli,0.3-0.5
22946,3AD-1,"DSM 25751, JCM 18271",1,1,Alkalibacterium gilvum,Alkalibacterium,gilvum,0.7
134116,M3,"JCM 12662, NCIMB 14024, BCRC 17791, CIP 108873",1,1,Alkalibacterium iburiense,Alkalibacterium,iburiense,0.5-0.7
134250,A11,"JCM 14232, NCIMB 14253",1,1,Alkalibacterium indicireducens,Alkalibacterium,indicireducens,0.8
2243,T22-1-2,"DSM 19180, NBRC 103247, NRIC 0724",1,1,Alkalibacterium kapii,Alkalibacterium,kapii,0.85
2246,T143-1-1,"DSM 19183, NBRC 103242, NRIC 0719",1,1,Alkalibacterium pelagium,Alkalibacterium,pelagium,0.6
2245,T129-2-1,"DSM 19182, NBRC 103243, NRIC 0720",1,1,Alkalibacterium putridalgicola,Alkalibacterium,putridalgicola,0.75
2244,T117-1-2,"DSM 19181, NBRC 103241, NRIC 0718",1,1,Alkalibacterium thalassium,Alkalibacterium,thalassium,1
5453,CP11,"CCUG 57164, DSM 22112, ATCC BAA-1772, KCTC 15124",1,1,Alkalibaculum bacchi,Alkalibaculum,bacchi,0.5-0.8
1278,,"DSM 19154, LMG 21005, NCIMB 14102",1,1,Alkalicoccobacillus murimartini,Alkalicoccobacillus,murimartini,0.5
1277,CG-15,"DSM 18086, CCM 7371, CECT 7153, CGMCC 1.6292, CIP 109712",1,1,Alkalicoccus chagannorensis,Alkalicoccus,chagannorensis,0.6-0.7
22921,,"DSM 26767, CGMCC 1.10369, DLS 13, JCM 17097, NBRC 107572",1,1,Alkalicoccus daliensis,Alkalicoccus,daliensis,0.4-0.5
140264,BZ-SZ-XJ29,"DSM 29191, CGMCC 1.12936, JCM 30193",1,1,Alkalicoccus halolimnae,Alkalicoccus,halolimnae,1.2-1.5
1235,6AG,"DSM 15402, ATCC BAA-957",1,1,Alkalicoccus saliphilus,Alkalicoccus,saliphilus,0.85
132547,BZ-SZ-XJ18,"DSM 29145, JCM 30195",1,1,Alkalicoccus urumqiensis,Alkalicoccus,urumqiensis,0.6-0.7
17805,Z-7010,"DSM 15055, VKM B-2311",1,1,Alkaliflexus imshenetskii,Alkaliflexus,imshenetskii,0.25-0.4
1229,JMM-4,"DSM 16346, CIP 108766, JCM 12340",1,1,Alkalihalobacillus macyae,Alkalihalobacillus,macyae,0.6
1294,SU1,"DSM 25300, KCTC 13244, NBRC 102646",1,1,Alkalihalobacillus trypoxylicola,Alkalihalobacillus,trypoxylicola,0.6
1300,GMBAE72,"DSM 21297, JCM 15719, GMBE 72",1,1,Alkalihalophilus marmarensis,Alkalihalophilus,marmarensis,0.8-1.1
166505,34079,"KCTC 62428, MCCC 1K03493",1,1,Alkalilacustris brevis,Alkalilacustris,brevis,0.4-0.6
4267,MLHE-1,"DSM 17681, ATCC BAA-1101",1,1,Alkalilimnicola ehrlichii,Alkalilimnicola,ehrlichii,0.4
134258,AC40,"JCM 14267, NCIMB 14266, CIP 109634",1,1,Alkalimonas collagenimarina,Alkalimonas,collagenimarina,0.7
140294,X-07-02,"DSM 26418, VKM B-2746",1,1,Alkaliphilus namsaraevii,Alkaliphilus,namsaraevii,0.3
160373,LacV,"DSM 100017, JCM 30644",1,1,Alkaliphilus pronyensis,Alkaliphilus,pronyensis,0.4-0.6
160178,LacT,"DSM 100337, JCM 30643",1,1,Alkaliphilus serpentinus,Alkaliphilus,serpentinus,0.2-0.4
141088,JC227,"KCTC 15343, NBRC 110105",1,1,Alkalispirochaeta cellulosivorans,Alkalispirochaeta,cellulosivorans,0.1-0.2
133913,JC133,"KCTC 15220, NBRC 109056",1,1,Alkalispirochaeta sphaeroplastigenens,Alkalispirochaeta,sphaeroplastigenens,0.2
17816,SC/BZ-SP2,"DSM 24412, ATCC BAA-2172",1,1,Alkalitalea saponilacus,Alkalitalea,saponilacus,0.4
130802,MN154.3,"DSM 14804, LMG 22842",1,1,Alkanibacter difficilis,Alkanibacter,difficilis,0.6
133636,B3A,"BCRC 17939, LMG 24826",1,1,Allobacillus halotolerans,Allobacillus,halotolerans,0.6
141012,,"NBRC 110719, DSM 29531, CPCC 204077",1,1,Allobranchiibius huperziae,Allobranchiibius,huperziae,0.4-0.6
2437,JA144,"DSM 19781, JCM 14796",1,1,Allochromatium phaeobacterium,Allochromatium,phaeobacterium,1.25
2438,JA136,"DSM 18713, JCM 14262",1,1,Allochromatium renukae,Allochromatium,renukae,2.25
134310,,"KCCM 42675, NBRC 102683, IMCC 3113",1,1,Allohahella antarctica,Allohahella,antarctica,0.4-0.8
,,,,,,,,0.6
132993,H94,"DSM 24882, CGMCC 1.10800, JCM 17555",1,1,Allohahella marinimesophila,Allohahella,marinimesophila,0.55-0.65
140855,MWE-A11,"JCM 19371, KCTC 29232",1,1,Allohumibacter endophyticus,Allohumibacter,endophyticus,0.5-0.7
23199,81/4 12,"DSM 22548, CCUG 58091, KCTC 15416",1,1,Alloprevotella rava,Alloprevotella,rava,0.55
166247,,"KCTC 23617, CECT 7957, HME 7025",1,1,Aquirufa nivalisilvae,Aquirufa,nivalisilvae,0.4-0.5
134338,505,"LMG 24253, CGMCC 1.7048",1,1,Allorhizobium oryzae,Allorhizobium,oryzae,0.8-1
163970,CC-HIH110,"JCM 31228, BCRC 80932",1,1,Allorhizobium terrae,Allorhizobium,terrae,0.7-0-9
23792,M8,"DSM 24762, CCM 7944",1,1,Alloscardovia macacae,Alloscardovia,macacae,0.65
160006,"GLDI 4/2, GLDI4/2","DSM 106019, JCM 32430",1,1,Alloscardovia theropitheci,Alloscardovia,theropitheci,0.2-0.6
140346,MOZIV/2,"DSM 100237, CCM 8604, LMG 28781",1,1,Alloscardovia venturai,Alloscardovia,venturai,0.2-0.6
24495,22DY03,"DSM 29329, CGMCC 1.12410, JCM 18866",1,1,Allosediminivita pacifica,Allosediminivita,pacifica,0.75
14296,YC7378,"DSM 21593, KCTC 22446",1,1,Allosphingosinicella vermicomposti,Allosphingosinicella,vermicomposti,0.45
7516,Cr8-25,"DSM 23737, LMG 26215, JCM 18951",1,1,Alpinimonas psychrophila,Alpinimonas,psychrophila,0.35
159775,SH9,"JCM 32501, CCTCC AB 2017284",1,1,Alsobacter soli,Alsobacter,soli,0.8-1
133228,100921-2,"CFCC 14287, KCTC 42844",1,1,Tsuneonella aeria,Tsuneonella,aeria,0.5-0.6
166543,Ery1,"KCTC 62387, CGMCC 1.16499, MCCC 1A10037",1,1,Pelagerythrobacter aerophilus,Pelagerythrobacter,aerophilus,0.4-0.5
133618,KYW147,"KCTC 22735, JCM 16339, UCCCB31",1,1,Alteraurantiacibacter aestuarii,Alteraurantiacibacter,aestuarii,1
166461,NS1,"CGMCC 1.13679, NBRC 113553",1,1,Tsuneonella amylolytica,Tsuneonella,amylolytica,0.4-0.6
140729,JSSK-8,"KCTC 52763, NBRC 112764",1,1,Pontixanthobacter aquaemixtae,Pontixanthobacter,aquaemixtae,0.2-0.4
166167,SSKS-13,"KACC 19863, KCTC 62900, NBRC 113545",1,1,Alteraurantiacibacter aquimixticola,Alteraurantiacibacter,aquimixticola,0.4-0.8
133169,KEM-4,"KCTC 52259, NBRC 112305",1,1,Pontixanthobacter confluentis,Pontixanthobacter,confluentis,0.2-0.4
140745,THG-S3,"KACC 19190, CGMCC 1.15959",1,1,Tsuneonella deserti,Tsuneonella,deserti,0.4-0.6
140988,BR-75,"CECT 9129, LMG 29518, BR 75, UCCCB41",1,1,Altericroceibacterium endophyticum,Altericroceibacterium,endophyticum,0.59-1.41
134236,JCS350T,"KCCM 42314, JCM 13815, CGMCC 1.7731",1,1,Altererythrobacter epoxidivorans,Altererythrobacter,epoxidivorans,0.5
159780,MS1-4,"MCCC 1K02683, NBRC 112977",1,1,Tsuneonella flava,Tsuneonella,flava,0.3-0.5
158660,S-54,"KEMB 9005-542, KACC 19119, NBRC 112676",1,1,Altererythrobacter fulvus,Altererythrobacter,fulvus,0.45-0.65
133814,KJ7,"KACC 16190, JCM 17802",1,1,Pontixanthobacter gangjinensis,Pontixanthobacter,gangjinensis,0.6
140987,CPA5,"CECT 9130, LMG 29519, UCCCB42",1,1,Alteriqipengyuania halimionae,Alteriqipengyuania,halimionae,0.5-0.96
166460,BPTF-M16,"KCTC 62421, KACC 19609, NBRC 113190",1,1,Altererythrobacter insulae,Altererythrobacter,insulae,0.2-0.6
134119,SW-109,"KCTC 12311, JCM 12599, CIP 108783, CGMCC 1.7690",1,1,Pontixanthobacter luteolus,Pontixanthobacter,luteolus,0.7
166532,GH1-16,"KCTC 52845, NBRC 113275",1,1,Parerythrobacter lutipelagi,Parerythrobacter,lutipelagi,0.71-0.86
158561,C9-11,"MCCC 1K03311, JCM 32056",1,1,Tsuneonella mangrovi,Tsuneonella,mangrovi,0.3-0.6
5398,MSW-14,"DSM 21428, KCTC 22370, UCCCB27",1,1,Pelagerythrobacter marensis,Pelagerythrobacter,marensis,0.5-0.7
,,,,,,,,0.6
133493,H32,"CCTCC AB 208229, LMG 24629, MCCC 1A01070",1,1,Pelagerythrobacter marinus,Pelagerythrobacter,marinus,0.4
166512,,"KCTC 32463, KACC 17617, CECT 8417, HME 9302",1,1,Alteripontixanthobacter maritimus,Alteripontixanthobacter,maritimus,0.4-0.6
133617,KYW48,"KCTC 22736, JCM 16345",1,1,Paraurantiacibacter namhicola,Paraurantiacibacter,namhicola,1
140815,WW3,"KCTC 42620, JCM 30975",1,1,Tsuneonella rigui,Tsuneonella,rigui,0.42-0.58
133411,XY-R17,"KCTC 52267, MCCC 1K01500",1,1,Croceibacterium salegens,Croceibacterium,salegens,0.4-0.5
133297,,"CAU 1172, KCTC 42453, NBRC 110917",1,1,Pontixanthobacter sediminis,Pontixanthobacter,sediminis,0.2-0.5
133352,MN-1,"KCTC 52135, MCCC 1K02066",1,1,Croceibacterium soli,Croceibacterium,soli,0.3-0.5
133807,,"KCTC 12303, JCM 17037, KMM 6042",1,1,Tsuneonella troitsensis,Tsuneonella,troitsensis,0.4
133643,S3-63,"CCTCC AB 207166, CIP 110125",1,1,Altericroceibacterium xinjiangense,Altericroceibacterium,xinjiangense,1.1-1.2
133205,JC229,"LMG 28999, KCTC 33726",1,1,Alteribacillus alkaliphilus,Alteribacillus,alkaliphilus,1.0-2.0
1573,P4B,"DSM 25260, CCM 7963, CECT 7998, IBRC-M 10614, KCTC 13821",1,1,Alteribacillus bidgolensis,Alteribacillus,bidgolensis,0.85
1317,X5B,"DSM 23995, IBRC 10446",1,1,Alteribacillus iranensis,Alteribacillus,iranensis,0.5-0.9
1572,HS136,"DSM 21632, CCM 7595, JCM 15720, LMG 25222",1,1,Alteribacillus persepolensis,Alteribacillus,persepolensis,1.25
1254,K1-5,"DSM 18675, CCM 7447, NCAIM B002265, CIP 109837",1,1,Alteribacter aurantiacus,Alteribacter,aurantiacus,0.9
164197,M30,"JCM 32118, CGMCC 1.16739, MCC 3010",1,1,Alteribacter natronophilus,Alteribacter,natronophilus,0.5-0.8
158381,FJAT-45347,"DSM 104632, CCTCC AB 2016257",1,1,Alteribacter populi,Alteribacter,populi,0.6-0.8
140995,JDTF-113,"KCTC 52655, NBRC 112708",1,1,Alteromonas aestuariivivens,Alteromonas,aestuariivivens,0.2-0.6
159352,"1, 1T","DSM 106819, ATCC 43554, RCC 5933, CIP 111645",1,1,Alteromonas fortis,Alteromonas,fortis,0.8-1.4
450,,"DSM 23844, CCUG 55340, LMG 24078",1,1,Alteromonas genovensis,Alteromonas,genovensis,0.9
134153,F-32,"CECT 7067, LMG 22958, CIP 109083",1,1,Alteromonas hispanica,Alteromonas,hispanica,0.75
133345,JW12,"CGMCC 1.15735, KCTC 52408, MCCC 1K03175",1,1,Alteromonas lipolytica,Alteromonas,lipolytica,0.7-1.2
134088,TF-22,"KCCM 41775, JCM 12188, CIP 108505, LMG 23846",1,1,Alteromonas litorea,Alteromonas,litorea,1
158616,S35,"KCTC 52449, CGMCC 1.16029",1,1,Alteromonas oceani,Alteromonas,oceani,0.3-0.8
166518,U0105,"KCTC 62080, MCCC 1H00299",1,1,Alteromonas sediminis,Alteromonas,sediminis,0.3-0.6
134230,,"BCRC 17572, JCM 13896, AS 1",1,1,Alteromonas simiduii,Alteromonas,simiduii,0.4-0.8
447,"ANT69a, R-15466","DSM 15691, LMG 21861, CIP 108513, ANT 69a",1,1,Alteromonas stellipolaris,Alteromonas,stellipolaris,0.4
134229,AT1,"BCRC 17571, JCM 13895",1,1,Alteromonas tagae,Alteromonas,tagae,0.5-0.9
23153,IGB-41,"DSM 23761, CIP 110167, CIP 110334",1,1,Amantichitinum ursilacus,Amantichitinum,ursilacus,0.75
17782,ILE-2,"DSM 16581, JCM 14039",1,1,Aminiphilus circumscriptus,Aminiphilus,circumscriptus,0.1
158376,FH042,"DSM 103574, JCM 31555",1,1,Aminipila butyrica,Aminipila,butyrica,0.7-1
24744,4F6E,"DSM 25964, JCM 18417",1,1,Aminivibrio pyruvatiphilus,Aminivibrio,pyruvatiphilus,0.8
11861,IMB-1,"DSM 17455, ATCC 202197, CCUG 50580, CIP 108660, JCM 21751, DSM 15910, IAM 15301",1,1,Aminobacter ciceronei,Aminobacter,ciceronei,0.6
11862,,"DSM 17454, CCUG 50579, CIP 108661, NCIMB 13798, CC 495",1,1,Aminobacter carboxidus,Aminobacter,carboxidus,0.55
16790,SR,"DSM 19636, VKM B-2461",1,1,Ammonifex thiophilus,Ammonifex,thiophilus,0.6-0.7
132587,CC-RT-E,"DSM 24738, BCRC 80314",1,1,Ammoniphilus resinae,Ammoniphilus,resinae,0.5-0.6
158714,1T4Z-3,"KCTC 39983, CGMCC 1.16066",1,1,Amnibacterium endophyticum,Amnibacterium,endophyticum,0.5-0.7
166423,M8JJ-5,"KCTC 49089, CGMCC 1.16390",1,1,Amnibacterium flavum,Amnibacterium,flavum,0.7-1
17873,"R5 Sph 026, RS.Sph.026","DSM 19760, LMG 24307",1,1,Amorphus coralli,Amorphus,coralli,0.5-3
17874,,"DSM 21202, CCTCC AA 208035, YIM D10",1,1,Amorphus orientalis,Amorphus,orientalis,1-2.5
24748,YC6899,"DSM 23349, KACC 14912, NBRC 107845",1,1,Amorphus suaedae,Amorphus,suaedae,0.85
1408,JW/BP-GSL-QD,"DSM 23721, ATCC BAA-2118, NBRC 11149",1,1,Amphibacillus cookii,Amphibacillus,cookii,0.5-0.6
133954,N314,"JCM 18529, NCIMB 14823",1,1,Amphibacillus iburiensis,Amphibacillus,iburiensis,0.35
23741,C40,"DSM 27992, JCM 17250, NCIMB 14686",1,1,Amphibacillus indicireducens,Amphibacillus,indicireducens,0.4
1407,Y1,"DSM 24783, CGMCC 1.5123, JCM 16149",1,1,Amphibacillus jilinensis,Amphibacillus,jilinensis,0.4-0.6
23742,J1,"DSM 27991, CGMCC 1.10434, JCM 17099",1,1,Amphibacillus marinus,Amphibacillus,marinus,0.35
1403,Ep01,"DSM 6626, ATCC 51415, IFO 15112, JCM 7361, NBRC 15112, LMG 17667",1,1,Amphibacillus xylanus,Amphibacillus,xylanus,0.3-0.5
11296,M41,"DSM 18887, LMG 24143, JCM 14776",1,1,Amphritea atlantica,Amphritea,atlantica,0.5
134369,,"JCM 14781, ATCC BAA-1529, JAMM 1525",1,1,Amphritea balenae,Amphritea,balenae,0.6-0.9
134368,,"JCM 14782, ATCC BAA-1530, JAMM 1866",1,1,Amphritea japonica,Amphritea,japonica,0.6-0.9
166509,ANRC-JH13,"MCCC 1K03512, KCTC 62532",1,1,Amphritea opalescens,Amphritea,opalescens,0.4-0.6
140873,B15.09-116,"CECT 8581, LMG 28208",1,1,Ampullimonas aquatilis,Ampullimonas,aquatilis,1
133703,GY307,"NCIMB 14709, NRRL B-24844, DSM 45669",1,1,Amycolatopsis granulosa,Amycolatopsis,granulosa,0.45
13272,TT00-43,"DSM 45661, KCTC 19329, NBRC 103394",1,1,Amycolatopsis helveola,Amycolatopsis,helveola,0.7
158267,SCM_MK2-4,"DSM 107509, JCM 32134, TBRC 7186",1,1,Amycolatopsis oliviviridis,Amycolatopsis,oliviviridis,0.5
166702,RM579,"NBRC 106096, TBRC 1849, RM 579",1,1,Amycolatopsis pithecellobii,Amycolatopsis,pithecellobii,0.5-0.8
133704,NMG112,"NCIMB 14711, NRRL B-24848",1,1,Amycolatopsis ruanii,Amycolatopsis,ruanii,0.4
133705,SF45,"NCIMB 14705, NRRL B-24845",1,1,Amycolatopsis thermalba,Amycolatopsis,thermalba,0.35
140730,H-12,"KCTC 52581, CGMCC 1.15880",1,1,Amylibacter cionae,Amylibacter,cionae,0.6-1.1
159735,4G11,"KY 463497, KCTC 52506, NBRC 112428",1,1,Amylibacter kogurei,Amylibacter,kogurei,0.39-0.7
159853,m18,"KACC 19229, JCM 32051",1,1,Amylibacter lutimaris,Amylibacter,lutimaris,0.8-1.0
1559,MS 6,"DSM 22531, NCCB 100213, UNIQEM U377",1,1,Anaerobacillus alkalidiazotrophicus,Anaerobacillus,alkalidiazotrophicus,0.6-1.2
