ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Incubation period (in days)"
16968,,"DSM 44433, IFO 14480, IMET 9742, INMI 187, JCM 3398, JCM 7346, ATCC 33925, BCRC 13638, KCTC 9185, NBRC 100039, NBRC 14480",1,1,"Actinomadura viridilutea",Actinomadura,viridilutea,"10-14 days"
177,"M1327/95/1, M1327/96/1","DSM 15435, CCUG 37421, CIP 106647",1,1,"Actinomyces bowdenii",Actinomyces,bowdenii,"1-2 days"
189,R18165,"DSM 19115, CCUG 48064, CIP 108337, KCTC 15232",1,1,"Actinomyces dentalis",Actinomyces,dentalis,"2 days"
140372,pika_113,"DSM 104049, CGMCC 4.7372",1,1,"Actinomyces gaoshouyii",Actinomyces,gaoshouyii,"1 day"
159,2-606-032,"DSM 6844, ATCC 23860, CDC W838, CIP 105418, JCM 12963, VPI 12594, CCUG 32936, CCUG 34703",1,1,"Actinomyces gerencseriae",Actinomyces,gerencseriae,"2 days"
186,,"DSM 15540, CCUG 27294, CIP 105737, CCM 4739",1,1,"Actinomyces graevenitzii",Actinomyces,graevenitzii,"1 day"
,,,,,,,,"2-3 days"
151,"Jr 277 (CDC W855)","DSM 43320, ATCC 12102, JCM 12964, CCUG 18307, IMET 10792, CCUG 2271, NIH 277, WVU 46, CIP 103259, KCTC 15377, NCTC 12972",1,1,"Actinomyces israelii",Actinomyces,israelii,"2-3 days"
166249,2129,"CGMCC 4.7483, DSM 106426",1,1,"Actinomyces lilanjuaniae",Actinomyces,lilanjuaniae,"5 days"
187,R5292,"KCTC 15234, DSM 17234, CCUG 46090, CIP 107639, Hall R5292, JCM 17565",1,1,"Actinomyces oricola",Actinomyces,oricola,"2 days"
159350,410,"DSM 106201, CGMCC 1.16361",1,1,"Actinomyces qiguomingii",Actinomyces,qiguomingii,"3 days"
157,,"DSM 43327, ATCC 15987, CCUG 14476, NCTC 10951, WVU 745, NIH T-6, JCM 8353, CCUG 35450, CECT 488, CIP 103147, KCTC 15382, NBIMCC 71",1,1,"Actinomyces viscosus",Actinomyces,viscosus,"1-2 days"
140287,VUL7,"DSM 103437, CGMCC 4.7366",1,1,"Actinomyces vulturis",Actinomyces,vulturis,"2 days"
13499,,"DSM 45062, JCM 15998, NBRC 104400, YIM 0006, CCTCC AA 205017, TBRC 8064",1,1,"Actinomycetospora chiangmaiensis",Actinomycetospora,chiangmaiensis,"10-14 days"
13513,"ID 06-A0464","DSM 45659, BTCC B-674, NBRC 105525",1,1,"Actinophytocola corallinus",Actinophytocola,corallinus,"10-14 days"
13512,,"DSM 45499, BCC 31372, NBRC 105245, JCM 17236, TBRC 158",1,1,"Actinophytocola oryzae",Actinophytocola,oryzae,"10-14 days"
7798,"UNCC 253","DSM 43031, ATCC 15330, CBS 189.64, IFO 12245, KCC A-0038, NBRC 12245, JCM 3038, BCRC 13631, HAMBI 1975, IFM 1138, IFM 1290, IMET 9034, IMSNU 20021, KCTC 9117, NCIMB 10172, NRRL B-3343, RIA 819, VKM Ac-648, VKM Ac-675",1,1,"Actinoplanes auranticolor",Actinoplanes,auranticolor,"10-14 days"
7799,"A/672, MB-T 20","DSM 43805, ATCC 25844, KCC A-0196, JCM 3196, BCRC 13340, IFM 1261, IFO 13938, IMSNU 20022, KCTC 9345, NBRC 13938, NCIMB 12642, NRRL B-16714, VKM Ac-1320",1,1,"Actinoplanes brasiliensis",Actinoplanes,brasiliensis,"10-14 days"
7801,"UNCC 65","DSM 43148, ATCC 15348, CBS 190.64, IFO 12511, KCC A-0059, NBRC 12511, JCM 3059, BCRC 12545, CECT 3287, IFM 0124, IFM 1239, IMET 9244, KCTC 9589, MTCC 1981, NCIMB 12889, NRRL B-3344, VKM Ac-1319",1,1,"Actinoplanes campanulatus",Actinoplanes,campanulatus,"10-14 days"
7830,LA97,"DSM 43942, ATCC 49799, IFO 14913, NBRC 14913, NCIMB 20027, JCM 7624, BCRC 16343, KCTC 9253, KCTC 9657, NRRL B-16688",1,1,"Actinoplanes consettensis",Actinoplanes,consettensis,"10-14 days"
7841,GW8-1761,"CCUG 53409, DSM 45050, CIP 109316, JCM 15999, NBRC 106145",1,1,"Actinoplanes couchii",Actinoplanes,couchii,"10-14 days"
,,,,,,,,"3 days"
7816,,"DSM 46137, IFO 14990, IMET 9243, INA 1569, JCM 9082, NBRC 14990, NCIMB 12736, VKM Ac-1095, BCC 49182, BCRC 16342, KCTC 9590, TBRC 174",1,1,"Actinoplanes cyaneus",Actinoplanes,cyaneus,"10-14 days"
7802,"A/10655, MB-T 21","DSM 43806, ATCC 21983, JCM 3247, KCC A-0247, BCRC 12107, CBS 597.74, CGMCC 4.2098, IFO 13994, IMET 9256, IMSNU 20026, KCTC 9532, MTCC 711, NBRC 13994, NCIMB 12643, NRRL B-16715",1,1,"Actinoplanes deccanensis",Actinoplanes,deccanensis,"10-14 days"
7831,"LA 107","DSM 43941, ATCC 49798, IFO 14935, NBRC 14935, NCIMB 12875, JCM 7556, IMSNU 20027, IMSNU 22122, KCTC 9254, NRRL B-16692",1,1,"Actinoplanes derwentensis",Actinoplanes,derwentensis,"10-14 days"
7832,"LA 139","DSM 43939, ATCC 49800, IFO 14914, NBRC 14914, NCIMB 20041, JCM 7625, IMSNU 22124, KCTC 9346, NRRL B-16689",1,1,"Actinoplanes durhamensis",Actinoplanes,durhamensis,"10-14 days"
7804,"MB-T 22, X-14695","DSM 43807, ATCC 29868, KCC A-0277, JCM 3277, BCC 49183, BCRC 13630, IFO 15555, IMET 9273, IMSNU 22125, KCTC 9255, MTCC 1418, NBRC 15555, NCIMB 12644, NRRL B-16718, TBRC 192",1,1,"Actinoplanes ferrugineus",Actinoplanes,ferrugineus,"10-14 days"
7840,,"DSM 45797, CCUG 63250, JCM 31203, DSM 7358, HAG 010964",1,1,"Actinoplanes friuliensis",Actinoplanes,friuliensis,"7 days"
7833,"LA 6","DSM 43938, ATCC 49801, IFO 14915, NBRC 14915, NCIMB 20000, JCM 7555, BCRC 16344, IMSNU 20031, KCTC 9656, NRRL B-16690",1,1,"Actinoplanes humidus",Actinoplanes,humidus,"10-14 days"
7807,A-5221,"DSM 43146, ATCC 27366, KCC A-0165, JCM 3165, BCRC 12530, CCM 2739, CECT 3285, CGMCC 4.1065, IFM 1254, IFO 13911, IMET 9251, IMSNU 22126, KCTC 9534, MTCC 1412, NBIMCC 1475, NBRC 13911, NCIMB 12641, NRRL B-16722",1,1,"Actinoplanes italicus",Actinoplanes,italicus,"10-14 days"
7839,"A/6353, FH 2244","DSM 43865, ATCC 31048, BCRC 12121, CBS 355.75, IFO 13997, IMSNU 22127, JCM 3250, KCC A-0250, KCTC 9536, NBRC 13997, NCIMB 12636, NRRL B-16723, SANK 62178, CGMCC 4.5521",1,1,"Actinoplanes liguriensis",Actinoplanes,liguriensis,"10-14 days"
7808,"UNCC 72","DSM 43150, ATCC 15350, CBS 192.64, IFO 12513, KCC A-0061, NBRC 12513, JCM 3061, IFM 0126, IFM 1240, IMET 9246, IMSNU 22063, KCTC 9348, NCIMB 12888, NRRL B-3346, VKM Ac-676",1,1,"Actinoplanes lobatus",Actinoplanes,lobatus,"10-14 days"
7809,"UNCC 431","DSM 43046, ATCC 14538, CBS 188.64, IFO 13243, KCC A-0121, NBRC 13243, JCM 3121, BCRC 13335, CGMCC 4.1488, IFM 1250, IMET 9249, IMSNU 22051, KCTC 1780, NBIMCC 2232, NBRC 102363, NCIMB 12654, NRRL B-3342, VTT E-82151",1,1,"Actinoplanes missouriensis",Actinoplanes,missouriensis,"10-14 days"
7834,"LA 83","DSM 43940, ATCC 49797, BCC 55025, IFO 14916, NBRC 14916, NCIMB 20021, TBRC 2208, JCM 7626, BCRC 16347, IMSNU 20038, KCTC 9257, NRRL B-16691",1,1,"Actinoplanes palleronii",Actinoplanes,palleronii,"10-14 days"
7811,"LL 7-10 (IMRU 3919), MB-T 24","DSM 43808, ATCC 29234, BCC 60402, IFO 13941, IMRU 3919, KCC A-0194, NBRC 13941, TBRC 2207, JCM 3194, BCRC 13338, IFM 1260, IMET 9276, IMSNU 20041, KCTC 9540, NCIMB 12746, NRRL B-16090",1,1,"Actinoplanes rectilineatus",Actinoplanes,rectilineatus,"10-14 days"
7812,"UNCC 79","DSM 43151, CBS 193.64, IAM 14279, IFO 12514, IMET 9268, JCM 3062, KCC A-0062, NBRC 12514, RIA 821, BCC 49176, HAMBI 1928, IFM 1241, KCTC 9119, NCIMB 12730, NRRL B-3347, TBRC 168, VKM Ac-650",1,1,"Actinoplanes regularis",Actinoplanes,regularis,"10-14 days"
7842,03-723,"DSM 45183, CCM 7526, KCTC 19460, JCM 16605",1,1,"Actinoplanes sichuanensis",Actinoplanes,sichuanensis,"10-14 days"
164277,,"JCM 32512, CGMCC 4.7580, LAM 7112",1,1,"Actinoplanes solisilvae",Actinoplanes,solisilvae,"7 days"
7818,"AB 8327, FH 2149","DSM 43866, ATCC 31121, BCRC 12106, FERM P-3462, IFO 13999, IMET 9254, IMSNU 20043, JCM 3252, KCC A-0252, KCTC 9543, NBRC 13999, NCIMB 12640, NRRL B-16726, SANK 60479, BCC 49180, NBIMCC 2300, TBRC 172",1,1,"Actinoplanes teichomyceticus",Actinoplanes,teichomyceticus,"10-14 days"
7844,MN07-A0371,"DSM 45572, NBRC 105297, VTCC D9-10",1,1,"Actinoplanes tereljensis",Actinoplanes,tereljensis,"10-14 days"
11159,,"DSM 18448, CCTCC AA 206004, JCM 16537, YIM 45725",1,1,"Actinopolymorpha rutila",Actinopolymorpha,rutila,"10-14 days"
17727,H19,"DSM 45476, CCUG 62415",1,1,"Actinopolyspora algeriensis",Actinopolyspora,algeriensis,"21-28 days"
24730,H55,"DSM 45460, CCUG 62965",1,1,"Actinopolyspora mzabensis",Actinopolyspora,mzabensis,"18-20 days"
24731,H23,"DSM 45501, CCUG 63368, MTCC 11562",1,1,"Actinopolyspora righensis",Actinopolyspora,righensis,"20-25 days"
24728,H32,"DSM 45459, CCUG 63367, MTCC 11557, JCM 30062",1,1,"Actinopolyspora saharensis",Actinopolyspora,saharensis,"18-20 days"
132380,,"DSM 45410, CCTCC AA 209065, YIM 75728",1,1,"Actinorectispora indica",Actinorectispora,indica,"14 days"
17634,GE134766,"DSM 44926, NRRL B-24431, JCM 14896, BCRC 16838, NBRC 102107",1,1,"Actinospica acidiphila",Actinospica,acidiphila,"10-14 days"
13211,101,"DSM 43827, ATCC 29888, IAM 14280, IFO 14064, IMET 9740, IMRU 3971, JCM 3225, KCC A-0225, NBRC 14064, BCRC 13449, IMSNU 20048, KCTC 9125, KCTC 9184, NCIMB 13271, NRRL B-12336, VKM Ac-843",1,1,"Actinosynnema mirum",Actinosynnema,mirum,"10-14 days"
13213,,"DSM 44132, ATCC 31281, FERM P-3992, IFO 13726, JCM 7344, NBRC 13726, BCRC 13428, CGMCC 4.1703, IFO 15621, IMSNU 21346, KCTC 9499, NBRC 15621, NRRL B-16060, VKM Ac-1963",1,1,"Actinosynnema pretiosum",Actinosynnema,pretiosum,"10-14 days"
2385,M,"DSM 3133, ATCC 43279, CFBP 4259, CIP 103003, JCM 9966, LMG 16154, NBRC 105374, NBRC 15517, BCRC 14866, IFO 15517, KCTC 3251, LMG 17239",1,1,"Actinotalea fermentans",Actinotalea,fermentans,"10-14 days"
158625,THG-T121,"KACC 19191, CGMCC 4.7389, JCM 32747",1,1,"Actinotalea solisilvae",Actinotalea,solisilvae,"2 days"
130140,IMMIBL-2199,"DSM 26039, CCUG 64068",1,1,"Actinotignum sanguinis",Actinotignum,sanguinis,"3 days"
131515,KB18,"DSM 26090, KCTC 15540",1,1,"Acutalibacter muris",Acutalibacter,muris,"3-7 days"
159835,J103,"DSM 104434, MCCC 1K03288",1,1,"Acuticoccus kandeliae",Acuticoccus,kandeliae,"3-5 days"
140958,HY02,"KCTC 52512, JCM 31652",1,1,"Adhaeribacter terrae",Adhaeribacter,terrae,"3 days"
22982,NR06,"DSM 22242, CCUG 57646, KCTC 15365",1,1,"Adlercreutzia caecicola",Adlercreutzia,caecicola,"2 days"
,,,,,,,,"2-3 days"
3077,B7,"DSM 21839, CCUG 56815",1,1,"Adlercreutzia caecimuris",Adlercreutzia,caecimuris,"2-3 days"
3073,FJC-B9,"DSM 19450, CCUG 54925, JCM 14793, KCTC 15235",1,1,"Adlercreutzia equolifaciens",Adlercreutzia,equolifaciens,"2-3 days"
3076,Mt1B8,"DSM 19490, CCUG 54980",1,1,"Adlercreutzia mucosicola",Adlercreutzia,mucosicola,"2-3 days"
131531,WCA-131-CoC-2,"DSM 29508, KCTC 15543",1,1,"Adlercreutzia muris",Adlercreutzia,muris,"2-3 days"
140913,,"ACCC 06485, JCM 30465, LAM 0050",1,1,"Advenella alkanexedens",Advenella,alkanexedens,"1.5 days"
166411,,"KACC 15529, NBRC 108213, IMCC 3088",1,1,"Aequoribacter fuscus",Aequoribacter,fuscus,"5 days"
140229,D-24,"DSM 101732, KCTC 42708",1,1,"Aequorivita aquimaris",Aequorivita,aquimaris,"2 days"
158560,N.8,"KCTC 33824, JCM 31580",1,1,"Aeribacillus composti",Aeribacillus,composti,"1 day"
227,1821/02,"DSM 21500, CCUG 52530, CECT 7139, JCM 18035, CIP 109714",1,1,"Aerococcus suis",Aerococcus,suis,"1 day"
222,PUE,"CCUG 28094, CIP 103442, NCIMB 701636, DSM 20341, ATCC 29723, JCM 12519, NCDO 1636, LMG 11420, LMG 13989",1,1,"Aerococcus urinaeequi",Aerococcus,urinaeequi,"1 day"
225,,"CCUG 42038 B, CCM 7338, DSM 15634, ATCC BAA-464, CIP 106675, JCM 18987, CCUG 42038",1,1,"Aerococcus urinaehominis",Aerococcus,urinaehominis,"1 day"
23528,BV2,"DSM 27293, JCM 19163",1,1,"Aerococcus vaginalis",Aerococcus,vaginalis,"3-7 days"
221,M1,"DSM 20340, ATCC 11563, CCM 1914, IAM 13649, JCM 20461, NCDO 1225, NCTC 8251, WDCM 00061, CCUG 4311, CIP 54.145, IAM 12302, IFO 12219, LMG 17931, NBRC 12219, NISL 7400, IMET 11154, NCIMB 11775, CECT 978",1,1,"Aerococcus viridans",Aerococcus,viridans,"2 days"
11058,KSL-107,"DSM 16824, CIP 108938, JCM 13518, KCTC 19073, BCRC 16830",1,1,"Aeromicrobium alkaliterrae",Aeromicrobium,alkaliterrae,"10-14 days"
133328,9H-4,"ZIM B1021, LMG 29165, CCM 8650, JCM 32379",1,1,"Aeromicrobium choanae",Aeromicrobium,choanae,"4 days"
11055,,"DSM 8599, ATCC 51598, NRRL B-3381, JCM 8359, GTC 01565, IFO 15406, KCCM 41104, KCTC 9586, LMG 16472, NBRC 15406, NCIMB 13258",1,1,"Aeromicrobium erythreum",Aeromicrobium,erythreum,"10-14 days"
11056,J41,"DSM 10552, ATCC 49363, IFO 14897, NBRC 14897, NCIMB 12713, CCUG 35026, LMG 16205, JCM 8088, IMSNU 22010, KCCM 41090, KCTC 9576, VKM Ac-1324",1,1,"Nocardioides fastidiosus",Nocardioides,fastidiosus,"10-14 days"
11064,"TYLN1, TYLNI","DSM 19355, CCTCC AB 206046, JCM 16538, NBRC 107625, CIP 110459",1,1,"Aeromicrobium flavum",Aeromicrobium,flavum,"10-14 days"
159668,,"DSM 105424, NBRC 112936, CPCC 204604",1,1,"Aeromicrobium lacus",Aeromicrobium,lacus,"5 days"
11061,,"DSM 17939, CCUG 52476, KCTC 19131, Gsoil 161, JCM 16926, JCM 15303",1,1,"Aeromicrobium panaciterrae",Aeromicrobium,panaciterrae,"10-14 days"
11065,HSW-1,"DSM 19178, KACC 20565, JCM 16375",1,1,"Aeromicrobium ponti",Aeromicrobium,ponti,"10-14 days"
280,868E,"DSM 19111, CECT 7113, LMG 23376, CIP 109539",1,1,"Aeromonas bivalvium",Aeromonas,bivalvium,"2 days"
258,"S181, S-181","DSM 11577, CECT 4342, LMG 16330, CIP 104608, ATCC 51929",1,1,"Aeromonas encheleia",Aeromonas,encheleia,"10-15 days"
283,717,"DSM 23621, CECT 7401, LMG 24681, CIP 110205",1,1,"Aeromonas fluvialis",Aeromonas,fluvialis,"2 days"
242,RM,"CCUG 14453, CCM 3653, JCM 2385, LMG 9073, DSM 4881, ATCC 33907, BCRC 12211, BCRC 14129, CECT 4232, CIP 103208, LMG 7907, NCIMB 2237",1,1,"Aeromonas media",Aeromonas,media,"2 days"
262,"848T, 848","DSM 17090, CECT 5864, LMG 22214, CCUG 50741, CIP 108676",1,1,"Aeromonas molluscorum",Aeromonas,molluscorum,"2 days"
279,O-a-10-3,"CCUG 39350, ATCC BAA-243, NCIMB 13618, DSM 19604, CCM 4708, CECT 5176, CIP 105493, LMG 17541, DSM 1904",1,1,"Aeromonas popoffii",Aeromonas,popoffii,"1 day"
288,WB4.1-19,"DSM 22539, CECT 7518, MDC 2511, CIP 110301",1,1,"Aeromonas rivuli",Aeromonas,rivuli,"2 days"
286,A2-67,"DSM 24094, CECT 7402, LMG 24682, CIP 110203",1,1,"Aeromonas sanarellii",Aeromonas,sanarellii,"2 days"
285,A2-50,"DSM 24096, CECT 7403, LMG 24683, CIP 110204",1,1,"Aeromonas taiwanensis",Aeromonas,taiwanensis,"2 days"
437,JC2043,"DSM 15266, KCTC 12043, IMSNU 14007, CIP 108412",1,1,"Aestuariibacter halophilus",Aestuariibacter,halophilus,"2 days"
438,JC2042,"DSM 15300, KCTC 12042, IMSNU 14006, CIP 108413",1,1,"Aestuariibacter salexigens",Aestuariibacter,salexigens,"2 days"
158658,DBTF-13,"KACC 19432, NBRC 113038",1,1,"Aestuariibius insulae",Aestuariibius,insulae,"7 days"
158420,D6,"DSM 105824, KCTC 39995",1,1,"Aestuariimicrobium soli",Aestuariimicrobium,soli,"3 days"
158355,OITF-44,"DSM 105891, KACC 19569, KCTC 62197, NBRC 113118",1,1,"Aestuariimonas insulae",Aestuariimonas,insulae,"5 days"
131429,SBSr002,"DSM 24601, NCCB 100377",1,1,"Aetherobacter fasciculatus",Aetherobacter,fasciculatus,"8-14 days"
1780,B91-007286,"DSM 7327, ATCC 49717, CCUG 30458, CIP 103517",1,1,"Afipia broomeae",Afipia,broomeae,"2-3 days"
130217,CRIB-05,"DSM 18162, CIP 108885",1,1,"Afipia lausannensis",Afipia,lausannensis,"3-7 days"
1781,34633,"DSM 17498, CCUG 45153, CIP 107022",1,1,"Afipia massiliensis",Afipia,massiliensis,"2 days"
159752,2p52,"KCTC 52473, MCCC 1H00151",1,1,"Agaribacter flavus",Agaribacter,flavus,"2 days"
141010,"17, 017","KCTC 42584, MCCC 1H00123",1,1,"Agarilytica rhodophyticola",Agarilytica,rhodophyticola,"2 days"
132992,hydD622,"DSM 105029, CGMCC 1.12692, KCTC 32543",1,1,"Agarivorans aestuarii",Agarivorans,aestuarii,"3 days"
132395,"JK 623","DSM 29029, LMG 28559",1,1,"Agathobacter ruminis",Agathobacter,ruminis,"2 days"
11752,,"DSM 8324, ATCC 33384, CCUG 13227, CIP 52.106, NCTC 9710",1,1,"Aggregatibacter actinomycetemcomitans",Aggregatibacter,actinomycetemcomitans,"1-2 days"
130467,"Ar1733, MCy1366","DSM 27872, NCCB 100468",1,1,"Aggregicoccus edonensis",Aggregicoccus,edonensis,"8-14 days"
7249,DL-4,"DSM 14575, UCM Ac-620, VKM Ac-1804, JCM 12206, IAM 15124, IAM 15138, NBRC 103053, CIP 108057",1,1,"Agreia bicolorata",Agreia,bicolorata,"10-14 days"
7248,P229/10,"DSM 14246, LMG 21000, JCM 12145, CIP 108226, IAM 15151, IAM 15171, LMG 19918, NBRC 103054, VKM Ac-2510",1,1,"Agreia pratensis",Agreia,pratensis,"10-14 days"
164664,54-2,"JCM 33824, CCM 8896, KCTC 21120, LMG 31058, NCIMB 15154",1,1,"Agrilactobacillus yilanensis",Agrilactobacillus,yilanensis,"3 days"
130598,39/7,"DSM 29844, CFBP 7436, LMG 26435",1,1,"Agrobacterium nepotum",Agrobacterium,nepotum,"1-2 days"
13645,NRCPB10,"DSM 22668, JCM 16209, LMG 25623, NCIMB 14639",1,1,"Agrobacterium pusense",Agrobacterium,pusense,"1-2 days"
13580,,"DSM 30147, ATCC 19358, IFO 13532, NBRC 13532, NCIB 9042, CCUG 3354, IAM 12048, EX 3.24.2 (L 624), JCM 20371, BCRC 10372, CECT 4112, CIP 104325, HAMBI 1814, ICMP 5785, KACC 10798, KCTC 22091, LMG 140, NCCB 27005, NCIMB 9042, NCPPB 3001, EX 3.24.2",1,1,"Agrobacterium radiobacter",Agrobacterium,radiobacter,"2-3 days"
140485,,"LMG 29287, HAMBI 3646, YIC 5082",1,1,"Agrobacterium salinitolerans",Agrobacterium,salinitolerans,"3 days"
13647,Ch11,"DSM 26438, CFBP 7420, HAMBI 3460, LMG 26191",1,1,"Agrobacterium skierniewicense",Agrobacterium,skierniewicense,"3-7 days"
7253,V-108,"DSM 14215, CCM 4953, JCM 12132, CGMCC 1.7256, CIP 107635, IAM 15147, NBRC 103055",1,1,"Agrococcus baldri",Agrococcus,baldri,"10-14 days"
7256,"R-17892t 2, R-17892t2","DSM 18061, CIP 109629, LMG 22410, JCM 14916",1,1,"Agrococcus casei",Agrococcus,casei,"10-14 days"
7252,D-1/1a,"DSM 12453, JCM 12398, ATCC 700859, CCM 4975, CGMCC 1.7258, CIP 106287, IAM 15145, NCIMB 13599",1,1,"Agrococcus citreus",Agrococcus,citreus,"10-14 days"
7250,2002-39/1,"DSM 9580, ATCC 700087, IFO 16126, NBRC 100415, NBRC 16126, CCUG 35514, CIP 106528, JCM 9950, CGMCC 1.7260, IAM 15121, IMSNU 22118, NCIMB 13857, VKM Ac-1839",1,1,"Agrococcus jenensis",Agrococcus,jenensis,"10-14 days"
7255,K22-21,"DSM 17612, MTCC 7154, JCM 14301, CGMCC 1.7259, CGMCC 1.8869, NCIMB 14388, CIP 109379",1,1,"Agrococcus lahaulensis",Agrococcus,lahaulensis,"10-14 days"
7257,"K 114/01","DSM 19812, LMG 24386, CCUG 58092, JCM 16026",1,1,"Agrococcus versicolor",Agrococcus,versicolor,"10-14 days"
7281,P27,"DSM 23870, JCM 15913, KCTC 19593",1,1,"Agromyces atrinae",Agromyces,atrinae,"10-14 days"
7269,,"DSM 14598, AS 4.1717, CCTCC 001012, YIM 21741, JCM 12113, BCRC 16310, CCTCC AA 001012, CGMCC 4.1717, CIP 107976, IAM 15154, KCTC 9967, CCRC 16310",1,1,"Agromyces aurantiacus",Agromyces,aurantiacus,"10-14 days"
132534,"OAct-353, OAct353","DSM 28305, CGMCC 4.7180, NRRL B-59115, JCM 32487",1,1,"Agromyces binzhouensis",Agromyces,binzhouensis,"4 days"
7267,65,"DSM 14596, IFO 16238, NBRC 16238, VKM Ac-2088, JCM 11433, CIP 108985, IAM 15146, KCTC 13909, NCIMB 13881",1,1,"Agromyces bracchium",Agromyces,bracchium,"10-14 days"
7261,,"DSM 8595, ATCC 51762, IMET 11525, VKM Ac-1340, JCM 9083, CIP 103632, IAM 15140, IFO 15780, LMG 16155, NBRC 15780",1,1,"Agromyces cerinus",Agromyces,cerinus,"10-14 days"
7278,,"DSM 8597, ATCC 51764, IMET 11529, VKM Ac-1345, CCUG 35506, JCM 9085, CIP 103633, IAM 15142, IFO 15781, LMG 16156, NBRC 15781",1,1,"Agromyces fucosus",Agromyces,fucosus,"10-14 days"
7263,,"DSM 8598, ATCC 51765, IMET 11533, VKM Ac-1352, JCM 9086, CIP 103635, IAM 15143, IFO 15782, LMG 16158, NBRC 15782, JCM 9087",1,1,"Agromyces fucosus subsp. hippuratus",Agromyces,fucosus,"10-14 days"
7266,8,"DSM 14595, IFO 16235, NBRC 16235, VKM Ac-2085, JCM 11431, CIP 107131, IAM 15144, KCTC 13907, NCIMB 13882",1,1,"Agromyces luteolus",Agromyces,luteolus,"10-14 days"
7265,,"DSM 20152, ATCC 14004, JCM 3346, NCIB 7206, CIP 104860, IFO 15704, KCTC 3136, NBRC 15704, NCIMB 7206, VKM Ac-1388",1,1,"Agromyces mediolanus",Agromyces,mediolanus,"10-14 days"
7272,23-23,"DSM 16197, CIP 108987, NBRC 109084, HKI 0321, JCM 14322, IAM 15296, NCIMB 13990, NCIMB 13989",1,1,"Agromyces neolithicus",Agromyces,neolithicus,"10-14 days"
168515,FW100M-8,"KACC 19308, NBRC 113048",1,1,"Agromyces protaetiae",Agromyces,protaetiae,"3 days"
7260,"PSU 38L","DSM 43045, ATCC 25173, KCC A-0108, JCM 3108, BCRC 12879, CIP 103037, IAM 15120, IFO 13895, IFO 13899, IMET 11027, KCTC 9232, LMG 16680, MTCC 267, NBRC 13895, NBRC 13899, NCIMB 10801, VKM Ac-1198",1,1,"Agromyces ramosus",Agromyces,ramosus,"10-14 days"
7268,14,"DSM 14597, IFO 16236, NBRC 16236, VKM Ac-2086, JCM 11432, CIP 108986, IAM 15153, KCTC 13908",1,1,"Agromyces rhizosphaerae",Agromyces,rhizosphaerae,"10-14 days"
7273,"108989, 20-5","DSM 16198, HKI 0320, JCM 14323, CIP 108989, IAM 15297, NCIMB 13989, NCIMB 13990",1,1,"Agromyces salentinus",Agromyces,salentinus,"10-14 days"
7277,Z33,"DSM 16689, NCIMB 14025, HKI 0340, JCM 14324, IAM 15298, CIP 108957",1,1,"Agromyces subbeticus",Agromyces,subbeticus,"10-14 days"
7270,XIL01,"DSM 15747, CIP 108592, LMG 21954, NBRC 109083, JCM 13315, IAM 15233",1,1,"Agromyces ulmi",Agromyces,ulmi,"10-14 days"
159867,D13,"KACC 19270, JCM 31634",1,1,"Ahniella affigens",Ahniella,affigens,"3 days"
132966,LZD062,"DSM 28886, JCM 30117, MCCC 1K00254",1,1,"Ahrensia marina",Ahrensia,marina,"2 days"
17849,"Muc, MucT","DSM 22959, ATCC BAA-835, CIP 107961, CCUG 64013, JCM 33894, BCRC 81048",1,1,"Akkermansia muciniphila",Akkermansia,muciniphila,"3-7 days"
327,"16 (R. Hugh 135), 135, 16","DSM 30030, ATCC 8750, CCM 1052, CIP 60.80, IFO 13111, NBRC 13111, NCDO 868, NCIB 8156, CCUG 1814, NCTC 11953, LMG 1229, JCM 20522, BCRC 10828, CCUG 1325, CECT 928, CGMCC 1.1786, HAMBI 1907, IAM 12369, IAM 12586, JCM 1474, JCM 20663, KCTC 2678, LMG 2100, LMG 3366, LMG 3369, LMG 3371, NCAIM B.01104, NCAIM B.02076, NCIMB 8156, VKM B-1518, VTT E-97056, IMET 10443, NBIMCC 153, CIP 55.84",1,1,"Alcaligenes faecalis",Alcaligenes,faecalis,"2-3 days"
395,MACL04,"DSM 23776, CECT 5683, LMG 22508, CIP 109716",1,1,"Alcanivorax balearicus",Alcanivorax,balearicus,"2-3 days"
159770,SW127,"CGMCC 1.16233, KCTC 62652",1,1,"Alcanivorax indicus",Alcanivorax,indicus,"3 days"
158801,MT13131,"MCCC 1A11581, KCTC 52985",1,1,"Alcanivorax mobilis",Alcanivorax,mobilis,"3 days"
140512,19-m-6,"MCCC 1A05629, KCTC 52137",1,1,"Alcanivorax nanhaiticus",Alcanivorax,nanhaiticus,"3 days"
11043,,"DSM 45001, KCTC 19149, YIM 45607, JCM 15626",1,1,"Aldersonia kunmingensis",Aldersonia,kunmingensis,"10-14 days"
140562,SK-16,"NBRC 110220, KCTC 32974",1,1,"Algibacter aquaticus",Algibacter,aquaticus,"3 days"
166449,,"KCTC 62395, MCCC 1K03486, HHTR 118",1,1,"Algihabitans albus",Algihabitans,albus,"7 days"
18152,DG1253,"DSM 24793, ATCC BAA-2243",1,1,"Algiphilus aromaticivorans",Algiphilus,aromaticivorans,"3-7 days"
140706,KEM-10,"KCTC 52839, NBRC 112780",1,1,"Algoriphagus aquaemixtae",Algoriphagus,aquaemixtae,"5 days"
