ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Kind of utilization tested,Utilization activity,Metabolite (utilization)
140325,mt16,"DSM 101186, CSUR P2032",1,1,Anaerococcus rubeinfantis,fermentation,+,D-mannose
17977,JC48,"DSM 25366, CSUR P156",1,1,Anaerococcus senegalensis,fermentation,+,D-mannose
17969,,"DSM 2951, ATCC 35098, CCM 3634, JCM 1964, GIFU 7672, CCUG 17637, CIP 103927, LMG 14264",1,1,Anaerococcus tetradius,fermentation,+,D-mannose
17972,,"CCUG 31349, CIP 103621, KCTC 15028, DSM 7457, ATCC 51170, JCM 8138, GIFU 12669, GIFU 7732",1,1,Anaerococcus vaginalis,fermentation,+,D-mannose
132639,"FRC-RU4, RU4","DSM 29728, ATCC BAA-2723",1,1,Anaerosporomusa subterranea,fermentation,+,fumarate
,,,,,,fermentation,+,maleic acid
140522,GSsed3,"CCOS 808, ATCC BAA-2555",1,1,Anoxybacteroides geothermale,fermentation,+,mannitol
130972,,"DSM 21100, KACC 14636, KCTC 22261, LMG 24494, Gsoil 524",1,1,Anseongella ginsenosidimutans,fermentation,+,glucose
132969,R-53146,"DSM 100903, LMG 28357",1,1,Apibacter mensalis,fermentation,+,glucose
166255,G8,"LMG 30898, DSM 107922",1,1,Apibacter muscae,fermentation,+,glucose
158413,Hlig3,"DSM 104126, NRRL B-65473, JCM 33323",1,1,Apilactobacillus micheneri,fermentation,+,glucose
158411,HV_6,"DSM 104127, NRRL B-65474, JCM 33324",1,1,Apilactobacillus quenuiae,fermentation,+,glucose
158412,HV_12,"DSM 104128, NRRL B-65472, JCM 33325",1,1,Apilactobacillus timberlakei,fermentation,+,glucose
17925,B4,"CCUG 53899, ATCC BAA-207, CIP 106985, DSM 11900, CCM 4956",1,1,Aquabacterium citratiphilum,fermentation,+,lactose
169788,2701,"LMG 32446, DSM 112952",1,1,Arcanobacterium buesumense,fermentation,+,D-glucose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,maltose
204,P6775,"DSM 25104, CCM 7958, CCUG 61573, CIP 110339",1,1,Arcanobacterium canis,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
22902,2698,"DSM 26142, CCM 8430, LMG 27073, CIP 110543",1,1,Arcanobacterium phocisimile,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
140651,MN12-7,"KCTC 32015, CIP 110422",1,1,Arcticibacter svalbardensis,fermentation,+,glucose
140971,Y3L17,"CGMCC 1.15905, KCTC 52420",1,1,Arenimonas soli,fermentation,+,glucose
4305,"SKI4, SK14","DSM 15247, ATCC 49151, CIP 109007, CCUG 55501, LMG 12584",1,1,Arsenophonus nasoniae,fermentation,+,D-glucose
7603,R-5102,"DSM 16402, LMG 22283, JCM 21794, IAM 15349, CIP 108896, LMG 19502",1,1,Arthrobacter castelli,fermentation,+,D-glucose
7520,C7,"DSM 20133, ATCC 11624, NCIB 8915, CCUG 23840, CCM 1647, JCM 1331, BCRC 10374, CDA 837, CGMCC 1.1893, CIP 102363, HAMBI 89, IAM 12341, IFO 12671, IFO 12957, IMET 10680, IMSNU 20062, KCTC 1001, LMG 16338, NBIMCC 2008, NBRC 12671, NBRC 12957, NCCB 72019, NCIMB 8915, NRIC 1858, NRRL B-1258, VKM Ac-1106, VKM Ac-1125",1,1,Arthrobacter citreus,fermentation,+,D-glucose
,,,,,,fermentation,+,sucrose
7521,,"DSM 20117, ATCC 15481, CCM 2386, NCIB 9499, JCM 2522, BCRC 11571, CCUG 23841, CCUG 23886, CGMCC 1.1926, CIP 102717, IAM 14588, IFO 14235, IMET 10362, KCCM 41107, KCTC 3379, LMG 3819, NBRC 14235, NCIMB 9499, VKM Ac-1107, SC 255",1,1,Arthrobacter crystallopoietes,fermentation,+,D-mannitol
,,,,,,fermentation,+,sucrose
132484,AM23,"DSM 29493, KACC 18260",1,1,Arthrobacter echini,fermentation,+,D-glucose
,,,,,,fermentation,+,urea
7585,CF25,"DSM 13067, ATCC BAA-272, CCUG 43811, CIP 110642, JCM 11676, CCM 4907, CCUG 44605, CIP 106789, KCTC 9907, NBRC 107841",1,1,Arthrobacter luteolus,fermentation,+,sucrose
7531,B89,"DSM 20545, ATCC 13346, CCM 1653, NCIB 8910, CCUG 23843, JCM 11606, BCRC 12112, CDA 858, CIP 102362, HAMBI 1862, IAM 12343, IFO 12139, KCTC 3445, LMG 16255, NBRC 12139, NCIMB 8910, NRRL B-1814, VKM Ac-1116, VKM Ac-1128, IMET 10355",1,1,Arthrobacter pascens,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
7605,R-5117,"DSM 16403, LMG 22284, JCM 21771, CIP 108899, IAM 15322",1,1,Arthrobacter pigmenti,fermentation,+,sucrose
7590,,"DSM 14508, JCM 11881, MTCC 3712, CMS 90or, CIP 107726, NCIMB 14039, VTT E-072994, CMS 90r",1,1,Arthrobacter roseus,fermentation,+,sucrose
168166,DPMB0001,"LMG 31078, PCM 3008",1,1,Arthrospiribacter ruber,fermentation,+,glucose
,,,,,,fermentation,+,inulin
,,,,,,fermentation,+,mannose
,,,,,,fermentation,+,trehalose
133190,C-1-16,"KEMB 900-374, KACC 18717, JCM 31293",1,1,Arvibacter flaviflagrans,fermentation,+,glucose
2250,,"DSM 17538, CCUG 48253, CIP 108502",1,1,Atopococcus tabaci,fermentation,+,D-glucose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
12672,,"DSM 23257, CECT 7672, LMG 25551, MON 2.2, JCM 18954",1,1,Auraticoccus monumenti,fermentation,+,D-glucose
137718,,"CCUG 56042, NCIMB 11861, LMG 13128, CCM 3863, JCM 1247, CIP 106280, ATCC 29707, DSM 1691, NCAIM B.01801, BCRC 12213, IAM 12399, ICMP 15216, NBRC 102290, NRRL B-14654, VKM B-1519",1,1,Azospirillum lipoferum,fermentation,+,glucose
134118,COC8,"IAM 15130, CCTCC AB 204051, JCM 21588, BCRC 17901, NBRC 102291, CIP 108863",1,1,Azospirillum oryzae,fermentation,+,glucose
,,,,,,fermentation,+,lactose
140878,NH7l_1,"MCCC 1A05787, LMG 27697, KCTC 33532",1,1,Bacillus australimaris,fermentation,+,amygdalin
,,,,,,fermentation,+,arabinose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,myo-inositol
,,,,,,fermentation,+,sucrose
624,"13, 971, Ford 13, Gibson 971","DSM 31, ATCC 14579, CCM 2010, LMG 6923, NCIB 9373, NCTC 2599, CCUG 7414, JCM 2152, BCRC 10603, BCRC 11026, CECT 148, CECT 5050, CGMCC 1.3760, CIP 66.24, HAMBI 1887, IAM 12605, IAM 14174, IFO 15305, KCTC 3624, NBRC 15305, NCAIM B.02078, NCCB 75008, NCFB 1771, NCIMB 9373, NRRL B-3711, VKM B-504, VTT E-93143",1,1,Bacillus cereus,fermentation,+,D-ribose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
141013,1404,"CCTCC AB 2017021, KCTC 33827, DSM 100730",1,1,Niallia endozanthoxylica,fermentation,+,D-glucose
132364,FJAT-4402,"DSM 29500, CGMCC 1.12902",1,1,Bacillus gobiensis,fermentation,+,glucose
1847,"WS 1087, 6721","CCUG 47676, CIP 67.21, DSM 8802, ATCC 25096, JCM 12400, BCRC 14861",1,1,Bacillus halotolerans,fermentation,+,D-mannitol
,,,,,,fermentation,+,maltose
689,"Gibson 46, 46, 1264","DSM 13, ATCC 14580, CCM 2145, IFO 12200, NBRC 12200, NCIB 9375, NCTC 10341, WDCM 00068, CCUG 7422, JCM 2505, BCRC 11702, CECT 20, CGMCC 1.3649, CIP 52.71, IAM 13417, KCTC 1753, KCTC 1918, LMG 6933, NCFB 1772, NCIMB 9375, NRRL NRS-1264, VKM B-511, LMG 12363, NCDO 1772",1,1,Bacillus licheniformis,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
133059,KS16-9,"DSM 100413, KCTC 33834, MTCC 12305, JCM 31631",1,1,Mesobacillus maritimus,fermentation,+,glucose
1093,RO-H-1,"DSM 9205, ATCC 51516, NRRL B-14698, JCM 12230, BCRC 17124, CIP 104095, IFO 15718, KCTC 3706, LMG 17797, NBRC 15718, NCIMB 13391, VTT E-011771",1,1,Bacillus mojavensis,fermentation,+,xylose
1151,,"DSM 12442, NRRL B-617, JCM 12231, CIP 105700, LMG 18993, KCTC 3862, NBRC 101232, BCRC 17606, BCRC 17107",1,1,Bacillus pseudomycoides,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,L-arabinose
1172,"Marburg, 744","DSM 10, ATCC 6051, CCM 2216, IAM 12118, IFO 13719, JCM 1465, LMG 7135, NBRC 13719, NCIB 3610, NCTC 3610, NRS 744, CCUG 163 B, BCRC 10255, CECT 39, CIP 52.65, IFO 16412, IMET 10758, KCTC 3135, NBRC 16412, NCFB 1769, NCIMB 3610, NRRL B-4219, NRRL NRS-744, VKM B-501, VKM B-758, VKM B-919, VTT E-97009, UCCCB117, NCDO 1769",1,1,Bacillus subtilis,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
1006,NRS-996,"DSM 2046, ATCC 10792, CCM 19, NCIB 9134, CCUG 7429, JCM 20386, BCRC 14683, CCEB 457, CECT 197, CIP 53.137, CN 3624, HAMBI 252, HAMBI 478, IAM 12077, LBG B-4034, LMD 70.8, LMG 7138, NBRC 101235, NCAIM B.01292, NCCB 70008, NCDO 1146, NCFB 1146, NCIMB 9134, NCIMB 9207, NRRL HD-735, NRRL NRS-996, PCM 1853, VKM B-439, VKM B-454, VTT E-86245, WDCM 00221",1,1,Bacillus thuringiensis,fermentation,+,D-ribose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
140879,DW5-4,"MCCC 1A08372, LMG 27144, KCTC 33531",1,1,Bacillus zhangzhouensis,fermentation,+,amygdalin
,,,,,,fermentation,+,arabinose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,sucrose
133276,sw100,"JCM 30597, MCCC 1K00501, KCTC 42424",1,1,Bacterioplanoides pacificum,fermentation,+,cellobiose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,starch
1617,3452A,"DSM 19024, ATCC 43185, CCUG 38735, CIP 104201, JCM 9498, NCTC 13051, VPI 3452A",1,1,Bacteroides caccae,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
131518,I48,"DSM 26085, KCTC 15547",1,1,Bacteroides caecimuris,fermentation,+,raffinose
1623,CRE21,"DSM 14838, CCUG 44979, JCM 15632",1,1,Bacteroides cellulosilyticus,fermentation,+,cellulose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,fructose
,,,,,,fermentation,+,galactose
,,,,,,fermentation,+,galacturonate
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,lactulose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,mannose
,,,,,,fermentation,+,melibiose
1628,A 20,"DSM 22519, JCM 16067, CCUG 60911, YIT 12056, KCTC 15128",1,1,Bacteroides clarus,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
1583,10128,"DSM 20697, ATCC 27754, NCTC 11155, CCUG 9559, CIP 104285, JCM 12986, VPI T5-42B-1",1,1,Bacteroides eggerthii,fermentation,+,D-mannose
22936,ST37,"DSM 26883, CCUG 60873, JCM 17102, KCTC 15666",1,1,Bacteroides faecichinchillae,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
1631,MAJ27,"CCUG 60914, DSM 24798, JCM 16478, KCTC 5823",1,1,Bacteroides faecis,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
1610,199,"DSM 17565, JCM 13345, CCUG 53890",1,1,Bacteroides finegoldii,fermentation,+,D-mannose
1629,,"CCUG 60912, DSM 22534, JCM 16101, YIT 12057, KCTC 15129",1,1,Bacteroides fluxus,fermentation,+,D-mannose
1585,"EN-2, Onslow","DSM 2151, ATCC 25285, JCM 11019, NCTC 9343, CCUG 4856, CCM 4712, VPI 2553, CIP 77.16, KCTC 3688, KCTC 5013, LMG 10263, LMG 11261, NCDO 2217",1,1,Bacteroides fragilis,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
140883,"LIPI12-4-Ck844, JSAT12-4-Ck884, C13EG186","InaCC B451, NBRC 110963",1,1,Bacteroides gallinaceus,fermentation,+,cellobiose
,,,,,,fermentation,+,salicin
1616,C35,"DSM 18171, JCM 13658, CCUG 55423",1,1,Bacteroides gallinarum,fermentation,+,D-mannose
1624,XDT-1,"CCUG 60910, DSM 19988, JCM 15093, KCTC 15146",1,1,Bacteroides graminisolvens,fermentation,+,D-mannose
1591,P 36-108,"DSM 20613, ATCC 35417, CCUG 15421, JCM 6297",1,1,Bacteroides helcogenes,fermentation,+,D-mannose
158670,YS-aM39,"KCTC 15520, JCM 31393",1,1,Bacteroides koreensis,fermentation,+,glucose
158671,R2F3-3-3,"KCTC 15460, JCM 31391",1,1,Bacteroides kribbi,fermentation,+,glucose
23776,UasXn-3,"DSM 26991, JCM 19020",1,1,Bacteroides luti,fermentation,+,D-mannose
1630,,"DSM 22535, JCM 16102, CCUG 60913, YIT 12058, KCTC 15130",1,1,Bacteroides oleiciplenus,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
1592,LRA 044 07 88,"DSM 1896, ATCC 8483, NCTC 11153, CCUG 4943, CIP 103756, JCM 5824, KCTC 5011, BCRC 10623",1,1,Bacteroides ovatus,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
1621,SV434,"DSM 19291, JCM 14649, CCUG 60909",1,1,Bacteroides propionicifaciens,fermentation,+,D-mannose
1594,P39-88,"DSM 20611, ATCC 35418, CCUG 15419, JCM 6294",1,1,Bacteroides pyogenes,fermentation,+,D-mannose
22935,ST28,"DSM 26882, CCUG 59334, JCM 16469, JCM 16496",1,1,Bacteroides rodentium,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
131249,ST161,"DSM 26884, CCUG 60872, JCM 17103",1,1,Bacteroides stercorirosoris,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
1618,B5-21,"DSM 19555, ATCC 43183, CIP 104203, JCM 9496, CCUG 38733, VPI B5-21, NCTC 13053",1,1,Bacteroides stercoris,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
1599,"E50 (VPI 5482), VPI-5482","DSM 2079, ATCC 29148, NCTC 10582, CCUG 10774, CIP 104206, VPI 5482, JCM 5827, CGMCC 1.5132",1,1,Bacteroides thetaiotaomicron,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
130975,AP1,"DSM 26083, CSUR P194",1,1,Bacteroides timonensis,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
1604,,"CCUG 4942, JCM 5828, CIP 103695, KCTC 5204, DSM 6597, ATCC 8492, VPI 0061, CGMCC 1.5133, NCTC 13054",1,1,Bacteroides uniformis,fermentation,+,D-mannose
1626,XB1A,"DSM 18836, CCUG 53782, JCM 15633",1,1,Bacteroides xylanisolvens,fermentation,+,D-mannose
,,,,,,fermentation,+,fructose
,,,,,,fermentation,+,galactose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,raffinose
,,,,,,fermentation,+,ribose
133009,KHALHBd91,"DSM 28579, JCM 19909",1,1,Balneicella halophila,fermentation,+,glucose
140945,PEB0122,"NCIMB 14961, DSM 29779",1,1,Bartonella apis,fermentation,+,arabinose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,xylose
38,CP2C,"DSM 16746, ATCC BAA-1043, CIP 109215",1,1,Belnapia moabensis,fermentation,+,D-galactose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,maltose
1678,2163-026,"DSM 12333, ATCC BAA-8, IFO 16432, NBRC 16432, CCUG 43141, HKI 0122, JCM 11478, CIP 106362, NCIMB 13614",1,1,Beutenbergia cavernae,fermentation,+,maltose
,,,,,,fermentation,+,sucrose
140310,RP115,"DSM 100238, CCM 8605, LMG 28779",1,1,Bifidobacterium apri,fermentation,+,arbutin
,,,,,,fermentation,+,D-fructose
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,esculin
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,raffinose
,,,,,,fermentation,+,salicin
164528,2028B,"JCM 33352, CCUG 72814, LMG 30938",1,1,Bifidobacterium callimiconis,fermentation,+,cellobiose
,,,,,,fermentation,+,D-arabinose
,,,,,,fermentation,+,D-fructose
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-sorbitol
,,,,,,fermentation,+,D-xylose
164527,2020B,"JCM 33351, CCUG 72816, LMG 30937",1,1,Bifidobacterium castoris,fermentation,+,cellobiose
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,inulin
,,,,,,fermentation,+,maltodextrin
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,N-acetylgalactosamine
1697,B669,"DSM 16992, ATCC 27539, CECT 7362, CIP 104175, DSM 20103, CCUG 18366, JCM 1194, BCRC 14667, CCM 4989, CGMCC 1.2197, HAMBI 560, KCTC 3221, LMG 11043, NCAIM B.02017, NCFB 2246, NCIMB 702246, VTT E-011764",1,1,Bifidobacterium catenulatum subsp. catenulatum,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
1704,B764,"DSM 20436, ATCC 27534, BCRC 14662, CCUG 17378, CCUG 18367, CECT 687, CGMCC 1.2188, CIP 104176, KCTC 3222, LMG 10506, NCFB 2243, NCTC 11816",1,1,Bifidobacterium dentium,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
164531,2036B,"JCM 33355, CCUG 72818, LMG 30941",1,1,Bifidobacterium dolichotidis,fermentation,+,cellobiose
,,,,,,fermentation,+,D-arabinose
,,,,,,fermentation,+,D-fructose
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,inulin
,,,,,,fermentation,+,maltodextrin
132454,LMM_E3,"DSM 100216, JCM 30801",1,1,Bifidobacterium eulemuris,fermentation,+,amygdalin
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-sorbitol
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,methyl alpha-D-glucopyranoside
,,,,,,fermentation,+,methyl beta-D-xylopyranoside
,,,,,,fermentation,+,potassium 5-dehydro-D-gluconate
,,,,,,fermentation,+,turanose
1705,Ch 206-5,"DSM 20670, ATCC 33777, CCUG 34990, JCM 6291, BCRC 14679, CGMCC 1.2283, KCTC 3235, LMG 11586",1,1,Bifidobacterium gallinarum subsp. gallinarum,fermentation,+,D-mannose
,,,,,,fermentation,+,raffinose
164529,2034B,"JCM 33353, CCUG 72815, LMG 30939",1,1,Bifidobacterium goeldii,fermentation,+,cellobiose
,,,,,,fermentation,+,D-fructose
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,inulin
,,,,,,fermentation,+,pullulan
,,,,,,fermentation,+,starch
,,,,,,fermentation,+,sucrose
1726,Ru915B,"DSM 6492, ATCC 49391, CCUG 34976, JCM 8219, CGMCC 1.2273, KCTC 3369, KCTC 3423, LMG 11341",1,1,Bifidobacterium merycicum,fermentation,+,arabinose
,,,,,,fermentation,+,dextrin
,,,,,,fermentation,+,galactose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,raffinose
,,,,,,fermentation,+,ribose
,,,,,,fermentation,+,starch
160296,,"DSM 106029, SMA 15, BCRC 81224, NBRC 114051",1,1,Bifidobacterium platyrrhinorum,fermentation,+,arbutin
,,,,,,fermentation,+,D-trehalose
,,,,,,fermentation,+,L-xylose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,methyl alpha-D-glucopyranoside
,,,,,,fermentation,+,N-acetyl-D-glucosamine
,,,,,,fermentation,+,raffinose
,,,,,,fermentation,+,salicin
1723,Ru687,"DSM 6489, ATCC 49390, CCUG 34975, JCM 8222, CGMCC 1.2241, KCTC 3425, LMG 12588, LMG 21811",1,1,Bifidobacterium ruminantium,fermentation,+,dextrin
,,,,,,fermentation,+,fructose
,,,,,,fermentation,+,galactose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,maltose
,,,,,,fermentation,+,mannitol
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,raffinose
,,,,,,fermentation,+,ribose
160002,,"DSM 106020, SMA 1, BCRC 81223, NBRC 114049",1,1,Bifidobacterium saimiriisciurei,fermentation,+,D-arabitol
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,D-sorbitol
,,,,,,fermentation,+,D-xylose
,,,,,,fermentation,+,sucrose
164530,2033B,"JCM 33354, CCUG 72817, LMG 30940",1,1,Bifidobacterium samirii,fermentation,+,cellobiose
,,,,,,fermentation,+,D-fructose
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,inulin
,,,,,,fermentation,+,maltodextrin
,,,,,,fermentation,+,melibiose
,,,,,,fermentation,+,pullulan
1719,F395,"DSM 20096, ATCC 27537, CCUG 34980",1,1,Bifidobacterium subtile,fermentation,+,raffinose
1740,OMB 115,"DSM 17777, JCM 13495",1,1,Bifidobacterium tsurumiense,fermentation,+,2-oxoglutarate
,,,,,,fermentation,+,3-O-methyl alpha-D-glucopyranoside
,,,,,,fermentation,+,amygdalin
,,,,,,fermentation,+,arbutin
,,,,,,fermentation,+,cellobiose
,,,,,,fermentation,+,D-fructose
,,,,,,fermentation,+,D-galactose
,,,,,,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,D-mannose
141014,Tam10B,"LMG 30126, CCUG 70655, CCUG 70655 A",1,1,Bifidobacterium vansinderenii,fermentation,+,arabinogalactan
,,,,,,fermentation,+,arabinose
,,,,,,fermentation,+,cellobiose
,,,,,,fermentation,+,fructose
,,,,,,fermentation,+,fucose
,,,,,,fermentation,+,galactose
,,,,,,fermentation,+,glucose
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,inulin
,,,,,,fermentation,+,lactose
164467,SK-G1,"JCM 33158, CCAM 530, KCTC 15783",1,1,Biomaibacter acetigenes,fermentation,+,glucose
5244,"BF36, BF 36","DSM 19580, CIP 109699",1,1,Biostraticola tofi,fermentation,+,D-glucose
24299,"98-D-690B, M327/99/2, M327/99/2T","DSM 28231, CCUG 43067, NCTC 13475, CIP 106354",1,1,Bisgaardia hudsonensis,fermentation,+,glucose
,,,,,,fermentation,+,lactose
158642,KB1,"KCTC 15618, JCM 32276",1,1,Blautia hominis,fermentation,+,mannose
,,,,,,fermentation,+,raffinose
18068,2396,"DSM 2950, ATCC 27340, CCUG 10976, CCUG 9990, JCM 1471, KCTC 15607, VPI 4299, NCTC 11829, KCTC 3242, KCTC 3695",1,1,Blautia producta,fermentation,+,D-fructose
,,,,,,fermentation,+,D-mannose
,,,,,,fermentation,+,maltose
18072,B,"DSM 10518, JCM 14657, CCUG 53897, CIP 105464, KCTC 5953",1,1,Blautia schinkii,fermentation,+,D-glucose
,,,,,,fermentation,+,D-mannitol
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-rhamnose
,,,,,,fermentation,+,sorbitol
1768,BLAPIII-AGV,"DSM 22924, ATCC BAA-1568",1,1,Bombiscardovia coagulans,fermentation,+,raffinose
3909,,"DSM 10672, CNRZ 925, CCUG 50349, CCM 4520, ATCC 700067, LMG 19551, CIP 104811, JCM 11607, IAM 14578, IFO 16118, NBRC 16118, NCIMB 13431",1,1,Brachybacterium alimentarium,fermentation,+,sucrose
159799,M1HQ-2,"KCTC 49087, CGMCC 1.16391, JCM 33403",1,1,Brachybacterium endophyticum,fermentation,+,glucose
3902,10-Jun,"DSM 4810, ATCC 43885, IMET 11352, NCIB 9860, JCM 11609, CCM 4372, CCUG 32293, CCUG 50351, CIP 103333, IAM 14581, IFO 14762, IMSNU 21277, KCCM 40244, LMG 19847, NBRC 14762, NCIMB 9860, VKM Ac-1423",1,1,Brachybacterium faecium,fermentation,+,D-glucose
,,,,,,fermentation,+,D-ribose
,,,,,,fermentation,+,lactose
,,,,,,fermentation,+,sucrose
3903,"35, IMV-Ac 752","DSM 9573, IMV Ac-752, JCM 11648, CIP 104813, IAM 14582, IFO 15384, LMG 19549, NBRC 15384",1,1,Brachybacterium nesterenkovii,fermentation,+,D-glucose
,,,,,,fermentation,+,lactose
3905,11-Jul,"DSM 46341, ATCC 51843, IFO 15224, IMET 11353, NBRC 15224, NCIB 9861, JCM 17781, CIP 103334, IAM 14583, JCM 11649, KCTC 9916, LMG 19861, NCIMB 9861, VKM Ac-1425, VKM Ac-1977",1,1,Brachybacterium paraconglomeratum,fermentation,+,sucrose
3908,H-6S,"DSM 10240, ATCC 51844, IFO 15203, NBRC 15203, JCM 11650, CIP 104398, IAM 14584, KCTC 9917, LMG 19848, NCIMB 13338, VKM Ac-1976",1,1,Brachybacterium rhamnosum,fermentation,+,D-glucose
,,,,,,fermentation,+,glycogen
3913,R-5647,"DSM 14566, LMG 20354, CCUG 50347, JCM 12139, CIP 108249, LMG 20345",1,1,Brachybacterium sacelli,fermentation,+,sucrose
343,LGM 19451,"DSM 13743, LMG 19451, NCIMB 13739, CCUG 47103, RKI 99-01984, CIP 107426",1,1,Brackiella oedipodis,fermentation,+,glucose
140809,H-8,"CNPSo 2823, HAMBI 3668, BR 446",1,1,Bradyrhizobium stylosanthis,fermentation,+,D-arabinose
,,,,,,fermentation,+,D-lyxose
,,,,,,fermentation,+,esculin ferric citrate
,,,,,,fermentation,+,glycogen
,,,,,,fermentation,+,L-arabinose
,,,,,,fermentation,+,L-fucose
,,,,,,fermentation,+,L-xylose
,,,,,,fermentation,+,potassium 5-dehydro-D-gluconate
,,,,,,fermentation,+,potassium gluconate
,,,,,,fermentation,+,starch
4309,,"CCUG 48887, ICMP 12481, ATCC 700181, CIP 104916, DSM 11811, NCPPB 3934, PVFi 20",1,1,Brenneria alni,fermentation,+,amygdalin
