ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Flagellum arrangement"
12871,"90, A 3.12","DSM 291, ATCC 12633, DSM 50202, ICPB 2963, NCTC 10936, WDCM 00117, JCM 13063, ATCC 23467, BCRC 10459, CCM 7156, CCUG 12690, CCUG 2091, CECT 324, CFBP 2066, CIP 52.191, DSM 50906, HAMBI 7, HUT 8100, IAM 1236, ICMP 2758, IFO 14164, JCM 3697, KCTC 1644, KCTC 1751, LMG 2257, NBRC 14164, NCCB 68020, NCCB 72006, NCIMB 13936, NCIMB 9494, NCIMB 9528, VKM B-1301, VKM B-2187, VTT E-92005",1,1,"Pseudomonas putida",Pseudomonas,putida,polar
166315,16W4-4-3,"CGMCC 1.13350, KCTC 72619",1,1,"Pseudomonas saliphila",Pseudomonas,saliphila,polar
170903,P7,"CCUG 74260, CECT 30107",1,1,"Pseudomonas sivasensis",Pseudomonas,sivasensis,lophotrichous
158577,MA-69,"CCTCC AB 2013065, KCTC 42447, JCM 19137",1,1,"Stutzerimonas tarimensis",Stutzerimonas,tarimensis,monopolar
133231,IB1.1,"VKM B-2935, CECT 9091",1,1,"Pseudomonas turukhanskensis",Pseudomonas,turukhanskensis,polar
168525,C1-9,"CGMCC 1.13864, KCTC 62325",1,1,"Methylibium rhizosphaerae",Methylibium,rhizosphaerae,polar
140617,FDZSB0410,"KCTC 52127, MCCC 1A01897",1,1,"Pseudotenacibaculum haliotis",Pseudotenacibaculum,haliotis,gliding
141084,UST20140214-052,"KCTC 42384, MCCC 1K00452",1,1,"Pseudovibrio stylochi",Pseudovibrio,stylochi,peritrichous
140611,WD12,"KACC 15045, LMG 25968",1,1,"Pseudoxanthomonas putridarboris",Pseudoxanthomonas,putridarboris,monotrichous
23028,,"DSM 19858, JCM 11733, KCTC 22016, KMM 3531, CECT 7618",1,1,"Pseudozobellia thermophila",Pseudozobellia,thermophila,gliding
158270,NEAU-3TGS17,"DSM 100484, CGMCC 1.15308",1,1,"Psychrobacillus lasiicapitis",Psychrobacillus,lasiicapitis,peritrichous
166337,C1,"MCCC 1H00415, KCTC 72796",1,1,"Psychroflexus maritimus",Psychroflexus,maritimus,gliding
5629,"LA1, LA1T","DSM 15496, ATCC BAA-734, CIP 108448",1,1,"Psychroflexus tropicus",Psychroflexus,tropicus,gliding
159736,T8,"CGMCC 1.15924, KCTC 333888",1,1,"Pueribacillus theae",Pueribacillus,theae,peritrichous
166528,SC2-7,"KACC 19309, NBRC 113102",1,1,"Pulveribacter suum",Pulveribacter,suum,polar
365,B201,"DSM 25667, JCM 16917, KACC 14927",1,1,"Pusillimonas harenae",Pusillimonas,harenae,amphitrichous
362,BN9,"DSM 10065, CCUG 51657, NCIMB 14020, CIP 108767",1,1,"Pusillimonas noertemannii",Pusillimonas,noertemannii,"monotrichous, polar"
133960,E403,"CCTCC AB 2012862, CGMCC 41.12333, KCTC 32192, CGMCC 1.12333",1,1,"Pustulibacterium marinum",Pustulibacterium,marinum,gliding
132610,Su06,"DSM 28599, ATCC BAA-2559",1,1,"Pyrodictium delaneyi",Pyrodictium,delaneyi,lophotrichous
158527,GYP-11,"CGMCC 1.15125, KCTC 42509",1,1,"Pyruvatibacter mobilis",Pyruvatibacter,mobilis,"monotrichous, polar"
132551,,"DSM 100773, NCCB 100574, MSR MSr9521, MSR 9521",1,1,"Racemicystis crocea",Racemicystis,crocea,gliding
166374,SAP-19,"KACC 21744, NBRC 114407",1,1,"Rahnella aceris",Rahnella,aceris,polar
2085,"K-288, K 288","DSM 6297, ATCC 27511, CIP 73.23, JCM 5969, NCTC 11149, CCUG 3318, LMG 5942, BCRC 14820, CECT 330, CGMCC 1.1807, IAM 13530, ICPB 3981, NBRC 102503, NCIMB 13142, VTT E-981068",1,1,"Ralstonia pickettii",Ralstonia,pickettii,"monotrichous, polar"
140017,,"DSM 103551, JCM 23209, TISTR 1750, IAM 15448",1,1,"Rapidithrix thailandica",Rapidithrix,thailandica,gliding
166392,SSH23,"KACC 21168, NBRC 113795",1,1,"Reinekea thalattae",Reinekea,thalattae,polar
141114,,"CGMCC 1.5219, KCTC 15623, DSM 105239, SYSU GA15001",1,1,"Rhabdanaerobium thermarum",Rhabdanaerobium,thermarum,subpolar
159783,TAPG2,"BCRC 81054, LMG 30056, KCTC 52815",1,1,"Rheinheimera coerulea",Rheinheimera,coerulea,polar
158590,TP462,"KACC 18560, CGMCC 1.15399",1,1,"Rheinheimera marina",Rheinheimera,marina,"monotrichous, polar"
163799,PKS7,"JCM 30460, KCTC 42365",1,1,"Rheinheimera pleomorphica",Rheinheimera,pleomorphica,"monotrichous, polar"
158757,KH87,"ATCC BAA-2715, CIP 111115, DSM 100018",1,1,"Rheinheimera salexigens",Rheinheimera,salexigens,monopolar
140851,DS48-6-5,"KCTC 42645, NBRC 111169",1,1,"Rhizobacter profundi",Rhizobacter,profundi,"monotrichous, polar"
133176,,"BR 10423, HAMBI 3664",1,1,"Rhizobium altiplani",Rhizobium,altiplani,polar
133182,ZFJT-2,"CCTCC AB 2013015, KCTC 32301, LMG 27603",1,1,"Rhizobium gei",Rhizobium,gei,polar
140867,shin9-1,"LMG 27163, KCTC 32148",1,1,"Rhizobium ipomoeae",Rhizobium,ipomoeae,"monotrichous, polar"
140725,JA912,"KCTC 15475, LMG 28748",1,1,"Rhodobacter azollae",Rhodobacter,azollae,"monotrichous, polar"
,,,,,,,,polar
140726,JA826,"KCTC 15478, LMG 28758",1,1,"Rhodobacter lacus",Rhodobacter,lacus,"monotrichous, polar"
,,,,,,,,polar
168411,"JA983, Rhodobacter sp. JA983","NBRC 113843, KCTC 15782",1,1,"Rhodobacter sediminicola",Rhodobacter,sediminicola,polar
1801,RS,"DSM 16996, VKM B-2361",1,1,"Rhodoblastus sphagnicola",Rhodoblastus,sphagnicola,"monotrichous, polar"
166229,,"KACC 18983, NBRC 112709, IMCC 26218",1,1,"Rhodoferax lacus",Rhodoferax,lacus,"monotrichous, polar"
167834,"JA980, Rhodomicrobium sp. JA980","MCC 3714, KCTC 15697, NBRC 113803",1,1,"Rhodomicrobium lacus",Rhodomicrobium,lacus,peritrichous
158540,TUT3581,"KCTC 15603, NBRC 112816",1,1,"Rhodoplanes azumiensis",Rhodoplanes,azumiensis,"monotrichous, polar"
6191,JA266,"DSM 19946, JCM 14934, KCTC 5627",1,1,"Rhodoplanes serenus",Rhodoplanes,serenus,"monotrichous, polar"
133492,JA415,"KCTC 5711, NBRC 104972",1,1,"Rhodoplanes pokkaliisoli",Rhodoplanes,pokkaliisoli,"monotrichous, polar"
158541,TUT3542,"KCTC 15602, NBRC 112815",1,1,"Rhodoplanes tepidicaeni",Rhodoplanes,tepidicaeni,"monotrichous, polar"
133648,JA310,"NBRC 106083, KCTC 5839",1,1,"Rhodopseudomonas parapalustris",Rhodopseudomonas,parapalustris,polar
133803,JA575,"NBRC 108862, KCTC 15143",1,1,"Rhodopseudomonas pentothenatexigens",Rhodopseudomonas,pentothenatexigens,"monotrichous, polar"
140728,TUT3615,"KCTC 23279, NBRC 107609",1,1,"Rhodopseudomonas telluris",Rhodopseudomonas,telluris,polar
133804,JA576,"NBRC 108863, KCTC 15144",1,1,"Rhodopseudomonas thermotolerans",Rhodopseudomonas,thermotolerans,"monotrichous, polar"
141161,WDN1C137,"KCTC 52478, MCCC 1H00170, DSM 108746",1,1,"Rhodosalinus sediminis",Rhodosalinus,sediminis,polar
168344,"CL23, CC-AMO-30D","LMG 31418, KCTC 72252",1,1,"Robertkochia solimangrovi",Robertkochia,solimangrovi,gliding
2992,61A,"DSM 11813, CCUG 52219",1,1,"Roseateles depolymerans",Roseateles,depolymerans,polar
140994,BSS09,"KCTC 52373, MCCC 1K03201",1,1,"Roseibium sediminis",Roseibium,sediminis,monotrichous
158729,,"MCCC 1K03242, KCTC 52641, CCMM 001",1,1,"Roseicyclus marinus",Roseicyclus,marinus,gliding
133348,MA7-20,"KACC 18807, JCM 31538",1,1,"Roseitalea porphyridii",Roseitalea,porphyridii,polar
159410,SK-8,"DSM 102187, KCTC 32969, NBRC 110216",1,1,"Roseivirga misakiensis",Roseivirga,misakiensis,gliding
134178,,"NRRL B-41219, JCM 13337, DSM 109152, CIP 109327",1,1,"Roseivirga spongicola",Roseivirga,spongicola,gliding
60,,"DSM 8511, RB 3",1,1,"Roseococcus thiosulfatophilus",Roseococcus,thiosulfatophilus,"monotrichous, polar"
1225,TF-12,"DSM 16205, JCM 11545, KCCM 41589, CIP 108136",1,1,"Rossellomorea aquimaris",Rossellomorea,aquimaris,peritrichous
1224,TF-11,"DSM 16204, JCM 11544, KCCM 41588, CIP 108135",1,1,"Rossellomorea marisflavi",Rossellomorea,marisflavi,"monotrichous, polar"
2760,H10,"DSM 5812, ATCC 35319, JCM 6584",1,1,"Ruminiclostridium cellulolyticum",Ruminiclostridium,cellulolyticum,peritrichous
170898,ATSA2,"KCTC 43072, CCTCC AB 2019223",1,1,"Saccharibacillus brassicae",Saccharibacillus,brassicae,lophotrichous
140934,WLJ055,"CGMCC 1.15276, KCTC 33693",1,1,"Saccharibacillus deserti",Saccharibacillus,deserti,polar
,,,,,,,,subpolar
470,2-40,"DSM 17024, ATCC 43961, CCUG 66513",1,1,"Saccharophagus degradans",Saccharophagus,degradans,"monotrichous, polar"
159727,HK-33,"KCTC 62178, MCCC 1K03440",1,1,"Saccharospirillum mangrovi",Saccharospirillum,mangrovi,"monotrichous, polar"
5643,,"DSM 23515, KCTC 12560, KMM 7019, LMG 23205",1,1,"Salegentibacter agarivorans",Salegentibacter,agarivorans,gliding
158766,GSS13,"KCTC 33792, MCCC 1K00567",1,1,"Salibacterium lacus",Salibacterium,lacus,monopolar
1551,ISL-25,"DSM 23127, CCUG 56755, KCTC 13260, ISL -25",1,1,"Salimicrobium flavidum",Salimicrobium,flavidum,peritrichous
1830,SL014B-41A4,"DSM 22962, CGMCC 1.9161",1,1,"Salinarimonas ramus",Salinarimonas,ramus,"monotrichous, polar"
1829,,"DSM 21201, CCTCC AA 208038, KCTC 22346, YIM YD3",1,1,"Salinarimonas rosea",Salinarimonas,rosea,"monotrichous, polar"
168453,WDS2A16A,"KCTC 52225, MCCC 1H00139",1,1,"Salinibius halmophilus",Salinibius,halmophilus,"polytrichous, monopolar"
133600,,"KCTC 12719, LMG 25395, KMM 6270, KCTC 23286",1,1,"Salinimicrobium marinum",Salinimicrobium,marinum,gliding
167381,HMF8227,"KCTC 62462, NBRC 113230T, NBRC 113230",1,1,"Saliniradius amylolyticus",Saliniradius,amylolyticus,polar
133719,AM11-6,"NBRC 101268, NCIMB 14607",1,1,"Salinirepens amamiensis",Salinirepens,amamiensis,gliding
158649,,"MCCC 1K03246, KCTC 52640, CCMM 005, JCM 31813",1,1,"Salinisphaera aquimarina",Salinisphaera,aquimarina,subpolar
158295,BH128,"DSM 19924, KACC 18690, NBRC 111874",1,1,"Salirhabdus salicampi",Salirhabdus,salicampi,peritrichous
1295,MLTeJB,"DSM 22320, ATCC BAA-1786, KCTC 15200",1,1,"Salisediminibacterium beveridgei",Salisediminibacterium,beveridgei,peritrichous
158551,LSN-49,"BCRC 81005, LMG 29726, KCTC 52439",1,1,"Salsuginimonas clara",Salsuginimonas,clara,"monotrichous, polar"
158825,"TSD-72, RKSG058","LMG 29871",1,1,"Sansalvadorimonas verongulae",Sansalvadorimonas,verongulae,subpolar
599,"1, BAI","CCUG 28517, NRRL B-14310, DSM 1046, ATCC 29788, CCM 2849, CIP R925, JCM 12210, BCRC 15923, BCRC 16018, CIP 77.28, HAMBI 1884, IFO 15712, KCTC 3447, LMG 9581, NBRC 15712, NCCB 93150, NCIMB 11859, NRRL B-14522",1,1,"Schinkia azotoformans",Schinkia,azotoformans,peritrichous
23375,K481-B101,"DSM 7029, ATCC 53080, NBRC 100090",1,1,"Caldimonas brevitalea",Caldimonas,brevitalea,monopolar
24737,,"DSM 22335, JCM 15794, KCTC 12833, DCY 13, KACC 15019",1,1,"Sediminibacterium ginsengisoli",Sediminibacterium,ginsengisoli,gliding
158552,SYL130,"KCTC 52860, CCTCC AB 2017082",1,1,"Sediminibacterium roseum",Sediminibacterium,roseum,gliding
24736,NJ-44,"DSM 27476, CGMCC 1.6845, NBRC 103935",1,1,"Sediminibacterium salmoneum",Sediminibacterium,salmoneum,gliding
141085,Gy8,"KCTC 42396, CICC 23816",1,1,"Seonamhaeicola algicola",Seonamhaeicola,algicola,gliding
166320,W255,"MCCC 1H00377, KCTC 72085",1,1,"Seonamhaeicola sediminis",Seonamhaeicola,sediminis,gliding
168195,GH4-78,"DSM 106349, KCTC 62383",1,1,"Seongchinamella unica",Seongchinamella,unica,gliding
132976,ST-6,"DSM 23803, JCM 31091, KCTC 23253",1,1,"Shewanella algicola",Shewanella,algicola,gliding
141062,RZB5-4,"JCM 30804, KCTC 42663, MCCC 1K00697",1,1,"Shewanella gelidii",Shewanella,gelidii,polar
140484,XMDDZSB0408,"KCTC 52125, MCCC 1A01895",1,1,"Shewanella intestini",Shewanella,intestini,"monotrichous, polar"
133273,KX27,"KCTC 42807, CGMCC 1.15339",1,1,"Shewanella inventionis",Shewanella,inventionis,"monotrichous, polar"
159740,MMS16-UL482,"KCTC 62129, JCM 32306",1,1,"Shewanella litoralis",Shewanella,litoralis,gliding
164505,D4-2,"JCM 33294, KCTC 72040",1,1,"Shewanella maritima",Shewanella,maritima,"monotrichous, polar"
164190,M2,"JCM 32090, KCCM 43257",1,1,"Shewanella psychromarinicola",Shewanella,psychromarinicola,"monotrichous, polar"
170937,SHSM-M6,"KACC 19901, NBRC 113646",1,1,"Shewanella salipaludis",Shewanella,salipaludis,monotrichous
159741,MMS16-UL250,"KCTC 62131, JCM 32304",1,1,"Shewanella saliphila",Shewanella,saliphila,gliding
159742,MMS16-UL253,"KCTC 62130, JCM 32305",1,1,"Shewanella ulleungensis",Shewanella,ulleungensis,gliding
140724,M23,"KCTC 52219, JCM 31889",1,1,"Silanimonas algicola",Silanimonas,algicola,"monotrichous, polar"
158734,CA-16,"KEMB 9005-529, KACC 19107, NBRC 112689",1,1,"Simplicispira soli",Simplicispira,soli,polar
159874,SC1-8,"KACC 19329, NBRC 113111",1,1,"Simplicispira suum",Simplicispira,suum,"monotrichous, polar"
170936,,"KCTC 72000, NBRC 113698, CAU 1509",1,1,"Sinimarinibacterium arenosum",Sinimarinibacterium,arenosum,monotrichous
13964,5416T-32,"DSM 18479, KACC 11604",1,1,"Skermanella aerolata",Skermanella,aerolata,polar
133168,M1,"KEMB 2255-458, JCM 31276",1,1,"Skermanella rosea",Skermanella,rosea,polar
166533,GH1-24,"CTC 52846, NBRC 113276",1,1,"Sneathiella limimaris",Sneathiella,limimaris,polar
159883,HR-BB,"KACC 19410, JCM 32268",1,1,"Solimonas fluminis",Solimonas,fluminis,"monotrichous, polar"
14140,R2A36-4,"DSM 21342, KACC 12953",1,1,"Solitalea koreensis",Solitalea,koreensis,gliding
158203,"MC 3718","DSM 107189, CCTCCAB 2014274, LMG 28636",1,1,"Sphingoaurantiacus polygranulatus",Sphingoaurantiacus,polygranulatus,polar
,,,,,,,,subpolar
169101,TLA-22,"BCRC 81097, LMG 30309, KCTC 62189T, KCTC 62189",1,1,"Sphingobium algorifonticola",Sphingobium,algorifonticola,monotrichous
159646,SKLS-A10,"DSM 106441, NCAIM B. 02634",1,1,"Sphingobium aquiterrae",Sphingobium,aquiterrae,"monotrichous, polar"
159873,,"KCTC 62233, NBRC 113094, CAU 1457",1,1,"Sphingomicrobium arenosum",Sphingomicrobium,arenosum,"monotrichous, polar"
166236,WZY27,"KCTC 62523, CCTCC AB 2018056",1,1,"Sphingomonas aracearum",Sphingomonas,aracearum,polar
166214,ZLT-5,"CCTCC AB 2018188, KCTC 62840",1,1,"Sphingomonas flavalba",Sphingomonas,flavalba,"monotrichous, polar"
166267,ZDH117,"KCTC 62894, CCTCCAB 2018262",1,1,"Sphingomonas gilva",Sphingomonas,gilva,peritrichous
166217,HMF7854,"KCTC 62461, NBRC 113337",1,1,"Sphingomonas ginkgonis",Sphingomonas,ginkgonis,"monotrichous, polar"
166148,1PNM-20,"GDMCC 1.660, DSM 27572, GIMCC 1.660",1,1,"Sphingomonas lenta",Sphingomonas,lenta,"monotrichous, polar"
140978,03SUJ6,"KCTC 23331, JCM 17543",1,1,"Sphingomonas limnosediminicola",Sphingomonas,limnosediminicola,gliding
133230,DKC-5-1,"KEMB 9005-380, KACC 18716, JCM 31294",1,1,"Sphingomonas naphthae",Sphingomonas,naphthae,polar
140979,WM95,"KACC 18738, JCM 31399",1,1,"Sphingomonas palustris",Sphingomonas,palustris,gliding
140320,9NM-10,"DSM 27571, GDMCC 1.657",1,1,"Sphingomonas spermidinifaciens",Sphingomonas,spermidinifaciens,"monotrichous, polar"
159719,X1-8,"KCTC 62032, CGMCC 1.16275",1,1,"Sphingomonas tabacisoli",Sphingomonas,tabacisoli,peritrichous
140477,R366,"KEMB 9005-451, KACC 19003, JCM 31675",1,1,"Sphingopyxis solisilvae",Sphingopyxis,solisilvae,"monotrichous, polar"
166427,QZX222,"KCTC 62519, CCTCC AB 2018030",1,1,"Sphingosinicella humi",Sphingosinicella,humi,monotrichous
164339,FM6,"JCM 32714, MCCC 1K03501",1,1,"Sphingosinithalassobacter portus",Sphingosinithalassobacter,portus,"monotrichous, polar"
158698,S7-3-19,"KCTC 52728, JCM 32131",1,1,"Spirosoma horti",Spirosoma,horti,gliding
134302,WPCB118,"KCTC 12531, NBRC 101117",1,1,"Spirosoma rigui",Spirosoma,rigui,gliding
133174,SPT1,"JCM 31012, BCRC 80916",1,1,"Spongiibacter taiwanensis",Spongiibacter,taiwanensis,polar
140530,MK21-7,"NBRC 111517, LMG 29111, TISTR 2466",1,1,"Sporolactobacillus shoreicorticis",Sporolactobacillus,shoreicorticis,peritrichous
14404,SL153,"DSM 21990, JCM 14637, KCTC 5376",1,1,"Sporolactobacillus vineae",Sporolactobacillus,vineae,peritrichous
11994,SW28,"DSM 14554, JCM 10887, KCCM 41039, CCUG 56481, KCTC 3840, ATCC BAA-723, CGMCC 1.3644, CIP 107478",1,1,"Sporosarcina aquimarina",Sporosarcina,aquimarina,"monotrichous, polar"
166515,THS-13,"BCRC 81158, LMG 30925, KCTC 62868",1,1,"Stagnimonas aquatica",Stagnimonas,aquatica,polar
17532,"67, 810-2","DSM 50170, ATCC 13637, ICPB 2648-67, NCIB 9203, NCTC 10257, CCUG 5866, LMG 958, NCPPB 1974, JCM 1975, BCRC 10737, CCM 1640, CECT 115, CGMCC 1.1788, CIP 60.77, GIFU 418, IAM 12423, IFO 14161, IMET 10402, NBRC 14161, NCIMB 9203, NRC 729, NRRL B-2756, VKM B-591, ACM 497",1,1,"Stenotrophomonas maltophilia",Stenotrophomonas,maltophilia,polar
140908,T5916-2-1b,"JCM 30961, NCIMB 15009",1,1,"Stenotrophomonas tumulicola",Stenotrophomonas,tumulicola,"monotrichous, polar"
134124,P7,"ACAM 1064, CIP 108527",1,1,"Subsaxibacter broadyi",Subsaxibacter,broadyi,gliding
158726,,"MCC 3191, KCTC 42965, LMG 29783, GDMCC 1.1201, ARC 111",1,1,"Subsaxibacter sediminis",Subsaxibacter,sediminis,gliding
134123,Y4-5,"ACAM 1063, CIP 108526",1,1,"Subsaximicrobium saxinquilinus",Subsaximicrobium,saxinquilinus,gliding
134122,G#7,"ACAM 1070, CIP 108525",1,1,"Subsaximicrobium wynnwilliamsii",Subsaximicrobium,wynnwilliamsii,gliding
133158,S5-53,"JCM 31093, LMG 29156",1,1,"Sulfitobacter faviae",Sulfitobacter,faviae,polar
2225,MIT-13,"DSM 10659, ATCC 700056",1,1,"Sulfurospirillum arsenophilum",Sulfurospirillum,arsenophilum,"monotrichous, polar"
2226,SES-3,"DSM 10660, ATCC 700032",1,1,"Sulfurospirillum barnesii",Sulfurospirillum,barnesii,polar
132576,1812E,"DSM 101780, JCM 30810",1,1,"Sulfurovum riftiae",Sulfurovum,riftiae,polar
133886,JAM-BA0302,"JCM 15547, NCIMB 14481",1,1,"Sunxiuqinia faeciviva",Sunxiuqinia,faeciviva,gliding
1081,RSH,"DSM 6307, ATCC 51227, CCM 4369, IFO 15565, NBRC 15565, JCM 12300, CGMCC 1.3671, CIP 104587, HAMBI 2098, KCTC 3572, LMG 16678, VTT E-011772",1,1,"Sutcliffiella cohnii",Sutcliffiella,cohnii,peritrichous
140937,TT1,"JCM 18659, BCRC 80493",1,1,"Tagaea marina",Tagaea,marina,"monotrichous, polar"
140520,T1-10,"JCM 31014, KCTC 42277",1,1,"Taibaiella soli",Taibaiella,soli,gliding
5654,B390,"DSM 18961, JCM 14633",1,1,"Tenacibaculum adriaticum",Tenacibaculum,adriaticum,gliding
134198,SMK-4,"KCTC 12569, JCM 13491, CIP 109328, DSM 113392, JCM 13941",1,1,"Tenacibaculum aestuarii",Tenacibaculum,aestuarii,gliding
134318,a4,"BCRC 17655, LMG 24004",1,1,"Tenacibaculum aiptasiae",Tenacibaculum,aiptasiae,gliding
133479,JO-1,"KCTC 22329, JCM 15428",1,1,"Tenacibaculum crassostreae",Tenacibaculum,crassostreae,gliding
133642,35/09,"CECT 7612, NCIMB 14598",1,1,"Tenacibaculum dicentrarchi",Tenacibaculum,dicentrarchi,gliding
5655,"LL04 11.1.1, LL04.11.1.1","DSM 18842, NCIMB 14278",1,1,"Tenacibaculum discolor",Tenacibaculum,discolor,gliding
5653,A37.1,"DSM 18841, NCIMB 14147",1,1,"Tenacibaculum gallaicum",Tenacibaculum,gallaicum,gliding
133678,YCS-6,"KCTC 23423, CCUG 60527",1,1,"Tenacibaculum geojense",Tenacibaculum,geojense,gliding
140709,RA3-2,"KCTC 52419, NBRC 112382",1,1,"Tenacibaculum haliotis",Tenacibaculum,haliotis,gliding
134241,B-I,"BCRC 17590, LMG 23706",1,1,"Tenacibaculum litopenaei",Tenacibaculum,litopenaei,gliding
134170,CL-TF13,"KCCM 42115, JCM 13039",1,1,"Tenacibaculum litoreum",Tenacibaculum,litoreum,gliding
5650,TF-26,"DSM 16505, KCTC 12302, CIP 12302",1,1,"Tenacibaculum lutimaris",Tenacibaculum,lutimaris,gliding
5651,"R-2, R2","DSM 17995, ATCC 43398, IAM 14317, IFO 15946, NBRC 15946, NCIMB 2154, CCUG 35198, LMG 11612, CIP 103528",1,1,"Tenacibaculum maritimum",Tenacibaculum,maritimum,gliding
5652,"EKD 002","CCUG 35199, CIP 106403, DSM 18103, ATCC 51887, IAM 14318, IFO 15947, NCIMB 13127, JCM 21158, LMG 13026, NBRC 15947",1,1,"Tenacibaculum ovolyticum",Tenacibaculum,ovolyticum,gliding
134333,"LL04 12.1.7","CECT 7292, NCIMB 14368",1,1,"Tenacibaculum soleae",Tenacibaculum,soleae,gliding
158792,LPB0136,"KACC 18887, JCM 31564",1,1,"Tenacibaculum todarodis",Tenacibaculum,todarodis,gliding
134010,WJ-1,"CGMCC 1.12378, LMG 27422",1,1,"Tenacibaculum xiamenense",Tenacibaculum,xiamenense,gliding
159905,"38H-Str., 38H-str","DSM 100343, VKM B-2964",1,1,"Tenuifilum thalassicum",Tenuifilum,thalassicum,gliding
132643,Z9,"DSM 103037, ATCC BAA-2644, JCM 31418",1,1,"Tepidibacillus decaturensis",Tepidibacillus,decaturensis,"monotrichous, polar"
132590,MBL-TLP,"DSM 28123, VKM B-2949",1,1,"Tepidibacillus infernus",Tepidibacillus,infernus,polar
166324,B18-69,"CGMCC 1.13573, KCTC 62782",1,1,"Tepidiphilus baoligensis",Tepidiphilus,baoligensis,polar
140870,B3,"KCTC 42652, CGMCC 1.15254",1,1,"Terasakiella brassicae",Terasakiella,brassicae,"monotrichous, polar"
24757,T7902,"DSM 15152, ATCC 39867",1,1,"Teredinibacter turnerae",Teredinibacter,turnerae,polar
140911,NK26-11,"LMG 27803, TISTR 2241, PCU 335",1,1,"Terrilactibacillus laevilacticus",Terrilactibacillus,laevilacticus,peritrichous
167510,ISS155,"CECT 9533, LMG 31237, ISS 155",1,1,"Thalassocella blandensis",Thalassocella,blandensis,polar
164142,WRAS1,"JCM 31873, CGMCC 1.16123, KCTC 52696, MCCC 1K03253",1,1,"Thalassococcus profundi",Thalassococcus,profundi,monotrichous
170911,TAU-A01011,"TAU-MAC 1515",1,1,"Thalassoporum komarekii",Thalassoporum,komarekii,gliding
133272,PB8B,"MCCC 1A01103, LMG 29620",1,1,"Thalassospira indica",Thalassospira,indica,"monotrichous, polar"
159890,CSC3H3,"MCCC 1A11786, KCTC 62333",1,1,"Thalassospira marina",Thalassospira,marina,"monotrichous, polar"
158584,,"BCRC 80967, LMG 29478, KCTC 52169, Eup a-8",1,1,"Thalassotalea coralli",Thalassotalea,coralli,"monotrichous, polar"
133279,Eup-16,"BCRC 80910, LMG 29001, KCTC 42743",1,1,"Thalassotalea euphylliae",Thalassotalea,euphylliae,"monotrichous, polar"
158713,JDTF-40,"KACC 19433, KCTC 62186, NBRC 113040",1,1,"Thalassotalea insulae",Thalassotalea,insulae,monopolar
133172,CL-22,"LMG 24827, BCRC 17940",1,1,"Thalassotalea montiporae",Thalassotalea,montiporae,"monotrichous, polar"
140797,,"KACC 18563, CGMCC 1.15922, YM 155",1,1,"Thalassotalea profundi",Thalassotalea,profundi,"monotrichous, polar"
166272,D20,"MCCC 1H00305, KCTC 62586",1,1,"Pseudothauera lacus",Pseudothauera,lacus,polar
132647,S606,"DSM 101864, MCCC 1A01871",1,1,"Thermodesulfatator autotrophicus",Thermodesulfatator,autotrophicus,"monotrichous, polar"
132428,1633,"DSM 22663, VKM B-2946",1,1,"Thermogladius calderae",Thermogladius,calderae,monotrichous
140938,SVX8,"JCM 19992, VKM B-2881",1,1,"Thermostilla marina",Thermostilla,marina,"monotrichous, polar"
18064,R270,"DSM 21133, KCTC 5616",1,1,"Thermovenabulum gondwanense",Thermovenabulum,gondwanense,peritrichous
140534,25B10_4,"MCCC 1A07302, LMG 29614",1,1,"Thioclava nitratireducens",Thioclava,nitratireducens,polar
11931,SVAL-E,"DSM 13458, ATCC 700955",1,1,"Thiomicrorhabdus arctica",Thiomicrorhabdus,arctica,monotrichous
11925,"Ch-1, Chile-1","DSM 12352, ATCC 700858",1,1,"Thiomicrorhabdus chilensis",Thiomicrorhabdus,chilensis,monotrichous
11924,JB-A2,"DSM 12351, ATCC 700878",1,1,"Thiomicrorhabdus frisia",Thiomicrorhabdus,frisia,monotrichous
132628,,"DSM 100274, JCM 30760, MAS 2",1,1,"Thiomicrorhabdus hydrogeniphila",Thiomicrorhabdus,hydrogeniphila,"monotrichous, polar"
167789,13-15A,"KCTC 15750, MCCC 1A13986",1,1,"Thiomicrorhabdus indica",Thiomicrorhabdus,indica,polar
11932,SVAL-D,"DSM 13453, ATCC 700954",1,1,"Thiomicrorhabdus psychrophila",Thiomicrorhabdus,psychrophila,monotrichous
140546,JA878,"KCTC 15531, JCM 31245",1,1,"Thiorhodococcus alkaliphilus",Thiorhodococcus,alkaliphilus,"monotrichous, polar"
,,,,,,,,polar
23850,JA363,"DSM 21807, KCTC 5701, NBRC 104959",1,1,"Thiorhodococcus fuscus",Thiorhodococcus,fuscus,"monotrichous, polar"
14339,P,"DSM 19205, VKM B-2514",1,1,"Thiospirochaeta perfilievii",Thiospirochaeta,perfilievii,gliding
140280,,"DSM 101684, KCTC 42873, YIM 73013",1,1,"Tibeticola sediminis",Tibeticola,sediminis,"monotrichous, polar"
140273,Ru1,"DSM 103462, NCTC 13847",1,1,"Treponema ruminis",Treponema,ruminis,peritrichous
158322,O3.65,"DSM 101689, LMG 29740",1,1,"Epibacterium horizontis",Epibacterium,horizontis,"monotrichous, polar"
140843,,"KCTC 33141, CECT 8918, CAU 11108",1,1,"Tumebacillus soli",Tumebacillus,soli,peritrichous
