ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,"Kind of pH","Testresult (pH)",pH
7257,"K 114/01","DSM 19812, LMG 24386, CCUG 58092, JCM 16026",1,1,"Agrococcus versicolor",Agrococcus,growth,positive,7
7279,UMS-62,"DSM 21551, JCM 13584, KCTC 19181, CIP 109546",1,1,"Agromyces allii",Agromyces,growth,positive,5.5-7.5
7281,P27,"DSM 23870, JCM 15913, KCTC 19593",1,1,"Agromyces atrinae",Agromyces,growth,positive,06-10
7282,BZ41,"DSM 22275, CGMCC 1.8984, JCM 17735, CIP 110128",1,1,"Agromyces bauzanensis",Agromyces,growth,positive,07-08
132534,"OAct-353, OAct353","DSM 28305, CGMCC 4.7180, NRRL B-59115, JCM 32487",1,1,"Agromyces binzhouensis",Agromyces,growth,positive,5-8
7275,"CD 5, CD5","DSM 16389, NBRC 109085, NCIMB 14012, HKI 0327, JCM 14319, CIP 108741, IAM 15274",1,1,"Agromyces humatus",Agromyces,growth,positive,5-9.5
141074,,"KCTC 39117, CCTCC AB 2014301, CFH S0483, JCM 31741, BCRC 16983",1,1,"Agromyces insulae",Agromyces,growth,positive,7.0-9.0
7276,CD1,"DSM 16388, NCIMB 14011, HKI 0325, JCM 14320, IAM 15273, CIP 108740",1,1,"Agromyces italicus",Agromyces,growth,positive,5-9.5
7274,CD55,"DSM 16390, NCIMB 14013, HKI 0324, JCM 14321, IAM 15275, CIP 108739",1,1,"Agromyces lapidis",Agromyces,growth,positive,5-9.5
168515,FW100M-8,"KACC 19308, NBRC 113048",1,1,"Agromyces protaetiae",Agromyces,growth,positive,7.0-9.0
7277,Z33,"DSM 16689, NCIMB 14025, HKI 0340, JCM 14324, IAM 15298, CIP 108957",1,1,"Agromyces subbeticus",Agromyces,growth,positive,5-9.5
159616,SJ-23,"DSM 105049, CGMCC 4.7419",1,1,"Agromyces tardus",Agromyces,growth,positive,6-10
7280,DS-10,"DSM 22016, JCM 14581, KCTC 19216",1,1,"Agromyces terreus",Agromyces,growth,positive,05-10
24182,CM9-9,"DSM 27936, BCC 34764, JCM 15672, MTCC 11075, NBRC 109073",1,1,"Agromyces tropicus",Agromyces,growth,positive,06-12
159867,D13,"KACC 19270, JCM 31634",1,1,"Ahniella affigens",Ahniella,growth,positive,6.5-8.0
132966,LZD062,"DSM 28886, JCM 30117, MCCC 1K00254",1,1,"Ahrensia marina",Ahrensia,growth,positive,7-9
6086,,"DSM 19219, CCTCC AB 207002, KCTC 12885, YIM 90637",1,1,"Aidingimonas halophila",Aidingimonas,growth,positive,05-09
132956,Pyt,"DSM 100705, CIP 110913",1,1,"Akkermansia glycaniphila",Akkermansia,growth,positive,5.0-7.5
14116,BZ42,"DSM 22554, CGMCC 1.10187, CIP 110134",1,1,"Albibacterium bauzanense",Albibacterium,growth,positive,07-08
13844,DS2,"DSM 17890, KCTC 12586",1,1,"Albimonas donghaensis",Albimonas,growth,positive,6-9.5
133988,P-50-3,"KACC 16527, CGMCC 1.11030",1,1,"Albimonas pacifica",Albimonas,growth,positive,6.0-9.5
158774,S1-47,"KACC 18804, JCM 31536",1,1,"Albirhodobacter confluentis",Albirhodobacter,growth,positive,5.0-8.0
133384,"AER 10, AER10","DSM 100498, KCTC 42688",1,1,"Alcaligenes endophyticus",Alcaligenes,growth,positive,5.0-9.0
395,MACL04,"DSM 23776, CECT 5683, LMG 22508, CIP 109716",1,1,"Alcanivorax balearicus",Alcanivorax,growth,positive,5.5-9
133431,A-11-3,"CGMCC 1.7084, LMG 24624, MCCC 1A01496",1,1,"Alcanivorax hongdengensis",Alcanivorax,growth,positive,4.0-10.0
159770,SW127,"CGMCC 1.16233, KCTC 62652",1,1,"Alcanivorax indicus",Alcanivorax,growth,positive,5.5-9
133994,R8-12,"MCCC 1A00382, LMG 24621, CCTCC AB 208234",1,1,"Alcanivorax marinus",Alcanivorax,growth,positive,06-10
158801,MT13131,"MCCC 1A11581, KCTC 52985",1,1,"Alcanivorax mobilis",Alcanivorax,growth,positive,6.0-10.0
140512,19-m-6,"MCCC 1A05629, KCTC 52137",1,1,"Alcanivorax nanhaiticus",Alcanivorax,growth,positive,7.5
11043,,"DSM 45001, KCTC 19149, YIM 45607, JCM 15626",1,1,"Aldersonia kunmingensis",Aldersonia,growth,positive,7-7.5
134021,KYW563,"KCTC 23857, JCM 18275",1,1,"Algibacter agarilyticus",Algibacter,growth,positive,06-11
134020,KYW560,"KCTC 23855, JCM 18285",1,1,"Algibacter agarivorans",Algibacter,growth,positive,06-11
140562,SK-16,"NBRC 110220, KCTC 32974",1,1,"Algibacter aquaticus",Algibacter,growth,positive,7-10
133907,KYW589,"KCTC 23928, JCM 18287",1,1,"Algibacter aquimarinus",Algibacter,growth,positive,06-09
5480,"M-3Alg 15-1","DSM 15365, KCTC 12103, KMM 3902, JCM 21761, IAM 15311, LMG 23347, LMG 22573, NBRC 100591",1,1,"Algibacter lectus",Algibacter,growth,positive,5.5-10
133987,WS-MY9,"KCTC 32259, CCUG 63684",1,1,"Algibacter undariae",Algibacter,growth,positive,5.0-8.0
134060,WS-MY22,"KCTC 32381, CECT 8301",1,1,"Algibacter lectus",Algibacter,growth,positive,5.0-8.0
166449,,"KCTC 62395, MCCC 1K03486, HHTR 118",1,1,"Algihabitans albus",Algihabitans,growth,positive,7-9
134052,14A-2-7,"LMG 26421, NBRC 108219",1,1,"Algimonas ampicilliniresistens",Algimonas,growth,positive,6.0-9.0
133831,0C-2-2,"LMG 26424, NBRC 108216",1,1,"Algimonas porphyrae",Algimonas,growth,positive,06-09
18152,DG1253,"DSM 24793, ATCC BAA-2243",1,1,"Algiphilus aromaticivorans",Algiphilus,growth,positive,6.5-8.5
133393,S2-A1,"KACC 18987, JCM 31546",1,1,"Algoriphagus aestuariicola",Algoriphagus,growth,positive,6.0-10.0
140706,KEM-10,"KCTC 52839, NBRC 112780",1,1,"Algoriphagus aquaemixtae",Algoriphagus,growth,positive,6
133458,A8-7,"CGMCC 1.7030, NBRC 104237",1,1,"Algoriphagus aquatilis",Algoriphagus,growth,positive,5.5-10.5
164479,F21,"JCM 33187, KCTC 72106, KEMB 2250-007",1,1,"Algoriphagus aquimaris",Algoriphagus,growth,positive,5.5-9-0
17702,T22,"DSM 17298, ATCC BAA-1189, NBRC 101277, JCM 18970",1,1,"Algoriphagus boritolerans",Algoriphagus,growth,positive,6.5-10.0
133817,,"KCTC 23759, CCUG 61890, CAU 1002",1,1,"Algoriphagus chungangensis",Algoriphagus,growth,positive,4.5-10
140941,HJM-2,"KCTC 42704, NBRC 111222",1,1,"Algoriphagus confluentis",Algoriphagus,growth,positive,6-8
17712,7-UAH,"DSM 19315, CCM 7449, CECT 7267",1,1,"Algoriphagus hitonicola",Algoriphagus,growth,positive,06-10
133329,S61,"DSM 102044, CCTCC AB 2015446",1,1,"Algoriphagus iocasae",Algoriphagus,growth,positive,6.0-10.0
133687,,"KCTC 22647, JCM 16112, CNU 040",1,1,"Algoriphagus jejuensis",Algoriphagus,growth,positive,5.5-10.0
167490,XY-J91,"MCCC 1K03612, KCTC 72216",1,1,"Algoriphagus kandeliae",Algoriphagus,growth,positive,5.5-9.5
170941,N3,"KCTC 62622, MCCC 1H00308",1,1,"Algoriphagus lacus",Algoriphagus,growth,positive,6.5-9.5
133258,OITF-19,"KCTC 52456, NBRC 112418",1,1,"Algoriphagus litorisediminis",Algoriphagus,growth,positive,6
17707,MSS-170,"DSM 23445, KCTC 12310, JCM 12597, CIP 108874",1,1,"Algoriphagus locisalis",Algoriphagus,growth,positive,5.5-8
133541,S1-3,"KCTC 22630, CCUG 57608",1,1,"Algoriphagus lutimaris",Algoriphagus,growth,positive,05-08
23439,PR1,"DSM 24695, ATCC BAA-2233",1,1,"Algoriphagus machipongonensis",Algoriphagus,growth,positive,05-09
140525,am2,"KCTC 52549, MCCC 1H00178",1,1,"Algoriphagus marinus",Algoriphagus,growth,positive,6.5-8.5
141011,KEM-106,"KCTC 52979, NBRC 112904",1,1,"Algoriphagus marisflavi",Algoriphagus,growth,positive,6
133513,"CC-Hsuan-617, Hsuan-617","BCRC 17886, CCUG 57471, DSM 22140",1,1,"Algoriphagus olei",Algoriphagus,growth,positive,07-09
133121,NH1,"MCCC 1H00140, KCTC 52228",1,1,"Algoriphagus resistens",Algoriphagus,growth,positive,5.5-8.5
140228,W29,"DSM 100160, KCTC 42940, MCC 2876",1,1,"Algoriphagus roseus",Algoriphagus,growth,positive,7.0-9.0
164064,M8-2,"JCM 31446, LMG 29969",1,1,"Algoriphagus sanaruensis",Algoriphagus,growth,positive,6.0-9.0
17708,DS-44,"DSM 22685, CIP 108837, KCTC 12545",1,1,"Algoriphagus terrigena",Algoriphagus,growth,positive,5.5-7.5
17706,MSS-160,"DSM 23446, CIP 108748, JCM 12598, KCTC 12309",1,1,"Algoriphagus yeomjeoni",Algoriphagus,growth,positive,05-08
24720,12C11,"DSM 25035, CGMCC 1.11027, MCCC 1F01099",1,1,"Algoriphagus zhangzhouensis",Algoriphagus,growth,positive,5.5-11
498,AAM1,"DSM 23064, BCRC 17888, JCM 15522, JCM 31907",1,1,"Aliagarivorans marinus",Aliagarivorans,growth,positive,7.0-9.0
499,AAT1,"DSM 22990, BCRC 17889, JCM 15537",1,1,"Aliagarivorans taiwanensis",Aliagarivorans,growth,positive,7.0-9.0
414,TA-67,"DSM 14558, IAM 14935, NRIC 0496, JCM 21417, CIP 107723, NBRC 100859, NRIC 6496",1,1,"Alicyclobacillus acidiphilus",Alicyclobacillus,growth,positive,2.5-5.5
133505,ZJ-6,"CGMCC 1.7072, NBRC 104953",1,1,"Alicyclobacillus aeris",Alicyclobacillus,growth,positive,2.0-6.0
429,3-A191,"DSM 17975, IAM 15224, JCM 21678, NBRC 103102",1,1,"Alicyclobacillus contaminans",Alicyclobacillus,growth,positive,4-4.5
430,S-TAB,"DSM 17978, IAM 15229, JCM 21683, NBRC 103109",1,1,"Alicyclobacillus fastidiosus",Alicyclobacillus,growth,positive,4.0-4.5
435,TC-34,"DSM 22381, CGMCC 1.6357, JCM 15090",1,1,"Alicyclobacillus ferrooxydans",Alicyclobacillus,growth,positive,02-06
431,5-A83J,"DSM 17979, IAM 15227, JCM 21681, NBRC 103104",1,1,"Alicyclobacillus kakegawensis",Alicyclobacillus,growth,positive,4.0-4.5
432,5A-239-2O-A,"DSM 17980, IAM 15370, JCM 21814",1,1,"Alicyclobacillus macrosporangiidus",Alicyclobacillus,growth,positive,4.0-4.5
428,RB-718,"DSM 17974, IAM 15230, JCM 21684, NBRC 103105",1,1,"Alicyclobacillus sacchari",Alicyclobacillus,growth,positive,4.0-4.5
433,4A-336,"DSM 17981, IAM 15226, JCM 21680, NBRC 103103",1,1,"Alicyclobacillus shizuokensis",Alicyclobacillus,growth,positive,4.0-4.5
425,CsHg2,"DSM 16176",1,1,"Alicyclobacillus vulcanalis",Alicyclobacillus,growth,positive,2.0-6.0
166399,CA12,"DSM 100707, LMG 29076",1,1,"Alienimonas californiensis",Alienimonas,growth,positive,5.0-9.0
167924,"LzC2, LGMXXXX","LMG 31701, CECT 30038",1,1,"Alienimonas chondri",Alienimonas,growth,positive,5.5-10.0
166424,F3105,"MCCC 1H00223, KCTC 52891",1,1,"Aliidiomarina celeris",Aliidiomarina,growth,positive,6.5-9.5
140844,GBPy7,"IBRC-M 10763, CECT 8339",1,1,"Aliidiomarina iranensis",Aliidiomarina,growth,positive,7-10
6238,CF12-14,"DSM 22154, CCTCC AB 208166, KACC 13974",1,1,"Aliidiomarina maris",Aliidiomarina,growth,positive,6.0-11.5
140532,GBSy1,"CECT 8340, IBRC-M 10764",1,1,"Aliidiomarina sedimenti",Aliidiomarina,growth,positive,7-10
133375,Y4G10-17,"CGMCC 1.15759, KCTC 52381",1,1,"Aliidiomarina soli",Aliidiomarina,growth,positive,6.0-12.0
133686,AIT1,"JCM 16052, BCRC 80035, NCCB 100321",1,1,"Aliidiomarina taiwanensis",Aliidiomarina,growth,positive,07-09
133344,7M-Z19,"NBRC 112240, KCTC 52134, CGMCC 1.15725, DSM 107831",1,1,"Aliidongia dinghuensis",Aliidongia,growth,positive,4.5-7.5
140832,2W32,"KCTC 42497, CICC 23869",1,1,"Fodinibius halophilus",Fodinibius,growth,positive,7-8.5
24787,,"DSM 21986, ACCC 10715, KCTC 23442, YIM D15",1,1,"Fodinibius roseus",Fodinibius,growth,positive,6.5-8.0
140954,KHM44,"KACC 19060, NBRC 112531",1,1,"Fodinibius salicampi",Fodinibius,growth,positive,6.0-9.0
166301,WN023,"KCTC 52855, ACCC 19978",1,1,"Aliifodinibius salipaludis",Aliifodinibius,growth,positive,6.5-11.0
167731,ECH52,"KACC 19126, NBRC 112664",1,1,"Fodinibius saliphilus",Fodinibius,growth,positive,6-10
24788,,"DSM 21194, ACCC 10714, YIM J21",1,1,"Fodinibius sediminis",Fodinibius,growth,positive,6.5-8.5
133419,E3,"CGMCC 1.7001, JCM 15139",1,1,"Aliiglaciecola lipolytica",Aliiglaciecola,growth,positive,07-09
133538,,"NRIC 0754, JCM 15896, KMM 3894",1,1,"Aliiglaciecola litoralis",Aliiglaciecola,growth,positive,5.5-10.5
167643,A6024,"KCTC 72114, MCCC 1K03595",1,1,"Aliiroseovarius marinus",Aliiroseovarius,growth,positive,6-10
130625,M-M10,"DSM 29439, CCUG 62413, KCTC 23959",1,1,"Aliiroseovarius sediminilitoris",Aliiroseovarius,growth,positive,5.5-8
166218,MYP11,"KCTC 62899 NBRC 113544",1,1,"Aliishimia ponticola",Aliishimia,growth,positive,5.5
442,MS1,"DSM 24035, JCM 15561, KCTC 22429, CGMCC 1.10666",1,1,"Alishewanella jeotgali",Alishewanella,growth,positive,6.5-9.5
22907,RCRI4,"DSM 27060, JCM 17275, KCTC 23723, LMG 26473",1,1,"Alishewanella tabrizica",Alishewanella,growth,positive,06-10
159608,5CBH24,"DSM 108979, JCM 32850",1,1,"Alistipes communis",Alistipes,growth,positive,6.3-7.8
14031,,"KCTC 15237, DSM 19147, ATCC BAA-1178, CCUG 48946, WAL 8169, JCM 16771",1,1,"Alistipes onderdonkii",Alistipes,growth,positive,7
14032,,"DSM 19121, ATCC BAA-1179, CCUG 48947, KCTC 15238, WAL 8301, JCM 16773",1,1,"Alistipes shahii",Alistipes,growth,positive,7
545,4AG,"DSM 15448, ATCC BAA-956, CIP 109217, JCM 13893",1,1,"Alkalibacillus filiformis",Alkalibacillus,growth,positive,7.0-10.0
549,ISL-17,"DSM 23520, CCUG 56753, KCTC 13258, ISL -17",1,1,"Alkalibacillus flavidus",Alkalibacillus,growth,positive,5.5-9.5
547,BM2,"DSM 18495, JCM 14193, CIP 109569",1,1,"Alkalibacillus silvisoli",Alkalibacillus,growth,positive,07-10
22946,3AD-1,"DSM 25751, JCM 18271",1,1,"Alkalibacterium gilvum",Alkalibacterium,growth,positive,07-10
134116,M3,"JCM 12662, NCIMB 14024, BCRC 17791, CIP 108873",1,1,"Alkalibacterium iburiense",Alkalibacterium,growth,positive,09-12
134250,A11,"JCM 14232, NCIMB 14253",1,1,"Alkalibacterium indicireducens",Alkalibacterium,growth,positive,9-12.3
2243,T22-1-2,"DSM 19180, NBRC 103247, NRIC 0724",1,1,"Alkalibacterium kapii",Alkalibacterium,growth,positive,06-10
2246,T143-1-1,"DSM 19183, NBRC 103242, NRIC 0719",1,1,"Alkalibacterium pelagium",Alkalibacterium,growth,positive,07-11
2245,T129-2-1,"DSM 19182, NBRC 103243, NRIC 0720",1,1,"Alkalibacterium putridalgicola",Alkalibacterium,growth,positive,6.5-10
2244,T117-1-2,"DSM 19181, NBRC 103241, NRIC 0718",1,1,"Alkalibacterium thalassium",Alkalibacterium,growth,positive,07-11
5453,CP11,"CCUG 57164, DSM 22112, ATCC BAA-1772, KCTC 15124",1,1,"Alkalibaculum bacchi",Alkalibaculum,growth,positive,6.5-10.5
1278,,"DSM 19154, LMG 21005, NCIMB 14102",1,1,"Alkalicoccobacillus murimartini",Alkalicoccobacillus,growth,positive,07-10
1277,CG-15,"DSM 18086, CCM 7371, CECT 7153, CGMCC 1.6292, CIP 109712",1,1,"Alkalicoccus chagannorensis",Alkalicoccus,growth,positive,5.8-11.0
22921,,"DSM 26767, CGMCC 1.10369, DLS 13, JCM 17097, NBRC 107572",1,1,"Alkalicoccus daliensis",Alkalicoccus,growth,positive,7.5-11
140264,BZ-SZ-XJ29,"DSM 29191, CGMCC 1.12936, JCM 30193",1,1,"Alkalicoccus halolimnae",Alkalicoccus,growth,positive,6.0-10.5
1235,6AG,"DSM 15402, ATCC BAA-957",1,1,"Alkalicoccus saliphilus",Alkalicoccus,growth,positive,07-10
,,,,,,,growth,positive,7.0-10.0
132547,BZ-SZ-XJ18,"DSM 29145, JCM 30195",1,1,"Alkalicoccus urumqiensis",Alkalicoccus,growth,positive,6.5-10
17805,Z-7010,"DSM 15055, VKM B-2311",1,1,"Alkaliflexus imshenetskii",Alkaliflexus,growth,positive,7.2-10.2
,,,,,,,growth,positive,8.5
1229,JMM-4,"DSM 16346, CIP 108766, JCM 12340",1,1,"Alkalihalobacillus macyae",Alkalihalobacillus,growth,positive,7-8.4
1294,SU1,"DSM 25300, KCTC 13244, NBRC 102646",1,1,"Alkalihalobacillus trypoxylicola",Alkalihalobacillus,growth,positive,08-10
1300,GMBAE72,"DSM 21297, JCM 15719, GMBE 72",1,1,"Alkalihalophilus marmarensis",Alkalihalophilus,growth,positive,8-12.5
166505,34079,"KCTC 62428, MCCC 1K03493",1,1,"Alkalilacustris brevis",Alkalilacustris,growth,positive,7.0-10.0
4267,MLHE-1,"DSM 17681, ATCC BAA-1101",1,1,"Alkalilimnicola ehrlichii",Alkalilimnicola,growth,positive,7.3-10.0
134258,AC40,"JCM 14267, NCIMB 14266, CIP 109634",1,1,"Alkalimonas collagenimarina",Alkalimonas,growth,positive,7.0-10.5
140294,X-07-02,"DSM 26418, VKM B-2746",1,1,"Alkaliphilus namsaraevii",Alkaliphilus,growth,positive,7.0-10.7
160373,LacV,"DSM 100017, JCM 30644",1,1,"Alkaliphilus pronyensis",Alkaliphilus,growth,positive,8.2-10.0
160178,LacT,"DSM 100337, JCM 30643",1,1,"Alkaliphilus serpentinus",Alkaliphilus,growth,positive,7.5-10.6
141088,JC227,"KCTC 15343, NBRC 110105",1,1,"Alkalispirochaeta cellulosivorans",Alkalispirochaeta,growth,positive,9.0-11.0
133913,JC133,"KCTC 15220, NBRC 109056",1,1,"Alkalispirochaeta sphaeroplastigenens",Alkalispirochaeta,growth,positive,8.0-10.0
17816,SC/BZ-SP2,"DSM 24412, ATCC BAA-2172",1,1,"Alkalitalea saponilacus",Alkalitalea,growth,positive,7.5-10.5
130802,MN154.3,"DSM 14804, LMG 22842",1,1,"Alkanibacter difficilis",Alkanibacter,growth,positive,7
133636,B3A,"BCRC 17939, LMG 24826",1,1,"Allobacillus halotolerans",Allobacillus,growth,positive,06-09
141012,,"NBRC 110719, DSM 29531, CPCC 204077",1,1,"Allobranchiibius huperziae",Allobranchiibius,growth,positive,5.0-8.0
8051,Sco-B14,"DSM 45362, KCTC 19661",1,1,"Allocatelliglobosispora scoriae",Allocatelliglobosispora,growth,positive,7.1-8.1
2437,JA144,"DSM 19781, JCM 14796",1,1,"Allochromatium phaeobacterium",Allochromatium,growth,positive,07-08
2438,JA136,"DSM 18713, JCM 14262",1,1,"Allochromatium renukae",Allochromatium,growth,positive,6.8-8.5
134310,,"KCCM 42675, NBRC 102683, IMCC 3113",1,1,"Allohahella antarctica",Allohahella,growth,positive,05-10
132993,H94,"DSM 24882, CGMCC 1.10800, JCM 17555",1,1,"Allohahella marinimesophila",Allohahella,growth,positive,6.0-10.0
140855,MWE-A11,"JCM 19371, KCTC 29232",1,1,"Allohumibacter endophyticus",Allohumibacter,growth,positive,6-8
24457,,"DSM 45532, JCM 17342, YIM 120521",1,1,"Allokutzneria multivorans",Allokutzneria,growth,positive,6.0-9.0
11192,I10A-01259,"DSM 45601, CPCC 203428, KCTC 19844, JCM 31480, JCM 31481",1,1,"Allonocardiopsis opalescens",Allonocardiopsis,growth,positive,05-11
23199,"81/4 12","DSM 22548, CCUG 58091, KCTC 15416",1,1,"Alloprevotella rava",Alloprevotella,growth,positive,06-07
166247,,"KCTC 23617, CECT 7957, HME 7025",1,1,"Aquirufa nivalisilvae",Aquirufa,growth,positive,7-8
13641,DN316,"DSM 26385, CICC 10378, HAMBI 3454, LMG 23925",1,1,"Allorhizobium borbori",Allorhizobium,growth,positive,5.0-9.0
134338,505,"LMG 24253, CGMCC 1.7048",1,1,"Allorhizobium oryzae",Allorhizobium,growth,positive,05-08
130597,,"DSM 100021, ACCC 14971, HAMBI 3214, CCNWSX 0483",1,1,"Allorhizobium taibaishanense",Allorhizobium,growth,positive,12
163970,CC-HIH110,"JCM 31228, BCRC 80932",1,1,"Allorhizobium terrae",Allorhizobium,growth,positive,5.0-8.0
160006,"GLDI 4/2, GLDI4/2","DSM 106019, JCM 32430",1,1,"Alloscardovia theropitheci",Alloscardovia,growth,positive,4.0-7.5
140346,MOZIV/2,"DSM 100237, CCM 8604, LMG 28781",1,1,"Alloscardovia venturai",Alloscardovia,growth,positive,4.5-8.5
24495,22DY03,"DSM 29329, CGMCC 1.12410, JCM 18866",1,1,"Allosediminivita pacifica",Allosediminivita,growth,positive,5.5-8.5
14296,YC7378,"DSM 21593, KCTC 22446",1,1,"Allosphingosinicella vermicomposti",Allosphingosinicella,growth,positive,06-11
133062,,"DSM 42178, CGMCC 4.7247, YIM DR4008",1,1,"Allostreptomyces psammosilenae",Allostreptomyces,growth,positive,5.0-11.0
7516,Cr8-25,"DSM 23737, LMG 26215, JCM 18951",1,1,"Alpinimonas psychrophila",Alpinimonas,growth,positive,7
159775,SH9,"JCM 32501, CCTCC AB 2017284",1,1,"Alsobacter soli",Alsobacter,growth,positive,5.5-9
133228,100921-2,"CFCC 14287, KCTC 42844",1,1,"Tsuneonella aeria",Tsuneonella,growth,positive,4.5-10.0
166543,Ery1,"KCTC 62387, CGMCC 1.16499, MCCC 1A10037",1,1,"Pelagerythrobacter aerophilus",Pelagerythrobacter,growth,positive,5.0-9.5
133618,KYW147,"KCTC 22735, JCM 16339, UCCCB31",1,1,"Alteraurantiacibacter aestuarii",Alteraurantiacibacter,growth,positive,05-11
166461,NS1,"CGMCC 1.13679, NBRC 113553",1,1,"Tsuneonella amylolytica",Tsuneonella,growth,positive,5-10.5
140729,JSSK-8,"KCTC 52763, NBRC 112764",1,1,"Pontixanthobacter aquaemixtae",Pontixanthobacter,growth,positive,6-8
166167,SSKS-13,"KACC 19863, KCTC 62900, NBRC 113545",1,1,"Alteraurantiacibacter aquimixticola",Alteraurantiacibacter,growth,positive,5.5
133169,KEM-4,"KCTC 52259, NBRC 112305",1,1,"Pontixanthobacter confluentis",Pontixanthobacter,growth,positive,6
140745,THG-S3,"KACC 19190, CGMCC 1.15959",1,1,"Tsuneonella deserti",Tsuneonella,growth,positive,5-10
140988,BR-75,"CECT 9129, LMG 29518, BR 75, UCCCB41",1,1,"Altericroceibacterium endophyticum",Altericroceibacterium,growth,positive,5.0-11.5
134236,JCS350T,"KCCM 42314, JCM 13815, CGMCC 1.7731",1,1,"Altererythrobacter epoxidivorans",Altererythrobacter,growth,positive,6-8.5
159780,MS1-4,"MCCC 1K02683, NBRC 112977",1,1,"Tsuneonella flava",Tsuneonella,growth,positive,4.5-9.0
158660,S-54,"KEMB 9005-542, KACC 19119, NBRC 112676",1,1,"Altererythrobacter fulvus",Altererythrobacter,growth,positive,5.5-10.5
133814,KJ7,"KACC 16190, JCM 17802",1,1,"Pontixanthobacter gangjinensis",Pontixanthobacter,growth,positive,6-9.5
140987,CPA5,"CECT 9130, LMG 29519, UCCCB42",1,1,"Alteriqipengyuania halimionae",Alteriqipengyuania,growth,positive,5.0-11.5
166460,BPTF-M16,"KCTC 62421, KACC 19609, NBRC 113190",1,1,"Altererythrobacter insulae",Altererythrobacter,growth,positive,6
134119,SW-109,"KCTC 12311, JCM 12599, CIP 108783, CGMCC 1.7690",1,1,"Pontixanthobacter luteolus",Pontixanthobacter,growth,positive,5.5-8
166532,GH1-16,"KCTC 52845, NBRC 113275",1,1,"Parerythrobacter lutipelagi",Parerythrobacter,growth,positive,6.0-10.0
158561,C9-11,"MCCC 1K03311, JCM 32056",1,1,"Tsuneonella mangrovi",Tsuneonella,growth,positive,6-8
5398,MSW-14,"DSM 21428, KCTC 22370, UCCCB27",1,1,"Pelagerythrobacter marensis",Pelagerythrobacter,growth,positive,6.1-11.1
166512,,"KCTC 32463, KACC 17617, CECT 8417, HME 9302",1,1,"Alteripontixanthobacter maritimus",Alteripontixanthobacter,growth,positive,6.0-8.0
133617,KYW48,"KCTC 22736, JCM 16345",1,1,"Paraurantiacibacter namhicola",Paraurantiacibacter,growth,positive,05-11
140815,WW3,"KCTC 42620, JCM 30975",1,1,"Tsuneonella rigui",Tsuneonella,growth,positive,6-9
133411,XY-R17,"KCTC 52267, MCCC 1K01500",1,1,"Croceibacterium salegens",Croceibacterium,growth,positive,6.5-8.0
133297,,"CAU 1172, KCTC 42453, NBRC 110917",1,1,"Pontixanthobacter sediminis",Pontixanthobacter,growth,positive,6.5-10.0
133352,MN-1,"KCTC 52135, MCCC 1K02066",1,1,"Croceibacterium soli",Croceibacterium,growth,positive,6.5-12.0
133807,,"KCTC 12303, JCM 17037, KMM 6042",1,1,"Tsuneonella troitsensis",Tsuneonella,growth,positive,5.8-10
133643,S3-63,"CCTCC AB 207166, CIP 110125",1,1,"Altericroceibacterium xinjiangense",Altericroceibacterium,growth,positive,07-09
140743,S36,"CGMCC 1.12804, NBRC 110413",1,1,"Croceibacterium xixiisoli",Croceibacterium,growth,positive,5-10
133205,JC229,"LMG 28999, KCTC 33726",1,1,"Alteribacillus alkaliphilus",Alteribacillus,growth,positive,5.0-11.0
1573,P4B,"DSM 25260, CCM 7963, CECT 7998, IBRC-M 10614, KCTC 13821",1,1,"Alteribacillus bidgolensis",Alteribacillus,growth,positive,6.5-10
1317,X5B,"DSM 23995, IBRC 10446",1,1,"Alteribacillus iranensis",Alteribacillus,growth,positive,07-10
,,,,,,,growth,positive,7.0-10.0
1572,HS136,"DSM 21632, CCM 7595, JCM 15720, LMG 25222",1,1,"Alteribacillus persepolensis",Alteribacillus,growth,positive,7.0-10.0
