ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,genus,species_epithet,"Voges-Proskauer-test (Acetoin)"
7818,"AB 8327, FH 2149","DSM 43866, ATCC 31121, BCRC 12106, FERM P-3462, IFO 13999, IMET 9254, IMSNU 20043, JCM 3252, KCC A-0252, KCTC 9543, NBRC 13999, NCIMB 12640, NRRL B-16726, SANK 60479, BCC 49180, NBIMCC 2300, TBRC 172",1,1,"Actinoplanes teichomyceticus",Actinoplanes,teichomyceticus,+
11158,"IM 7744","DSM 22024, CIP 107343, JCM 10761, KCTC 19907, NBRC 100040, NRRL B-24113, NCIMB 14324",1,1,"Actinopolymorpha singaporensis",Actinopolymorpha,singaporensis,-
132380,,"DSM 45410, CCTCC AA 209065, YIM 75728",1,1,"Actinorectispora indica",Actinorectispora,indica,+
13211,101,"DSM 43827, ATCC 29888, IAM 14280, IFO 14064, IMET 9740, IMRU 3971, JCM 3225, KCC A-0225, NBRC 14064, BCRC 13449, IMSNU 20048, KCTC 9125, KCTC 9184, NCIMB 13271, NRRL B-12336, VKM Ac-843",1,1,"Actinosynnema mirum",Actinosynnema,mirum,-
13213,,"DSM 44132, ATCC 31281, FERM P-3992, IFO 13726, JCM 7344, NBRC 13726, BCRC 13428, CGMCC 4.1703, IFO 15621, IMSNU 21346, KCTC 9499, NBRC 15621, NRRL B-16060, VKM Ac-1963",1,1,"Actinosynnema pretiosum",Actinosynnema,pretiosum,-
145,"B 5329","DSM 15541, CCUG 27420, CIP 105739, LMG 18293, CCM 4738",1,1,"Actinotignum schaalii",Actinotignum,schaalii,+
,,,,,,,,-
146,R9242,"KCTC 15231, DSM 15805, CCUG 46093, CIP 107424",1,1,"Actinotignum urinale",Actinotignum,urinale,-
166457,PTG4-2,"MCCC 1A01274, KCTC 52323",1,1,"Acuticoccus sediminis",Acuticoccus,sediminis,+
385,,"DSM 23814, CCUG 45225, LMG 22250, CIP 108657",1,1,"Advenella incenata",Advenella,incenata,-
139658,,"CIP 107457, DSM 14231, LMG 21431, ACAM 640",1,1,"Aequorivita antarctica",Aequorivita,antarctica,-
5476,Y10-2,"DSM 14236, ACAM 641, CIP 107455, LMG 21430",1,1,"Aequorivita lipolytica",Aequorivita,lipolytica,-
5477,9-3,"DSM 14238, ACAM 643, CIP 107454, LMG 21432",1,1,"Aequorivita sublithincola",Aequorivita,sublithincola,-
139663,,"CIP 108845, KMM 3516, IFO 16718, NBRC 16718, JCM 11732",1,1,"Aequorivita vladivostokensis",Aequorivita,vladivostokensis,-
158560,N.8,"KCTC 33824, JCM 31580",1,1,"Aeribacillus composti",Aeribacillus,composti,-
226,"UW06, UW 06","DSM 15819, CCM 4911, CCUG 28831, CIP 106115, JCM 18985, ATCC 48849, LMG 19525",1,1,"Aerococcus christensenii",Aerococcus,christensenii,-
224,SS-1647,"DSM 15633, CCUG 43001, CDC 348-00, CIP 106533, JCM 11549, ATCC BAA-465",1,1,"Aerococcus sanguinicola",Aerococcus,sanguinicola,-
223,E2,"DSM 7446, ATCC 51268, JCM 18986, NCFB 2893, NCTC 12142, CCM 4310, CCUG 29291, CCUG 29564, CCUG 34223, CCUG 36881, CIP 104688, IFO 15544, LMG 17750, LMG 19527, NBRC 15544, NCIMB 702893",1,1,"Aerococcus urinae",Aerococcus,urinae,-
225,,"CCUG 42038 B, CCM 7338, DSM 15634, ATCC BAA-464, CIP 106675, JCM 18987, CCUG 42038",1,1,"Aerococcus urinaehominis",Aerococcus,urinaehominis,-
221,M1,"DSM 20340, ATCC 11563, CCM 1914, IAM 13649, JCM 20461, NCDO 1225, NCTC 8251, WDCM 00061, CCUG 4311, CIP 54.145, IAM 12302, IFO 12219, LMG 17931, NBRC 12219, NISL 7400, IMET 11154, NCIMB 11775, CECT 978",1,1,"Aerococcus viridans",Aerococcus,viridans,-
11055,,"DSM 8599, ATCC 51598, NRRL B-3381, JCM 8359, GTC 01565, IFO 15406, KCCM 41104, KCTC 9586, LMG 16472, NBRC 15406, NCIMB 13258",1,1,"Aeromicrobium erythreum",Aeromicrobium,erythreum,-
11056,J41,"DSM 10552, ATCC 49363, IFO 14897, NBRC 14897, NCIMB 12713, CCUG 35026, LMG 16205, JCM 8088, IMSNU 22010, KCCM 41090, KCTC 9576, VKM Ac-1324",1,1,"Nocardioides fastidiosus",Nocardioides,fastidiosus,-
11057,T2,"DSM 15272, LMG 21768, JCM 13314, CIP 108216",1,1,"Aeromicrobium marinum",Aeromicrobium,marinum,-
257,289,"DSM 11576, ATCC 51208, CECT 4199, CCUG 47180 A, CIP 104616",1,1,"Aeromonas allosaccharophila",Aeromonas,allosaccharophila,-
131439,AE235,"DSM 100827, CECT 8025, LMG 26712",1,1,"Aeromonas aquatica",Aeromonas,aquatica,-
260,218,"CCUG 41859, CIP 74.30, DSM 13956, ATCC 51108, CIP 7430, LMG 13444",1,1,"Aeromonas bestiarum",Aeromonas,bestiarum,+
280,868E,"DSM 19111, CECT 7113, LMG 23376, CIP 109539",1,1,"Aeromonas bivalvium",Aeromonas,bivalvium,-
253,B-968,"DSM 7323, ATCC 15468, NRRL B-968, WDCM 00062, NCTC 12244, JCM 1060, BCRC 16001, CCM 4491, CCUG 25939, CECT 838, CGMCC 1.1960, CIP 76.16, GTC 00465, LMG 12160, LMG 3775, NCAIM B.01931, NCIMB 13016, CIP 110812",1,1,"Aeromonas caviae",Aeromonas,caviae,-
269,P21,"DSM 17689, CCM 7146, CCUG 45377, CIP 107500, LMG 19562",1,1,"Aeromonas dhakensis",Aeromonas,dhakensis,+
258,"S181, S-181","DSM 11577, CECT 4342, LMG 16330, CIP 104608, ATCC 51929",1,1,"Aeromonas encheleia",Aeromonas,encheleia,-
248,J11,"DSM 6394, ATCC 49803, JCM 8355, CECT 4487, CIP 104434, LMG 12646, NCIMB 13209",1,1,"Aeromonas enteropelogenes",Aeromonas,enteropelogenes,-
265,546,"DSM 17534, ATCC 23309, CCEB 704, CCTM 885, CDC RH63, CIP 76.17, LMG 3774, NCIMB 74, JCM 8238, BCRC 13017, BCRC 14134, CCM 4354, CCUG 25942, CCUG 30340, CECT 4224, CNCTC 5356",1,1,"Aeromonas eucrenophila",Aeromonas,eucrenophila,-
131440,4287D,"DSM 100828, CECT 8028, LMG 26709",1,1,"Aeromonas finlandensis",Aeromonas,finlandensis,-
283,717,"DSM 23621, CECT 7401, LMG 24681, CIP 110205",1,1,"Aeromonas fluvialis",Aeromonas,fluvialis,-
241,"NCIMB(QC) 50013, 543","DSM 30187, ATCC 7966, LMG 2844, NCDC 359-60, NCMB 86, NCTC 8049, WDCM 00063, CCUG 14551, CIP 76.14, JCM 1027, BCRC 13018, CCM 7232, CDC 359-60, CECT 839, HAMBI 1847, IAM 12337, IAM 12460, KCTC 2358, LMG 12156, LMG 13439, NCAIM B.01923, NCIMB 9240",1,1,"Aeromonas hydrophila",Aeromonas,hydrophila,+
270,Au-1D12,"DSM 17695, CCM 7147, CCUG 46211, CIP 107985, LMG 19707",1,1,"Aeromonas hydrophila subsp. ranae",Aeromonas,hydrophila,-
246,115/II,"DSM 6393, ATCC 49904, JCM 8354, NCIMB 13205, CECT 4486, CIP 104613, LMG 12645",1,1,"Aeromonas ichthiosmia",Aeromonas,ichthiosmia,+
254,0787-80,"DSM 7311, ATCC 49568, CDC 0787-80, JCM 8316, BCRC 15862, CCM 4355, CCUG 29543, CCUG 30349, CCUG 30353, CECT 4228, CIP 104171, CNCTC 5357, LMG 12221, LMG 13704",1,1,"Aeromonas jandaei",Aeromonas,jandaei,-
131441,AE122,"DSM 100829, CECT 8024, LMG 26710",1,1,"Aeromonas lacus",Aeromonas,lacus,+
242,RM,"CCUG 14453, CCM 3653, JCM 2385, LMG 9073, DSM 4881, ATCC 33907, BCRC 12211, BCRC 14129, CECT 4232, CIP 103208, LMG 7907, NCIMB 2237",1,1,"Aeromonas media",Aeromonas,media,-
262,"848T, 848","DSM 17090, CECT 5864, LMG 22214, CCUG 50741, CIP 108676",1,1,"Aeromonas molluscorum",Aeromonas,molluscorum,-
279,O-a-10-3,"CCUG 39350, ATCC BAA-243, NCIMB 13618, DSM 19604, CCM 4708, CECT 5176, CIP 105493, LMG 17541, DSM 1904",1,1,"Aeromonas popoffii",Aeromonas,popoffii,+
288,WB4.1-19,"DSM 22539, CECT 7518, MDC 2511, CIP 110301",1,1,"Aeromonas rivuli",Aeromonas,rivuli,-
278,,"DSM 21281, ATCC 33659, CECT 895, CIP 104001, HAMBI 1990, JCM 7875, LMG 14900, NCIMB 1110, CCUG 42781, BCRC 80543, LMG 3781",1,1,"Aeromonas salmonicida subsp. achromogenes",Aeromonas,salmonicida,+
,,,,,,,,-
274,"T. Kimura 1-a-1, I-a-1","DSM 21760, ATCC 27013, CCM 4124, CECT 896, CIP 103210, IFO 13784, JCM 8191, LMG 3782, NCIMB 2020, JCM 7873, JCM 8234, NBRC 13784",1,1,"Aeromonas salmonicida subsp. masoucida",Aeromonas,salmonicida,+
,,,,,,,,-
259,"34mel, 34 mel","DSM 12609, CAIM 16, CECT 5752, CCUG 44929, CIP 107036",1,1,"Aeromonas salmonicida subsp. pectinolytica",Aeromonas,salmonicida,+
,,,,,,,,-
275,20,"DSM 19634, ATCC 33658, CAIM 346, CECT 894, CIP 103209, JCM 7874, LMG 3780, NCIMB 1102, NCTC 12959, GTC 02802, IMET 11051, KCTC 12266, DSM 3241",1,1,"Aeromonas salmonicida",Aeromonas,salmonicida,-
273,"138, AS20/1/1","DSM 21293, ATCC 49393, CCM 4103, CECT 5179, CIP 104757, NCIMB 13210",1,1,"Aeromonas salmonicida subsp. smithia",Aeromonas,salmonicida,-
286,A2-67,"DSM 24094, CECT 7402, LMG 24682, CIP 110203",1,1,"Aeromonas sanarellii",Aeromonas,sanarellii,-
245,2446-81,"DSM 4882, ATCC 43700, CDC 2446-81, CCUG 27820, JCM 7373, LMG 9074, CCM 4356, CECT 4240, CIP 103437, NCIMB 13161",1,1,"Aeromonas schubertii",Aeromonas,schubertii,+
261,,"DSM 16559, CCUG 47378, CIP 107798, IBS S6874",1,1,"Aeromonas simiae",Aeromonas,simiae,+
,,,,,,,,-
276,,"DSM 19176, ATCC 43979, CCM 2807, CCUG 14830, CECT 4245, CIP 74.33, JCM 2139, LMG 3783, NCIMB 12065, NCTC 12979, CIP 74-33, BCRC 13066, CECT 837, HAMBI 1974, LMG 12159, VTT E-032002",1,1,"Aeromonas sobria",Aeromonas,sobria,+
285,A2-50,"DSM 24096, CECT 7403, LMG 24683, CIP 110204",1,1,"Aeromonas taiwanensis",Aeromonas,taiwanensis,-
255,1169-83,"DSM 7386, ATCC 35624, CDC 1169-83, CECT 4275, CCUG 27821, JCM 7375, LMG 9075, CCM 4359, CECT 4257, CIP 103438, GIFU 13580, GTC 00706, LMG 18296, NCIMB 13015",1,1,"Aeromonas veronii",Aeromonas,veronii,+
438,JC2042,"DSM 15300, KCTC 12042, IMSNU 14006, CIP 108413",1,1,"Aestuariibacter salexigens",Aestuariibacter,salexigens,-
159752,2p52,"KCTC 52473, MCCC 1H00151",1,1,"Agaribacter flavus",Agaribacter,flavus,-
141009,feces2,"MCCC 1A11450, KCTC 52708",1,1,"Agaribacterium haliotis",Agaribacterium,haliotis,-
141010,"17, 017","KCTC 42584, MCCC 1H00123",1,1,"Agarilytica rhodophyticola",Agarilytica,rhodophyticola,-
11752,,"DSM 8324, ATCC 33384, CCUG 13227, CIP 52.106, NCTC 9710",1,1,"Aggregatibacter actinomycetemcomitans",Aggregatibacter,actinomycetemcomitans,-
135780,,"CIP 70.73, ATCC 33389, CCUG 3715, NCTC 5906",1,1,"Aggregatibacter aphrophilus",Aggregatibacter,aphrophilus,-
7249,DL-4,"DSM 14575, UCM Ac-620, VKM Ac-1804, JCM 12206, IAM 15124, IAM 15138, NBRC 103053, CIP 108057",1,1,"Agreia bicolorata",Agreia,bicolorata,+
7248,P229/10,"DSM 14246, LMG 21000, JCM 12145, CIP 108226, IAM 15151, IAM 15171, LMG 19918, NBRC 103054, VKM Ac-2510",1,1,"Agreia pratensis",Agreia,pratensis,-
6668,,"DSM 18527, JCM 14202, NRIC 0689, CIP 109571",1,1,"Agrilactobacillus composti",Agrilactobacillus,composti,+
164664,54-2,"JCM 33824, CCM 8896, KCTC 21120, LMG 31058, NCIMB 15154",1,1,"Agrilactobacillus yilanensis",Agrilactobacillus,yilanensis,-
134643,AF3.10,"CIP 107320, ATCC 51759, CFBP 5473, KCTC 12935, NCPPB 4096",1,1,"Agrobacterium larrymoorei",Agrobacterium,larrymoorei,-
140485,,"LMG 29287, HAMBI 3646, YIC 5082",1,1,"Agrobacterium salinitolerans",Agrobacterium,salinitolerans,-
7253,V-108,"DSM 14215, CCM 4953, JCM 12132, CGMCC 1.7256, CIP 107635, IAM 15147, NBRC 103055",1,1,"Agrococcus baldri",Agrococcus,baldri,+
7252,D-1/1a,"DSM 12453, JCM 12398, ATCC 700859, CCM 4975, CGMCC 1.7258, CIP 106287, IAM 15145, NCIMB 13599",1,1,"Agrococcus citreus",Agrococcus,citreus,+
,,,,,,,,-
7250,2002-39/1,"DSM 9580, ATCC 700087, IFO 16126, NBRC 100415, NBRC 16126, CCUG 35514, CIP 106528, JCM 9950, CGMCC 1.7260, IAM 15121, IMSNU 22118, NCIMB 13857, VKM Ac-1839",1,1,"Agrococcus jenensis",Agrococcus,jenensis,+
,,,,,,,,-
7271,,"DSM 15934, UCM 623, VKM Ac-1800, JCM 13565, CIP 108259, IAM 15234, IAM 15338, NBRC 103057, UCM Ac-623",1,1,"Agromyces albus",Agromyces,albus,-
7269,,"DSM 14598, AS 4.1717, CCTCC 001012, YIM 21741, JCM 12113, BCRC 16310, CCTCC AA 001012, CGMCC 4.1717, CIP 107976, IAM 15154, KCTC 9967, CCRC 16310",1,1,"Agromyces aurantiacus",Agromyces,aurantiacus,-
132611,AR33,"DSM 101731, LMG 29235, JCM 32431",1,1,"Agromyces aureus",Agromyces,aureus,-
7263,,"DSM 8598, ATCC 51765, IMET 11533, VKM Ac-1352, JCM 9086, CIP 103635, IAM 15143, IFO 15782, LMG 16158, NBRC 15782, JCM 9087",1,1,"Agromyces fucosus subsp. hippuratus",Agromyces,fucosus,-
7266,8,"DSM 14595, IFO 16235, NBRC 16235, VKM Ac-2085, JCM 11431, CIP 107131, IAM 15144, KCTC 13907, NCIMB 13882",1,1,"Agromyces luteolus",Agromyces,luteolus,-
7265,,"DSM 20152, ATCC 14004, JCM 3346, NCIB 7206, CIP 104860, IFO 15704, KCTC 3136, NBRC 15704, NCIMB 7206, VKM Ac-1388",1,1,"Agromyces mediolanus",Agromyces,mediolanus,-
7260,"PSU 38L","DSM 43045, ATCC 25173, KCC A-0108, JCM 3108, BCRC 12879, CIP 103037, IAM 15120, IFO 13895, IFO 13899, IMET 11027, KCTC 9232, LMG 16680, MTCC 267, NBRC 13895, NBRC 13899, NCIMB 10801, VKM Ac-1198",1,1,"Agromyces ramosus",Agromyces,ramosus,-
7270,XIL01,"DSM 15747, CIP 108592, LMG 21954, NBRC 109083, JCM 13315, IAM 15233",1,1,"Agromyces ulmi",Agromyces,ulmi,+
13649,B9,"DSM 5890, ATCC 25656, IAM 12618, JCM 20689, CIP 106964, IFO 15762, LMG 133, NBRC 15762, NCIMB 2205",1,1,"Ahrensia kielensis",Ahrensia,kielensis,-
327,"16 (R. Hugh 135), 135, 16","DSM 30030, ATCC 8750, CCM 1052, CIP 60.80, IFO 13111, NBRC 13111, NCDO 868, NCIB 8156, CCUG 1814, NCTC 11953, LMG 1229, JCM 20522, BCRC 10828, CCUG 1325, CECT 928, CGMCC 1.1786, HAMBI 1907, IAM 12369, IAM 12586, JCM 1474, JCM 20663, KCTC 2678, LMG 2100, LMG 3366, LMG 3369, LMG 3371, NCAIM B.01104, NCAIM B.02076, NCIMB 8156, VKM B-1518, VTT E-97056, IMET 10443, NBIMCC 153, CIP 55.84",1,1,"Alcaligenes faecalis",Alcaligenes,faecalis,+
,,,,,,,,-
337,G,"DSM 13975, CCUG 48316, CIP 106866, CCM 7340",1,1,"Alcaligenes faecalis subsp. parafaecalis",Alcaligenes,faecalis,-
159770,SW127,"CGMCC 1.16233, KCTC 62652",1,1,"Alcanivorax indicus",Alcanivorax,indicus,+
5480,"M-3Alg 15-1","DSM 15365, KCTC 12103, KMM 3902, JCM 21761, IAM 15311, LMG 23347, LMG 22573, NBRC 100591",1,1,"Algibacter lectus",Algibacter,lectus,-
17704,,"DSM 23399, CCUG 47101, KMM 3958, LMG 21971, CIP 108555",1,1,"Algoriphagus aquimarinus",Algoriphagus,aquimarinus,+
17705,,"CIP 108556, DSM 19830, CCUG 47095, KMM 3957, LMG 21970",1,1,"Algoriphagus chordae",Algoriphagus,chordae,-
17698,JC2051,"DSM 15292, IMSNU 14013, KCTC 12051, CIP 108304",1,1,"Algoriphagus halophilus",Algoriphagus,halophilus,-
133329,S61,"DSM 102044, CCTCC AB 2015446",1,1,"Algoriphagus iocasae",Algoriphagus,iocasae,-
17700,JC2050,"DSM 15301, IMSNU 14012, KCTC 12050, CIP 108302",1,1,"Algoriphagus mannitolivorans",Algoriphagus,mannitolivorans,-
140525,am2,"KCTC 52549, MCCC 1H00178",1,1,"Algoriphagus marinus",Algoriphagus,marinus,+
17699,JC2052,"DSM 15282, IMSNU 14014, KCTC 12052, CIP 108303",1,1,"Algoriphagus ornithinivorans",Algoriphagus,ornithinivorans,-
17703,IC025,"DSM 22686, ACAM 646, CIP 107452, LMG 21435",1,1,"Algoriphagus ratkowskyi",Algoriphagus,ratkowskyi,-
17701,"M-2Alg 14","DSM 15360, CCUG 47094, KMM 3956, LMG 21969, CIP 108557, JCM 13505",1,1,"Algoriphagus winogradskyi",Algoriphagus,winogradskyi,-
170901,F199,"CECT 9230, LMG 30050",1,1,"Arcobacter vitoriensis",Arcobacter,vitoriensis,+
414,TA-67,"DSM 14558, IAM 14935, NRIC 0496, JCM 21417, CIP 107723, NBRC 100859, NRIC 6496",1,1,"Alicyclobacillus acidiphilus",Alicyclobacillus,acidiphilus,+/-
,,,,,,,,-
416,"104-IA, 104-1A","CCUG 28521, NRRL B-14509, DSM 446, ATCC 27009, CIP 106131, IFO 15652, JCM 5260, NBRC 15652, NCIB 11725, BCRC 14685, CECT 4328, KCTC 1825, NCIMB 11725, IMET 11356",1,1,"Alicyclobacillus acidocaldarius",Alicyclobacillus,acidocaldarius,+
,,,,,,,,-
400,GD3B,"DSM 3922, ATCC 49025, CIP 106132",1,1,"Alicyclobacillus acidoterrestris",Alicyclobacillus,acidoterrestris,-
411,FR-11,"DSM 12489, CIP 107290",1,1,"Alicyclobacillus hesperidum",Alicyclobacillus,hesperidum,-
424,"3A, 3AT","DSM 14955, IAM 14988, JCM 21459, CIP 108162, NBRC 100861",1,1,"Alicyclobacillus pomorum",Alicyclobacillus,pomorum,-
140844,GBPy7,"IBRC-M 10763, CECT 8339",1,1,"Aliidiomarina iranensis",Aliidiomarina,iranensis,-
140832,2W32,"KCTC 42497, CICC 23869",1,1,"Fodinibius halophilus",Fodinibius,halophilus,-
17248,398,"DSM 507, ATCC 7744, JCM 18803, NCMB 1281, CCUG 13450, CAIM 329, LMG 4414, CIP 103206, NCCB 80039, BCRC 12900, CCUG 16305, CECT 524, CIP 75.08, CIP 75.8, KCTC 12272, KCTC 12386, NCIMB 1281, NRRL B-41164, NRRL B-761",1,1,"Aliivibrio fischeri",Aliivibrio,fischeri,-
17251,"584, Baumann584","DSM 21555, ATCC 29985, CCUG 20283, CIP 104991, KCTC 52966, LMG 21012, NCIMB 2252",1,1,"Aliivibrio logei",Aliivibrio,logei,-
17252,HI7751,"DSM 21110, ATCC 43839, CIP 103166, LMG 7904, NCIMB 2262",1,1,"Aliivibrio salmonicida",Aliivibrio,salmonicida,-
535,"WN 13","DSM 5271, ATCC 700606, JCM 12303, CIP 106702, IAM 14937, LMG 17943, NBRC 103110",1,1,"Alkalibacillus haloalkaliphilus",Alkalibacillus,haloalkaliphilus,-
2242,WW2-SN4a,"DSM 13175, NCIMB 13710, CIP 107107",1,1,"Alkalibacterium olivapovliticum",Alkalibacterium,olivapovliticum,+
140264,BZ-SZ-XJ29,"DSM 29191, CGMCC 1.12936, JCM 30193",1,1,"Alkalicoccus halolimnae",Alkalicoccus,halolimnae,+
1235,6AG,"DSM 15402, ATCC BAA-957",1,1,"Alkalicoccus saliphilus",Alkalicoccus,saliphilus,+
132547,BZ-SZ-XJ18,"DSM 29145, JCM 30195",1,1,"Alkalicoccus urumqiensis",Alkalicoccus,urumqiensis,+
572,1,"DSM 485, ATCC 27647, JCM 5262, NCIB 10436, NCIB 8772, NCTC 4553, CCUG 28516, NRRL B-14309, BCRC 15419, CECT 1, CGMCC 1.3604, CIP 103410, IAM 12461, IFO 15653, KCTC 1824, KCTC 3884, LMG 17938, LMG 7120, NBRC 15653, NCIMB 10436, NCIMB 8772, NRRL NRS-1548, VTT E-87298",1,1,"Alkalihalobacillus alcalophilus",Alkalihalobacillus,alcalophilus,+
,,,,,,,,-
1109,"C 324, PN 3","DSM 8715, ATCC 700159, NCIB 10283, CIP 105299, NCIMB 10283",1,1,"Alkalihalophilus pseudofirmus",Alkalihalophilus,pseudofirmus,-
132683,,"DSM 101835, KCTC 42969, SYSU 10HL1970",1,1,"Allofrancisella frigidaquae",Allofrancisella,frigidaquae,-
132682,,"DSM 101834, KCTC 42968, SYSU YG23",1,1,"Allofrancisella inopinata",Allofrancisella,inopinata,-
13509,R761-7,"DSM 44149, ATCC 55061, JCM 9917, KCTC 9837, NBRC 101910, NRRL B-24461, CGMCC 4.1881, NCIMB 13433",1,1,"Allokutzneria albata",Allokutzneria,albata,+
138767,,"CIP 105883, LMG 11875, JCM 21822, ATCC 700741, IAM 15378, ORS 992",1,1,"Allorhizobium undicola",Allorhizobium,undicola,-
139548,K309,"CIP 105853, NCPPB 3554, ATCC 49767, ICMP 10752, HAMBI 1817, LMG 8750",1,1,"Allorhizobium vitis",Allorhizobium,vitis,-
133228,100921-2,"CFCC 14287, KCTC 42844",1,1,"Tsuneonella aeria",Tsuneonella,aeria,+
134119,SW-109,"KCTC 12311, JCM 12599, CIP 108783, CGMCC 1.7690",1,1,"Pontixanthobacter luteolus",Pontixanthobacter,luteolus,-
133205,JC229,"LMG 28999, KCTC 33726",1,1,"Alteribacillus alkaliphilus",Alteribacillus,alkaliphilus,-
164197,M30,"JCM 32118, CGMCC 1.16739, MCC 3010",1,1,"Alteribacter natronophilus",Alteribacter,natronophilus,-
158381,FJAT-45347,"DSM 104632, CCTCC AB 2016257",1,1,"Alteribacter populi",Alteribacter,populi,+
138332,ADT3,"CIP 106113, CCRC 19135",1,1,"Alterococcus agarolyticus",Alterococcus,agarolyticus,-
444,107,"DSM 6062, ATCC 27126, CCUG 16128, CIP 103198, JCM 20772, LMG 2843, NBRC 102226, IAM 12920, NCIMB 1963",1,1,"Alteromonas macleodii",Alteromonas,macleodii,-
166518,U0105,"KCTC 62080, MCCC 1H00299",1,1,"Alteromonas sediminis",Alteromonas,sediminis,-
447,"ANT69a, R-15466","DSM 15691, LMG 21861, CIP 108513, ANT 69a",1,1,"Alteromonas stellipolaris",Alteromonas,stellipolaris,-
139986,Ben-104,"DSM 101730, ACM 5096, CIP 107262, BEN 104",1,1,"Amaricoccus macauensis",Amaricoccus,macauensis,-
134996,Ben-103,"CIP 107261, ACM 5097, DSM 101596, Ben 103",1,1,"Amaricoccus tamworthensis",Amaricoccus,tamworthensis,-
134995,,"CIP 107260, ACM 5098, Ben 102",1,1,"Amaricoccus veronensis",Amaricoccus,veronensis,-
13540,Z-1171,"DSM 1086, ATCC 51424, CIP 105722",1,1,"Aminobacter carboxidus",Aminobacter,carboxidus,-
132587,CC-RT-E,"DSM 24738, BCRC 80314",1,1,"Ammoniphilus resinae",Ammoniphilus,resinae,+
1408,JW/BP-GSL-QD,"DSM 23721, ATCC BAA-2118, NBRC 11149",1,1,"Amphibacillus cookii",Amphibacillus,cookii,-
1407,Y1,"DSM 24783, CGMCC 1.5123, JCM 16149",1,1,"Amphibacillus jilinensis",Amphibacillus,jilinensis,-
140072,GU51,"DSM 105738, CGMCC 1.12710, JCM 19779",1,1,"Amphiplicatus metriothermophilus",Amphiplicatus,metriothermophilus,+
166509,ANRC-JH13,"MCCC 1K03512, KCTC 62532",1,1,"Amphritea opalescens",Amphritea,opalescens,+
133131,WP1,"KCTC 39642, MCCC 1A10745",1,1,"Amycolatopsis albispora",Amycolatopsis,albispora,+
13222,AM-3696,"DSM 43854, ATCC 51273, FERM P-4738, IFO 14573, JCM 3275, KCC A-0275, NBRC 14573, NRRL 11412, VKM Ac-1418, BCRC 13413, HUT 6555, IMSNU 20053, KACC 20058, KCCM 40242, KCTC 9154, NCIMB 14805",1,1,"Amycolatopsis azurea",Amycolatopsis,azurea,+
13241,"FH 1894","DSM 44591, JCM 12668, NRRL B-24207, CIP 108516",1,1,"Amycolatopsis balhimycina",Amycolatopsis,balhimycina,+
,,,,,,,,-
13229,,"DSM 44225, ATCC 53629, IFO 15804, NBRC 15804, NRRL 3218, JCM 9869, IMSNU 22096, KCTC 9818, NBIMCC 1779, NCIMB 13017, VKM Ac-1732",1,1,"Amycolatopsis coloradensis",Amycolatopsis,coloradensis,-
13252,"FH 1845, NNRL B-24209","DSM 44594, JCM 12669, NRRL B-24209, CIP 108517, NCIMB 14255",1,1,"Amycolatopsis decaplanina",Amycolatopsis,decaplanina,+
,,,,,,,,-
13231,"MG 417-CF 17","DSM 44213, JCM 10140, CIP 106801, KCTC 9817, NRRL B-24138",1,1,"Amycolatopsis japonica",Amycolatopsis,japonica,+
,,,,,,,,-
13245,,"DSM 44652, JCM 12670, LDDC 9447-99, NRRL B-24129, CIP 108186",1,1,"Amycolatopsis kentuckyensis",Amycolatopsis,kentuckyensis,-
13240,"FH 1893","DSM 44586, CIP 107964, JCM 12671, NRRL B-24206",1,1,"Amycolatopsis keratiniphila",Amycolatopsis,keratiniphila,-
13242,D2,"DSM 44409, CIP 107963, NRRL B-24117, JCM 12683, BCRC 16375, NCIMB 14256",1,1,"Amycolatopsis keratiniphila",Amycolatopsis,keratiniphila,-
13246,,"DSM 44653, JCM 12672, LDDC 12275-99, NRRL B-24131, CIP 108185",1,1,"Amycolatopsis lexingtonensis",Amycolatopsis,lexingtonensis,-
13214,"NA 3-TE-19","DSM 43134, ATCC 14930, DSM 43192, IFO 14500, IMET 7654, JCM 3141, LBG A 3091, NBRC 14500, NCIB 9601, NRRL 2430, ETH 24315, BCRC 11659, BCRC 13742, CGMCC 4.1133, CGMCC 4.1212, HUT 6556, IMSNU 20057, KCCM 12665, KCTC 9425, LMG 4064, MTCC 695, NCIMB 9601, VKM Ac-1242",1,1,"Amycolatopsis lurida",Amycolatopsis,lurida,+
13220,"Lepetit ME/83, Lepetit ME83/973, Schering 368","DSM 43304, ATCC 13685, CBS 121.63, CBS 716.72, DSM 40501, IFO 13142, IFO 13415, IMET 7651, ISP 5501, JCM 4789, KCC S-0789, LBG A 3136, NBRC 13142, NBRC 13415, NCIB 9613, NRRL B-3240, PSA 71, RIA 1376, VKM Ac-798, CIP 107074, CCUG 43144, ETH 28579, BCRC 12440, CGMCC 4.1213, IMSNU 20056, KCCM 11859, KCTC 1739, MTCC 14, NBIMCC 3395, NCIMB 9613, PCM 2320",1,1,"Nocardia mediterranei",Nocardia,mediterranei,-
